type,start_point,end_point,hex_code,d_code
gap,0000000100000D90,0000000100000D91,['55'],"['None', 'None', 'None', 'None', 'None', 'public _main ', '_main proc near ', 'None', 'var_38 = dword ptr -38h ', 'var_34 = dword ptr -34h ', 'var_30 = dword ptr -30h ', 'var_2C = dword ptr -2Ch ', 'var_28 = dword ptr -28h ', 'var_24 = dword ptr -24h ', 'var_20 = dword ptr -20h ', 'var_1C = dword ptr -1Ch ', 'var_18 = dword ptr -18h ', 'var_14 = dword ptr -14h ', 'var_10 = dword ptr -10h ', 'var_C = dword ptr -0Ch ', 'var_8 = dword ptr -8 ', 'var_4 = dword ptr -4 ', 'None', 'push rbp ']"
entry,0000000100000D91,0000000100000D94,"['48', '89', 'E5']","['mov rbp, rsp ']"
entry,0000000100000D94,0000000100000D98,"['48', '83', 'EC', '40']","['sub rsp, 40h ']"
entry,0000000100000D98,0000000100000D9F,"['48', '8D', '3D', 'E1', '01', '00', '00']","['lea rdi, aD  ']"
entry,0000000100000D9F,0000000100000DA3,"['48', '8D', '75', 'F8']","['lea rsi, [rbp+var_8] ']"
entry,0000000100000DA3,0000000100000DAA,"['C7', '45', 'FC', '00', '00', '00', '00']","['mov [rbp+var_4], 0 ']"
entry,0000000100000DAA,0000000100000DAC,"['B0', '00']","['mov al, 0 ']"
entry,0000000100000DAC,0000000100000DB1,"['E8', 'A5', '01', '00', '00']",['call _scanf ']
entry,0000000100000DB1,0000000100000DB8,"['C7', '45', 'F4', '01', '00', '00', '00']","['mov [rbp+var_C], 1 ']"
entry,0000000100000DB8,0000000100000DBB,"['89', '45', 'DC']","['mov [rbp+var_24], eax ']"
gap,0000000100000DBB,0000000100000DBE,"['8B', '45', 'F4']","['None', 'loc_100000DBB:  ', 'mov eax, [rbp+var_C] ']"
entry,0000000100000DBE,0000000100000DC1,"['3B', '45', 'F8']","['cmp eax, [rbp+var_8] ']"
entry,0000000100000DC1,0000000100000DC7,"['0F', '8F', '7E', '01', '00', '00']",['jg loc_100000F45 ']
entry,0000000100000DC7,0000000100000DCE,"['48', '8D', '3D', 'B5', '01', '00', '00']","['lea rdi, aDD  ']"
entry,0000000100000DCE,0000000100000DD5,"['48', '8D', '35', '4B', '02', '00', '00']","['lea rsi, _n ']"
entry,0000000100000DD5,0000000100000DDC,"['48', '8D', '15', '48', '02', '00', '00']","['lea rdx, _m ']"
entry,0000000100000DDC,0000000100000DDE,"['B0', '00']","['mov al, 0 ']"
entry,0000000100000DDE,0000000100000DE3,"['E8', '73', '01', '00', '00']",['call _scanf ']
entry,0000000100000DE3,0000000100000DEA,"['C7', '45', 'F0', '01', '00', '00', '00']","['mov [rbp+var_10], 1 ']"
entry,0000000100000DEA,0000000100000DED,"['89', '45', 'D8']","['mov [rbp+var_28], eax ']"
gap,0000000100000DED,0000000100000DF4,"['69', '45', 'F0', '0A', '00', '00', '00']","['None', 'loc_100000DED:  ', 'imul eax, [rbp+var_10], 0Ah ']"
entry,0000000100000DF4,0000000100000DFA,"['3B', '05', '26', '02', '00', '00']","['cmp eax, cs:_n ']"
entry,0000000100000DFA,0000000100000E00,"['0F', '8F', '0F', '00', '00', '00']",['jg loc_100000E0F ']
entry,0000000100000E00,0000000100000E07,"['69', '45', 'F0', '0A', '00', '00', '00']","['imul eax, [rbp+var_10], 0Ah ']"
entry,0000000100000E07,0000000100000E0A,"['89', '45', 'F0']","['mov [rbp+var_10], eax ']"
entry,0000000100000E0A,0000000100000E0F,"['E9', 'DE', 'FF', 'FF', 'FF']",['jmp loc_100000DED ']
gap,0000000100000E0F,0000000100000E16,"['C7', '45', 'EC', '00', '00', '00', '00']","['None', 'None', 'loc_100000E0F:  ', 'mov [rbp+var_14], 0 ']"
entry,0000000100000E16,0000000100000E1C,"['8B', '05', '04', '02', '00', '00']","['mov eax, cs:_n ']"
entry,0000000100000E1C,0000000100000E1F,"['89', '45', 'E8']","['mov [rbp+var_18], eax ']"
gap,0000000100000E1F,0000000100000E22,"['8B', '45', 'E8']","['None', 'loc_100000E1F:  ', 'mov eax, [rbp+var_18] ']"
entry,0000000100000E22,0000000100000E28,"['3B', '05', 'FC', '01', '00', '00']","['cmp eax, cs:_m ']"
entry,0000000100000E28,0000000100000E2E,"['0F', '8F', 'DE', '00', '00', '00']",['jg loc_100000F0C ']
entry,0000000100000E2E,0000000100000E34,"['8B', '05', '00', '14', '7A', '00']","['mov eax, cs:_ct ']"
entry,0000000100000E34,0000000100000E39,"['05', '01', '00', '00', '00']","['add eax, 1 ']"
entry,0000000100000E39,0000000100000E3F,"['89', '05', 'F5', '13', '7A', '00']","['mov cs:_ct, eax ']"
entry,0000000100000E3F,0000000100000E42,"['8B', '45', 'E8']","['mov eax, [rbp+var_18] ']"
entry,0000000100000E42,0000000100000E45,"['89', '45', 'E4']","['mov [rbp+var_1C], eax ']"
entry,0000000100000E45,0000000100000E4C,"['C7', '45', 'E0', '00', '00', '00', '00']","['mov [rbp+var_20], 0 ']"
gap,0000000100000E4C,0000000100000E53,"['81', '7D', 'E0', '0A', '00', '00', '00']","['None', 'loc_100000E4C:  ', 'cmp [rbp+var_20], 0Ah ']"
entry,0000000100000E53,0000000100000E59,"['0F', '8D', '9E', '00', '00', '00']",['jge loc_100000EF7 ']
entry,0000000100000E59,0000000100000E5C,"['8B', '45', 'E4']","['mov eax, [rbp+var_1C] ']"
entry,0000000100000E5C,0000000100000E62,"['3B', '05', 'BE', '01', '00', '00']","['cmp eax, cs:_n ']"
entry,0000000100000E62,0000000100000E68,"['0F', '8C', '55', '00', '00', '00']",['jl loc_100000EBD ']
entry,0000000100000E68,0000000100000E6B,"['8B', '45', 'E4']","['mov eax, [rbp+var_1C] ']"
entry,0000000100000E6B,0000000100000E71,"['3B', '05', 'B3', '01', '00', '00']","['cmp eax, cs:_m ']"
entry,0000000100000E71,0000000100000E77,"['0F', '8F', '46', '00', '00', '00']",['jg loc_100000EBD ']
entry,0000000100000E77,0000000100000E7A,"['8B', '45', 'E4']","['mov eax, [rbp+var_1C] ']"
entry,0000000100000E7A,0000000100000E7D,"['3B', '45', 'E8']","['cmp eax, [rbp+var_18] ']"
entry,0000000100000E7D,0000000100000E83,"['0F', '84', '3A', '00', '00', '00']",['jz loc_100000EBD ']
entry,0000000100000E83,0000000100000E8A,"['48', '8D', '05', 'A6', '01', '00', '00']","['lea rax, _was ']"
entry,0000000100000E8A,0000000100000E8E,"['48', '63', '4D', 'E4']","['movsxd rcx, [rbp+var_1C] ']"
entry,0000000100000E8E,0000000100000E91,"['8B', '14', '88']","['mov edx, [rax+rcx*4] ']"
entry,0000000100000E91,0000000100000E97,"['3B', '15', '9D', '13', '7A', '00']","['cmp edx, cs:_ct ']"
entry,0000000100000E97,0000000100000E9D,"['0F', '84', '20', '00', '00', '00']",['jz loc_100000EBD ']
entry,0000000100000E9D,0000000100000EA4,"['48', '8D', '05', '8C', '01', '00', '00']","['lea rax, _was ']"
entry,0000000100000EA4,0000000100000EAA,"['8B', '0D', '8A', '13', '7A', '00']","['mov ecx, cs:_ct ']"
entry,0000000100000EAA,0000000100000EAE,"['48', '63', '55', 'E4']","['movsxd rdx, [rbp+var_1C] ']"
entry,0000000100000EAE,0000000100000EB1,"['89', '0C', '90']","['mov [rax+rdx*4], ecx ']"
entry,0000000100000EB1,0000000100000EB4,"['8B', '4D', 'EC']","['mov ecx, [rbp+var_14] ']"
entry,0000000100000EB4,0000000100000EBA,"['81', 'C1', '01', '00', '00', '00']","['add ecx, 1 ']"
entry,0000000100000EBA,0000000100000EBD,"['89', '4D', 'EC']","['mov [rbp+var_14], ecx ']"
gap,0000000100000EBD,0000000100000EC2,"['B8', '0A', '00', '00', '00']","['None', 'loc_100000EBD:  ', 'None', 'mov eax, 0Ah ']"
entry,0000000100000EC2,0000000100000EC5,"['8B', '4D', 'E4']","['mov ecx, [rbp+var_1C] ']"
entry,0000000100000EC5,0000000100000EC8,"['89', '45', 'D4']","['mov [rbp+var_2C], eax ']"
entry,0000000100000EC8,0000000100000ECA,"['89', 'C8']","['mov eax, ecx ']"
entry,0000000100000ECA,0000000100000ECB,['99'],['cdq ']
entry,0000000100000ECB,0000000100000ECE,"['8B', '4D', 'D4']","['mov ecx, [rbp+var_2C] ']"
entry,0000000100000ECE,0000000100000ED0,"['F7', 'F9']",['idiv ecx ']
entry,0000000100000ED0,0000000100000ED3,"['8B', '55', 'E4']","['mov edx, [rbp+var_1C] ']"
entry,0000000100000ED3,0000000100000ED6,"['89', '45', 'D0']","['mov [rbp+var_30], eax ']"
entry,0000000100000ED6,0000000100000ED8,"['89', 'D0']","['mov eax, edx ']"
entry,0000000100000ED8,0000000100000ED9,['99'],['cdq ']
