type,start_point,end_point,hex_code,d_code
gap,00401000,00401001,['55'],"['None', 'None', 'None', 'None', 'sub_401000 proc near  ', 'None', 'var_2C = qword ptr -2Ch ', 'var_10 = qword ptr -10h ', 'var_8 = byte ptr -8 ', 'var_4 = dword ptr -4 ', 'None', 'push ebp ']"
entry,00401001,00401003,"['8B', 'EC']","['mov ebp, esp ']"
entry,00401003,00401005,"['D9', 'E8']",['fld1 ']
entry,00401005,0040100B,"['8B', '0D', 'FC', 'A0', '4D', '00']","['mov ecx, dword ptr dbl_4DA0F8+4 ']"
entry,0040100B,0040100E,"['83', 'EC', '14']","['sub esp, 14h ']"
entry,0040100E,00401014,"['DD', '1D', '78', '33', '40', '00']",['fstp dbl_403378 ']
entry,00401014,00401015,['53'],['push ebx ']
entry,00401015,00401016,['56'],['push esi ']
entry,00401016,00401017,['57'],['push edi ']
entry,00401017,0040101C,"['B8', '01', '00', '00', '00']","['mov eax, 1 ']"
entry,0040101C,0040101F,"['83', 'F9', '04']","['cmp ecx, 4 ']"
entry,0040101F,00401021,"['7C', '49']",['jl short loc_40106A ']
entry,00401021,00401024,"['8D', '51', 'FD']","['lea edx, [ecx-3] ']"
gap,00401024,0040102B,"['DD', '04', 'C5', 'F8', 'A0', '4D', '00']","['None', 'loc_401024:  ', 'fld dbl_4DA0F8[eax*8] ']"
entry,0040102B,0040102E,"['83', 'C0', '04']","['add eax, 4 ']"
entry,0040102E,00401035,"['DC', '0C', 'C5', '50', '33', '40', '00']",['fmul dbl_403350[eax*8] ']
entry,00401035,0040103C,"['DD', '14', 'C5', '58', '33', '40', '00']",['fst dbl_403358[eax*8] ']
entry,0040103C,00401043,"['DC', '0C', 'C5', 'E0', 'A0', '4D', '00']",['fmul dbl_4DA0E0[eax*8] ']
entry,00401043,0040104A,"['DD', '14', 'C5', '60', '33', '40', '00']",['fst dbl_403360[eax*8] ']
entry,0040104A,00401051,"['DC', '0C', 'C5', 'E8', 'A0', '4D', '00']",['fmul dbl_4DA0E8[eax*8] ']
entry,00401051,00401058,"['DD', '14', 'C5', '68', '33', '40', '00']",['fst dbl_403368[eax*8] ']
entry,00401058,0040105F,"['DC', '0C', 'C5', 'F0', 'A0', '4D', '00']",['fmul dbl_4DA0F0[eax*8] ']
entry,0040105F,00401066,"['DD', '1C', 'C5', '70', '33', '40', '00']",['fstp dbl_403370[eax*8] ']
entry,00401066,00401068,"['3B', 'C2']","['cmp eax, edx ']"
entry,00401068,0040106A,"['7E', 'BA']",['jle short loc_401024 ']
gap,0040106A,0040106C,"['3B', 'C1']","['None', 'loc_40106A:  ', 'cmp eax, ecx ']"
entry,0040106C,0040106E,"['7F', '1C']",['jg short loc_40108A ']
entry,0040106E,00401070,"['8B', 'FF']","['mov edi, edi ']"
gap,00401070,00401077,"['DD', '04', 'C5', 'F8', 'A0', '4D', '00']","['None', 'loc_401070:  ', 'fld dbl_4DA0F8[eax*8] ']"
entry,00401077,00401078,['40'],['inc eax ']
entry,00401078,0040107F,"['DC', '0C', 'C5', '68', '33', '40', '00']",['fmul dbl_403368[eax*8] ']
entry,0040107F,00401086,"['DD', '1C', 'C5', '70', '33', '40', '00']",['fstp dbl_403370[eax*8] ']
entry,00401086,00401088,"['3B', 'C1']","['cmp eax, ecx ']"
entry,00401088,0040108A,"['7E', 'E6']",['jle short loc_401070 ']
gap,0040108A,00401090,"['8B', '15', 'F8', 'A0', '4D', '00']","['None', 'loc_40108A:  ', 'mov edx, dword ptr dbl_4DA0F8 ']"
entry,00401090,00401093,"['8D', '42', '02']","['lea eax, [edx+2] ']"
entry,00401093,00401096,"['89', '45', 'FC']","['mov [ebp+var_4], eax ']"
entry,00401096,00401099,"['DB', '45', 'FC']",['fild [ebp+var_4] ']
entry,00401099,0040109B,"['33', 'F6']","['xor esi, esi ']"
entry,0040109B,0040109E,"['DD', '55', 'F0']",['fst [ebp+var_10] ']
entry,0040109E,004010A0,"['85', 'C9']","['test ecx, ecx ']"
entry,004010A0,004010A6,"['0F', '88', '99', '00', '00', '00']",['js loc_40113F ']
entry,004010A6,004010A8,"['33', 'FF']","['xor edi, edi ']"
entry,004010A8,004010AA,"['EB', '0C']","['jmp short loc_4010B6 ', 'None']"
entry,004010AA,004010B0,"['8D', '9B', '00', '00', '00', '00']",['align 10h ']
gap,004010B0,004010B6,"['8B', '15', 'F8', 'A0', '4D', '00']","['None', 'loc_4010B0:  ', 'mov edx, dword ptr dbl_4DA0F8 ']"
gap,004010B6,004010B9,"['8D', '1C', '12']","['None', 'loc_4010B6:  ', 'lea ebx, [edx+edx] ']"
entry,004010B9,004010BB,"['DD', 'D8']",['fstp st ']
entry,004010BB,004010BD,"['2B', 'D9']","['sub ebx, ecx ']"
entry,004010BD,004010BF,"['03', 'DE']","['add ebx, esi ']"
entry,004010BF,004010C1,"['8B', 'C1']","['mov eax, ecx ']"
