type,start_point,end_point,hex_code,d_code
gap,0000000100000F50,0000000100000F51,['55'],"['None', 'None', 'None', 'None', 'None', 'public _main ', '_main proc near ', 'None', 'var_628 = dword ptr -628h ', 'var_621 = byte ptr -621h ', 'var_620 = qword ptr -620h ', 'var_618 = qword ptr -618h ', 'var_60C = dword ptr -60Ch ', 'var_608 = qword ptr -608h ', 'var_600 = qword ptr -600h ', 'var_5F8 = qword ptr -5F8h ', 'var_5E9 = byte ptr -5E9h ', 'var_5E8 = qword ptr -5E8h ', 'var_5E0 = qword ptr -5E0h ', 'var_5D8 = qword ptr -5D8h ', 'var_5D0 = qword ptr -5D0h ', 'var_5C8 = qword ptr -5C8h ', 'var_5C0 = qword ptr -5C0h ', 'var_5B8 = qword ptr -5B8h ', 'var_5B0 = qword ptr -5B0h ', 'var_5A8 = qword ptr -5A8h ', 'var_59C = dword ptr -59Ch ', 'var_598 = qword ptr -598h ', 'var_590 = dword ptr -590h ', 'var_58C = dword ptr -58Ch ', 'var_588 = qword ptr -588h ', 'var_579 = byte ptr -579h ', 'var_578 = qword ptr -578h ', 'var_56C = dword ptr -56Ch ', 'var_568 = qword ptr -568h ', 'var_560 = qword ptr -560h ', 'var_558 = qword ptr -558h ', 'var_54C = dword ptr -54Ch ', 'var_548 = qword ptr -548h ', 'var_540 = qword ptr -540h ', 'var_538 = qword ptr -538h ', 'var_530 = qword ptr -530h ', 'var_521 = byte ptr -521h ', 'var_520 = qword ptr -520h ', 'var_518 = qword ptr -518h ', 'var_510 = qword ptr -510h ', 'var_508 = qword ptr -508h ', 'var_500 = qword ptr -500h ', 'var_4F8 = qword ptr -4F8h ', 'var_4F0 = qword ptr -4F0h ', 'var_4E8 = qword ptr -4E8h ', 'var_4DC = dword ptr -4DCh ', 'var_4D8 = qword ptr -4D8h ', 'var_4CC = dword ptr -4CCh ', 'var_4C8 = byte ptr -4C8h ', 'var_4B0 = dword ptr -4B0h ', 'var_4AC = dword ptr -4ACh ', 'var_4A8 = dword ptr -4A8h ', 'var_4A4 = dword ptr -4A4h ', 'var_4A0 = qword ptr -4A0h ', 'var_498 = byte ptr -498h ', 'var_480 = byte ptr -480h ', 'var_468 = dword ptr -468h ', 'var_464 = dword ptr -464h ', 'var_460 = qword ptr -460h ', 'var_458 = qword ptr -458h ', 'var_450 = qword ptr -450h ', 'var_448 = qword ptr -448h ', 'var_440 = qword ptr -440h ', 'var_438 = qword ptr -438h ', 'var_430 = qword ptr -430h ', 'var_428 = qword ptr -428h ', 'var_420 = qword ptr -420h ', 'var_418 = qword ptr -418h ', 'var_410 = qword ptr -410h ', 'var_408 = qword ptr -408h ', 'var_400 = qword ptr -400h ', 'var_3F8 = qword ptr -3F8h ', 'var_3F0 = qword ptr -3F0h ', 'var_3E8 = qword ptr -3E8h ', 'var_3E0 = qword ptr -3E0h ', 'var_3D8 = qword ptr -3D8h ', 'var_3D0 = qword ptr -3D0h ', 'var_3C8 = qword ptr -3C8h ', 'var_3C0 = qword ptr -3C0h ', 'var_3B8 = qword ptr -3B8h ', 'var_3B0 = qword ptr -3B0h ', 'var_3A8 = qword ptr -3A8h ', 'var_3A0 = qword ptr -3A0h ', 'var_398 = qword ptr -398h ', 'var_390 = qword ptr -390h ', 'var_388 = qword ptr -388h ', 'var_380 = qword ptr -380h ', 'var_378 = qword ptr -378h ', 'var_370 = qword ptr -370h ', 'var_368 = qword ptr -368h ', 'var_360 = qword ptr -360h ', 'var_358 = qword ptr -358h ', 'var_350 = qword ptr -350h ', 'var_348 = qword ptr -348h ', 'var_340 = qword ptr -340h ', 'var_338 = qword ptr -338h ', 'var_330 = qword ptr -330h ', 'var_328 = qword ptr -328h ', 'var_320 = qword ptr -320h ', 'var_318 = qword ptr -318h ', 'var_310 = qword ptr -310h ', 'var_308 = qword ptr -308h ', 'var_300 = qword ptr -300h ', 'var_2F8 = qword ptr -2F8h ', 'var_2F0 = qword ptr -2F0h ', 'var_2E8 = qword ptr -2E8h ', 'var_2E0 = qword ptr -2E0h ', 'var_2D8 = qword ptr -2D8h ', 'var_2D0 = qword ptr -2D0h ', 'var_2C8 = qword ptr -2C8h ', 'var_2C0 = qword ptr -2C0h ', 'var_2B8 = qword ptr -2B8h ', 'var_2B0 = qword ptr -2B0h ', 'var_2A8 = qword ptr -2A8h ', 'var_2A0 = qword ptr -2A0h ', 'var_298 = qword ptr -298h ', 'var_290 = qword ptr -290h ', 'var_288 = qword ptr -288h ', 'var_280 = qword ptr -280h ', 'var_278 = qword ptr -278h ', 'var_270 = qword ptr -270h ', 'var_268 = qword ptr -268h ', 'var_260 = qword ptr -260h ', 'var_258 = qword ptr -258h ', 'var_250 = qword ptr -250h ', 'var_248 = qword ptr -248h ', 'var_240 = qword ptr -240h ', 'var_238 = qword ptr -238h ', 'var_230 = qword ptr -230h ', 'var_228 = qword ptr -228h ', 'var_220 = qword ptr -220h ', 'var_218 = qword ptr -218h ', 'var_210 = qword ptr -210h ', 'var_208 = qword ptr -208h ', 'var_200 = qword ptr -200h ', 'var_1F8 = qword ptr -1F8h ', 'var_1F0 = qword ptr -1F0h ', 'var_1E8 = qword ptr -1E8h ', 'var_1E0 = qword ptr -1E0h ', 'var_1D8 = qword ptr -1D8h ', 'var_1D0 = qword ptr -1D0h ', 'var_1C8 = qword ptr -1C8h ', 'var_1C0 = qword ptr -1C0h ', 'var_1B8 = qword ptr -1B8h ', 'var_1B0 = qword ptr -1B0h ', 'var_1A8 = qword ptr -1A8h ', 'var_1A0 = qword ptr -1A0h ', 'var_198 = qword ptr -198h ', 'var_190 = qword ptr -190h ', 'var_188 = qword ptr -188h ', 'var_180 = qword ptr -180h ', 'var_178 = qword ptr -178h ', 'var_170 = qword ptr -170h ', 'var_168 = qword ptr -168h ', 'var_160 = qword ptr -160h ', 'var_158 = qword ptr -158h ', 'var_150 = qword ptr -150h ', 'var_148 = qword ptr -148h ', 'var_140 = qword ptr -140h ', 'var_138 = qword ptr -138h ', 'var_130 = qword ptr -130h ', 'var_128 = qword ptr -128h ', 'var_120 = qword ptr -120h ', 'var_118 = qword ptr -118h ', 'var_110 = qword ptr -110h ', 'var_104 = dword ptr -104h ', 'var_100 = qword ptr -100h ', 'var_F8 = byte ptr -0F8h ', 'var_E9 = byte ptr -0E9h ', 'var_E8 = qword ptr -0E8h ', 'var_E0 = qword ptr -0E0h ', 'var_D1 = byte ptr -0D1h ', 'var_D0 = qword ptr -0D0h ', 'var_C8 = qword ptr -0C8h ', 'var_C0 = qword ptr -0C0h ', 'var_B8 = qword ptr -0B8h ', 'var_B0 = qword ptr -0B0h ', 'var_A8 = qword ptr -0A8h ', 'var_A0 = qword ptr -0A0h ', 'var_98 = qword ptr -98h ', 'var_90 = qword ptr -90h ', 'var_88 = qword ptr -88h ', 'var_80 = qword ptr -80h ', 'var_78 = qword ptr -78h ', 'var_70 = qword ptr -70h ', 'var_68 = qword ptr -68h ', 'var_60 = qword ptr -60h ', 'var_58 = qword ptr -58h ', 'var_50 = qword ptr -50h ', 'var_48 = qword ptr -48h ', 'var_40 = qword ptr -40h ', 'var_38 = qword ptr -38h ', 'var_30 = qword ptr -30h ', 'var_24 = dword ptr -24h ', 'var_20 = qword ptr -20h ', 'var_18 = qword ptr -18h ', 'var_10 = qword ptr -10h ', 'var_8 = qword ptr -8 ', 'None', 'push rbp ']"
entry,0000000100000F51,0000000100000F54,"['48', '89', 'E5']","['mov rbp, rsp ']"
entry,0000000100000F54,0000000100000F5B,"['48', '81', 'EC', '30', '06', '00', '00']","['sub rsp, 630h ']"
entry,0000000100000F5B,0000000100000F65,"['C7', '85', '9C', 'FB', 'FF', 'FF', '00', '00', '00', '00']","['mov [rbp+var_464], 0 ']"
entry,0000000100000F65,0000000100000F6F,"['C7', '85', '98', 'FB', 'FF', 'FF', '00', '00', '00', '00']","['mov [rbp+var_468], 0 ']"
gap,0000000100000F6F,0000000100000F79,"['81', 'BD', '98', 'FB', 'FF', 'FF', '05', '00', '00', '00']","['None', 'loc_100000F6F:  ', 'cmp [rbp+var_468], 5 ']"
entry,0000000100000F79,0000000100000F7F,"['0F', '8D', 'AE', '05', '00', '00']",['jge loc_10000152D ']
entry,0000000100000F7F,0000000100000F86,"['48', '63', '85', '98', 'FB', 'FF', 'FF']","['movsxd rax, [rbp+var_468] ']"
entry,0000000100000F86,0000000100000F8A,"['48', '8D', '04', '40']","['lea rax, [rax+rax*2] ']"
entry,0000000100000F8A,0000000100000F91,"['48', '8D', '0D', 'BF', '51', '00', '00']","['lea rcx, __ZL4cons  ']"
