type,start_point,end_point,hex_code,d_code
gap,00000001000016D0,00000001000016D1,['55'],"['None', 'None', 'None', 'None', 'None', 'public __Z4readv ', '__Z4readv proc near  ', 'None', 'var_14 = dword ptr -14h ', 'var_10 = qword ptr -10h ', 'var_4 = dword ptr -4 ', 'None', 'push rbp ']"
entry,00000001000016D1,00000001000016D4,"['48', '89', 'E5']","['mov rbp, rsp ']"
entry,00000001000016D4,00000001000016D8,"['48', '83', 'EC', '20']","['sub rsp, 20h ']"
entry,00000001000016D8,00000001000016DF,"['48', '8B', '3D', '31', '79', '00', '00']","['mov rdi, cs:__ZNSt3__13cinE_ptr ']"
entry,00000001000016DF,00000001000016E6,"['48', '8D', '35', '2A', '7B', '00', '00']","['lea rsi, _k ']"
entry,00000001000016E6,00000001000016EB,"['E8', 'AD', '74', '00', '00']",['call __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEErsERi  ']
entry,00000001000016EB,00000001000016F2,"['48', '8D', '35', '22', '7B', '00', '00']","['lea rsi, _n ']"
entry,00000001000016F2,00000001000016F5,"['48', '89', 'C7']","['mov rdi, rax ']"
entry,00000001000016F5,00000001000016FA,"['E8', '9E', '74', '00', '00']",['call __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEErsERi  ']
entry,00000001000016FA,0000000100001701,"['48', '8D', '35', '17', '7B', '00', '00']","['lea rsi, _m ']"
entry,0000000100001701,0000000100001704,"['48', '89', 'C7']","['mov rdi, rax ']"
entry,0000000100001704,0000000100001709,"['E8', '8F', '74', '00', '00']",['call __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEErsERi  ']
entry,0000000100001709,0000000100001710,"['C7', '45', 'FC', '00', '00', '00', '00']","['mov [rbp+var_4], 0 ']"
entry,0000000100001710,0000000100001714,"['48', '89', '45', 'F0']","['mov [rbp+var_10], rax ']"
gap,0000000100001714,0000000100001717,"['8B', '45', 'FC']","['None', 'loc_100001714:  ', 'mov eax, [rbp+var_4] ']"
entry,0000000100001717,000000010000171D,"['3B', '05', 'F3', '7A', '00', '00']","['cmp eax, cs:_k ']"
entry,000000010000171D,0000000100001723,"['0F', '8D', '36', '00', '00', '00']",['jge loc_100001759 ']
entry,0000000100001723,000000010000172A,"['48', '8D', '3D', 'C6', '77', '00', '00']","['lea rdi, aD  ']"
entry,000000010000172A,0000000100001731,"['48', '8D', '05', 'EF', '7A', '00', '00']","['lea rax, _r ']"
entry,0000000100001731,0000000100001735,"['48', '63', '4D', 'FC']","['movsxd rcx, [rbp+var_4] ']"
entry,0000000100001735,0000000100001739,"['48', 'C1', 'E1', '02']","['shl rcx, 2 ']"
entry,0000000100001739,000000010000173C,"['48', '01', 'C8']","['add rax, rcx ']"
entry,000000010000173C,000000010000173F,"['48', '89', 'C6']","['mov rsi, rax ']"
entry,000000010000173F,0000000100001741,"['B0', '00']","['mov al, 0 ']"
entry,0000000100001741,0000000100001746,"['E8', 'CA', '74', '00', '00']",['call _scanf ']
entry,0000000100001746,0000000100001749,"['89', '45', 'EC']","['mov [rbp+var_14], eax ']"
