type,start_point,end_point,hex_code,d_code
gap,00401000,00401001,['55'],"['None', 'None', 'None', 'None', 'sub_401000 proc near  ', 'None', 'None', 'arg_0 = dword ptr 8 ', 'arg_4 = dword ptr 0Ch ', 'arg_8 = dword ptr 10h ', 'None', 'push ebp ']"
entry,00401001,00401003,"['8B', 'EC']","['mov ebp, esp ']"
entry,00401003,00401006,"['8B', '45', '08']","['mov eax, [ebp+arg_0] ']"
entry,00401006,00401007,['57'],['push edi ']
entry,00401007,0040100A,"['8B', '7D', '0C']","['mov edi, [ebp+arg_4] ']"
entry,0040100A,0040100C,"['3B', 'C7']","['cmp eax, edi ']"
entry,0040100C,0040100E,"['74', '29']",['jz short loc_401037 ']
entry,0040100E,0040100F,['53'],['push ebx ']
entry,0040100F,00401012,"['8B', '5D', '10']","['mov ebx, [ebp+arg_8] ']"
entry,00401012,00401013,['56'],['push esi ']
gap,00401013,00401015,"['8B', 'F0']","['None', 'loc_401013:  ', 'mov esi, eax ']"
entry,00401015,00401017,"['3B', 'C7']","['cmp eax, edi ']"
entry,00401017,00401019,"['7D', '15']",['jge short loc_40102E ']
entry,00401019,00401020,"['8D', 'A4', '24', '00', '00', '00', '00']","['lea esp, [esp+0] ']"
gap,00401020,00401027,"['39', '3C', 'B5', '00', 'A1', '4D', '00']","['None', 'loc_401020:  ', 'cmp dword_4DA100[esi*4], edi ']"
entry,00401027,00401029,"['74', '11']",['jz short loc_40103A ']
entry,00401029,0040102A,['46'],['inc esi ']
entry,0040102A,0040102C,"['3B', 'F7']","['cmp esi, edi ']"
entry,0040102C,0040102E,"['7C', 'F2']",['jl short loc_401020 ']
gap,0040102E,0040102F,['5E'],"['None', 'loc_40102E:  ', 'None', 'pop esi ']"
entry,0040102F,00401036,"['C6', '05', '7C', '33', '40', '00', '00']","['mov byte_40337C, 0 ']"
entry,00401036,00401037,['5B'],['pop ebx ']
gap,00401037,00401038,['5F'],"['None', 'loc_401037:  ', 'pop edi ']"
entry,00401038,00401039,['5D'],['pop ebp ']
entry,00401039,0040103A,['C3'],['retn ']
gap,0040103A,0040103D,"['83', 'FE', 'FF']","['None', 'None', 'loc_40103A:  ', 'cmp esi, 0FFFFFFFFh ']"
entry,0040103D,0040103F,"['74', 'EF']",['jz short loc_40102E ']
entry,0040103F,00401046,"['8B', '14', 'BD', '40', 'EA', '46', '00']","['mov edx, dword_46EA40[edi*4] ']"
entry,00401046,00401048,"['8B', 'CF']","['mov ecx, edi ']"
entry,00401048,0040104A,"['2B', 'CE']","['sub ecx, esi ']"
entry,0040104A,0040104D,"['0F', 'AF', 'CB']","['imul ecx, ebx ']"
entry,0040104D,0040104E,['43'],['inc ebx ']
entry,0040104E,0040104F,['53'],['push ebx ']
entry,0040104F,00401051,"['2B', 'D1']","['sub edx, ecx ']"
entry,00401051,00401052,['56'],['push esi ']
entry,00401052,00401053,['50'],['push eax ']
entry,00401053,0040105A,"['89', '14', 'B5', '40', 'EA', '46', '00']","['mov dword_46EA40[esi*4], edx ']"
entry,0040105A,0040105F,"['E8', 'A1', 'FF', 'FF', 'FF']",['call sub_401000 ']
entry,0040105F,00401062,"['8D', '46', '01']","['lea eax, [esi+1] ']"
entry,00401062,00401065,"['83', 'C4', '0C']","['add esp, 0Ch ']"
entry,00401065,00401067,"['3B', 'C7']","['cmp eax, edi ']"
entry,00401067,00401069,"['75', 'AA']",['jnz short loc_401013 ']
entry,00401069,0040106A,['5E'],['pop esi ']
entry,0040106A,0040106B,['5B'],['pop ebx ']
entry,0040106B,0040106C,['5F'],['pop edi ']
entry,0040106C,0040106D,['5D'],['pop ebp ']
entry,0040106D,0040106E,['C3'],"['retn ', 'sub_401000 endp ', 'None', 'None']"
entry,0040106E,00401070,"['CC', 'CC']",['align 10h ']
gap,00401070,00401071,['55'],"['None', 'None', 'None', 'None', 'None', 'sub_401070 proc near  ', 'None', 'var_14 = dword ptr -14h ', 'var_10 = dword ptr -10h ', 'var_C = dword ptr -0Ch ', 'var_8 = dword ptr -8 ', 'var_4 = dword ptr -4 ', 'None', 'push ebp ']"
entry,00401071,00401073,"['8B', 'EC']","['mov ebp, esp ']"
entry,00401073,00401076,"['83', 'EC', '14']","['sub esp, 14h ']"
entry,00401076,00401077,['53'],['push ebx ']
entry,00401077,00401078,['56'],['push esi ']
entry,00401078,0040107E,"['8B', '35', '78', '33', '40', '00']","['mov esi, dword_403378 ']"
entry,0040107E,00401081,"['8D', '46', 'FF']","['lea eax, [esi-1] ']"
entry,00401081,00401082,['57'],['push edi ']
entry,00401082,00401084,"['85', 'C0']","['test eax, eax ']"
entry,00401084,0040108A,"['0F', '8E', '7F', '00', '00', '00']",['jle loc_401109 ']
entry,0040108A,0040108F,"['B9', '01', '00', '00', '00']","['mov ecx, 1 ']"
entry,0040108F,00401091,"['33', 'FF']","['xor edi, edi ']"
entry,00401091,00401094,"['89', '4D', 'F4']","['mov [ebp+var_C], ecx ']"
gap,00401094,00401096,"['8B', 'D1']","['None', 'loc_401094:  ', 'mov edx, ecx ']"
entry,00401096,00401098,"['3B', 'CE']","['cmp ecx, esi ']"
entry,00401098,0040109A,"['7D', '5E']",['jge short loc_4010F8 ']
entry,0040109A,004010A1,"['C7', '45', 'F8', '01', '00', '00', '00']","['mov [ebp+var_8], 1 ']"
gap,004010A1,004010A8,"['C7', '45', 'FC', '01', '00', '00', '00']","['None', 'loc_4010A1:  ', 'mov [ebp+var_4], 1 ']"
gap,004010A8,004010AA,"['3B', 'CA']","['None', 'loc_4010A8:  ', 'cmp ecx, edx ']"
entry,004010AA,004010AC,"['74', '33']",['jz short loc_4010DF ']
entry,004010AC,004010B2,"['8B', '87', '40', 'EA', '46', '00']","['mov eax, dword_46EA40[edi] ']"
entry,004010B2,004010B9,"['DB', '04', '8D', '40', 'EA', '46', '00']",['fild dword_46EA40[ecx*4] ']
entry,004010B9,004010C0,"['8B', '1C', '95', '40', 'EA', '46', '00']","['mov ebx, dword_46EA40[edx*4] ']"
entry,004010C0,004010C2,"['2B', 'D8']","['sub ebx, eax ']"
entry,004010C2,004010C5,"['89', '5D', 'F0']","['mov [ebp+var_10], ebx ']"
