type,start_point,end_point,hex_code,d_code
gap,00401000,00401001,['55'],"['None', 'None', 'None', 'None', 'None', '_main proc near  ', 'None', 'var_1C = dword ptr -1Ch ', 'var_18 = dword ptr -18h ', 'var_14 = dword ptr -14h ', 'var_10 = dword ptr -10h ', 'var_C = dword ptr -0Ch ', 'var_8 = dword ptr -8 ', 'var_4 = dword ptr -4 ', 'argc = dword ptr 8 ', 'argv = dword ptr 0Ch ', 'envp = dword ptr 10h ', 'None', 'push ebp ']"
entry,00401001,00401003,"['8B', 'EC']","['mov ebp, esp ']"
entry,00401003,00401006,"['83', 'E4', 'F8']","['and esp, 0FFFFFFF8h ']"
entry,00401006,00401009,"['83', 'EC', '1C']","['sub esp, 1Ch ']"
entry,00401009,0040100F,"['8B', '0D', '70', '20', '40', '00']","['mov ecx, ds:?cin@std@@3V?$basic_istream@DU?$char_traits@D@std@@@1@A  ']"
entry,0040100F,00401010,['53'],['push ebx ']
entry,00401010,00401011,['56'],['push esi ']
entry,00401011,00401012,['57'],['push edi ']
entry,00401012,00401016,"['8D', '44', '24', '1C']","['lea eax, [esp+28h+var_C] ']"
entry,00401016,00401017,['50'],['push eax ']
entry,00401017,0040101D,"['FF', '15', '58', '20', '40', '00']",['call ds:??5?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV01@AAH@Z  ']
entry,0040101D,00401022,"['BF', '01', '00', '00', '00']","['mov edi, 1 ']"
entry,00401022,00401026,"['89', '7C', '24', '18']","['mov [esp+28h+var_10], edi ']"
entry,00401026,0040102A,"['39', '7C', '24', '1C']","['cmp [esp+28h+var_C], edi ']"
entry,0040102A,00401030,"['0F', '8C', '93', '01', '00', '00']",['jl loc_4011C3 ']
entry,00401030,00401036,"['8B', '1D', 'D4', '20', '40', '00']","['mov ebx, ds:scanf ']"
entry,00401036,00401038,"['EB', '08']","['jmp short loc_401040 ', 'None']"
entry,00401038,00401040,"['8D', 'A4', '24', '00', '00', '00', '00', '90']",['align 10h ']
gap,00401040,00401045,"['68', 'F0', '6B', '41', '00']","['None', 'loc_401040:  ', 'None', 'push offset dword_416BF0 ']"
entry,00401045,0040104A,"['68', '24', '21', '40', '00']",['push offset Format  ']
entry,0040104A,0040104C,"['FF', 'D3']",['call ebx  ']
entry,0040104C,0040104E,"['33', 'F6']","['xor esi, esi ']"
entry,0040104E,00401051,"['83', 'C4', '08']","['add esp, 8 ']"
entry,00401051,00401057,"['39', '35', 'F0', '6B', '41', '00']","['cmp dword_416BF0, esi ']"
entry,00401057,00401059,"['7E', '35']",['jle short loc_40108E ']
entry,00401059,00401060,"['8D', 'A4', '24', '00', '00', '00', '00']","['lea esp, [esp+0] ']"
gap,00401060,00401067,"['8D', '0C', 'B5', '70', '33', '40', '00']","['None', 'loc_401060:  ', 'lea ecx, unk_403370[esi*4] ']"
entry,00401067,00401068,['51'],['push ecx ']
entry,00401068,0040106F,"['8D', '14', 'B5', 'B0', 'CF', '40', '00']","['lea edx, dword_40CFB0[esi*4] ']"
entry,0040106F,00401070,['52'],['push edx ']
entry,00401070,00401075,"['68', '28', '21', '40', '00']",['push offset aDD  ']
entry,00401075,00401077,"['FF', 'D3']",['call ebx  ']
entry,00401077,00401082,"['C7', '04', 'B5', 'F8', '6B', '41', '00', '00', '00', '00', '00']","['mov dword_416BF8[esi*4], 0 ']"
entry,00401082,00401083,['46'],['inc esi ']
entry,00401083,00401086,"['83', 'C4', '0C']","['add esp, 0Ch ']"
entry,00401086,0040108C,"['3B', '35', 'F0', '6B', '41', '00']","['cmp esi, dword_416BF0 ']"
