type,start_point,end_point,hex_code,d_code
gap,00401000,00401001,['55'],"['None', 'None', 'None', 'None', 'sub_401000 proc near  ', 'None', 'var_10 = dword ptr -10h ', 'var_C = dword ptr -0Ch ', 'var_8 = dword ptr -8 ', 'var_4 = dword ptr -4 ', 'None', 'push ebp ']"
entry,00401001,00401003,"['8B', 'EC']","['mov ebp, esp ']"
entry,00401003,00401009,"['8B', '0D', '70', '43', '40', '00']","['mov ecx, dword_404370 ']"
entry,00401009,0040100C,"['83', 'EC', '14']","['sub esp, 14h ']"
entry,0040100C,0040100D,['53'],['push ebx ']
entry,0040100D,0040100E,['56'],['push esi ']
entry,0040100E,00401010,"['33', 'C0']","['xor eax, eax ']"
entry,00401010,00401011,['57'],['push edi ']
entry,00401011,00401013,"['85', 'C9']","['test ecx, ecx ']"
entry,00401013,00401019,"['0F', '8E', 'EF', '00', '00', '00']",['jle loc_401108 ']
entry,00401019,00401020,"['8D', 'A4', '24', '00', '00', '00', '00']","['lea esp, [esp+0] ']"
gap,00401020,00401027,"['89', '04', '85', '78', '43', '40', '00']","['None', 'loc_401020:  ', 'mov dword_404378[eax*4], eax ']"
entry,00401027,00401028,['40'],['inc eax ']
entry,00401028,0040102A,"['3B', 'C1']","['cmp eax, ecx ']"
entry,0040102A,0040102C,"['7C', 'F4']",['jl short loc_401020 ']
entry,0040102C,0040102E,"['85', 'C9']","['test ecx, ecx ']"
entry,0040102E,00401034,"['0F', '8E', 'D4', '00', '00', '00']",['jle loc_401108 ']
entry,00401034,00401037,"['89', '4D', 'F8']","['mov [ebp+var_8], ecx ']"
gap,00401037,00401039,"['33', 'C0']","['None', 'loc_401037:  ', 'xor eax, eax ']"
entry,00401039,0040103C,"['8D', '51', 'FF']","['lea edx, [ecx-1] ']"
entry,0040103C,0040103F,"['89', '45', 'FC']","['mov [ebp+var_4], eax ']"
entry,0040103F,00401041,"['85', 'D2']","['test edx, edx ']"
entry,00401041,00401047,"['0F', '8E', 'B8', '00', '00', '00']",['jle loc_4010FF ']
entry,00401047,00401049,"['EB', '0A']","['jmp short loc_401053 ', 'None']"
entry,00401049,00401050,"['8D', 'A4', '24', '00', '00', '00', '00']",['align 10h ']
gap,00401050,00401053,"['8B', '45', 'FC']","['None', 'loc_401050:  ', 'mov eax, [ebp+var_4] ']"
gap,00401053,0040105A,"['8B', '3C', '85', '7C', '43', '40', '00']","['None', 'loc_401053:  ', 'mov edi, dword_40437C[eax*4] ']"
entry,0040105A,00401061,"['8B', '1C', '85', '78', '43', '40', '00']","['mov ebx, dword_404378[eax*4] ']"
entry,00401061,00401068,"['8B', '34', '9D', 'A8', '54', '40', '00']","['mov esi, dword_4054A8[ebx*4] ']"
entry,00401068,0040106F,"['8B', '0C', 'BD', 'A8', '54', '40', '00']","['mov ecx, dword_4054A8[edi*4] ']"
entry,0040106F,00401074,"['B8', '64', '00', '00', '00']","['mov eax, 64h  ']"
entry,00401074,0040107B,"['2B', '04', '9D', 'D8', '65', '40', '00']","['sub eax, dword_4065D8[ebx*4] ']"
entry,0040107B,0040107D,"['8B', 'D6']","['mov edx, esi ']"
entry,0040107D,00401080,"['0F', 'AF', 'C1']","['imul eax, ecx ']"
entry,00401080,00401083,"['6B', 'D2', '64']","['imul edx, 64h  ']"
entry,00401083,00401086,"['6B', 'C9', '64']","['imul ecx, 64h  ']"
entry,00401086,00401088,"['03', 'C2']","['add eax, edx ']"
entry,00401088,0040108B,"['6B', 'C0', '64']","['imul eax, 64h  ']"
entry,0040108B,0040108C,['99'],['cdq ']
entry,0040108C,0040108F,"['89', '45', 'F0']","['mov [ebp+var_10], eax ']"
entry,0040108F,00401094,"['B8', '64', '00', '00', '00']","['mov eax, 64h  ']"
entry,00401094,0040109B,"['2B', '04', 'BD', 'D8', '65', '40', '00']","['sub eax, dword_4065D8[edi*4] ']"
entry,0040109B,0040109E,"['89', '55', 'F4']","['mov [ebp+var_C], edx ']"
entry,0040109E,004010A1,"['0F', 'AF', 'C6']","['imul eax, esi ']"
entry,004010A1,004010A3,"['03', 'C1']","['add eax, ecx ']"
entry,004010A3,004010A6,"['8B', '4D', 'F4']","['mov ecx, [ebp+var_C] ']"
entry,004010A6,004010A9,"['6B', 'C0', '64']","['imul eax, 64h  ']"
entry,004010A9,004010AA,['99'],['cdq ']
entry,004010AA,004010AC,"['3B', 'CA']","['cmp ecx, edx ']"
entry,004010AC,004010AE,"['7F', '14']",['jg short loc_4010C2 ']
entry,004010AE,004010B0,"['7C', '05']",['jl short loc_4010B5 ']
entry,004010B0,004010B3,"['39', '45', 'F0']","['cmp [ebp+var_10], eax ']"
entry,004010B3,004010B5,"['77', '0D']",['ja short loc_4010C2 ']
gap,004010B5,004010B8,"['39', '45', 'F0']","['None', 'loc_4010B5:  ', 'cmp [ebp+var_10], eax ']"
entry,004010B8,004010BA,"['75', '29']",['jnz short loc_4010E3 ']
entry,004010BA,004010BC,"['3B', 'CA']","['cmp ecx, edx ']"
entry,004010BC,004010BE,"['75', '25']",['jnz short loc_4010E3 ']
entry,004010BE,004010C0,"['3B', 'DF']","['cmp ebx, edi ']"
entry,004010C0,004010C2,"['7E', '21']",['jle short loc_4010E3 ']
gap,004010C2,004010C5,"['8B', '45', 'FC']","['None', 'loc_4010C2:  ', 'None', 'mov eax, [ebp+var_4] ']"
entry,004010C5,004010CC,"['8B', '14', '85', '7C', '43', '40', '00']","['mov edx, dword_40437C[eax*4] ']"
entry,004010CC,004010D3,"['8B', '0C', '85', '78', '43', '40', '00']","['mov ecx, dword_404378[eax*4] ']"
entry,004010D3,004010DA,"['89', '14', '85', '78', '43', '40', '00']","['mov dword_404378[eax*4], edx ']"
entry,004010DA,004010E1,"['89', '0C', '85', '7C', '43', '40', '00']","['mov dword_40437C[eax*4], ecx ']"
entry,004010E1,004010E3,"['EB', '03']",['jmp short loc_4010E6 ']
gap,004010E3,004010E6,"['8B', '45', 'FC']","['None', 'None', 'loc_4010E3:  ', 'None', 'mov eax, [ebp+var_4] ']"
gap,004010E6,004010EC,"['8B', '0D', '70', '43', '40', '00']","['None', 'loc_4010E6:  ', 'mov ecx, dword_404370 ']"
entry,004010EC,004010ED,['40'],['inc eax ']
entry,004010ED,004010EE,['49'],['dec ecx ']
entry,004010EE,004010F1,"['89', '45', 'FC']","['mov [ebp+var_4], eax ']"
entry,004010F1,004010F3,"['3B', 'C1']","['cmp eax, ecx ']"
entry,004010F3,004010F9,"['0F', '8C', '57', 'FF', 'FF', 'FF']",['jl loc_401050 ']
entry,004010F9,004010FF,"['8B', '0D', '70', '43', '40', '00']","['mov ecx, dword_404370 ']"
gap,004010FF,00401102,"['FF', '4D', 'F8']","['None', 'loc_4010FF:  ', 'dec [ebp+var_8] ']"
entry,00401102,00401108,"['0F', '85', '2F', 'FF', 'FF', 'FF']",['jnz loc_401037 ']
gap,00401108,0040110A,"['33', 'F6']","['None', 'loc_401108:  ', 'None', 'xor esi, esi ']"
entry,0040110A,0040110C,"['85', 'C9']","['test ecx, ecx ']"
entry,0040110C,0040110E,"['7E', '2D']",['jle short loc_40113B ']
entry,0040110E,00401114,"['8B', '3D', 'DC', '30', '40', '00']","['mov edi, ds:printf ']"
entry,00401114,00401116,"['EB', '0A']","['jmp short loc_401120 ', 'None']"
entry,00401116,00401120,"['8D', 'A4', '24', '00', '00', '00', '00', '8D', '49', '00']",['align 10h ']
gap,00401120,00401127,"['8B', '04', 'B5', '78', '43', '40', '00']","['None', 'loc_401120:  ', 'None', 'mov eax, dword_404378[esi*4] ']"
entry,00401127,00401128,['50'],['push eax ']
entry,00401128,0040112D,"['68', '38', '31', '40', '00']",['push offset Format  ']
entry,0040112D,0040112F,"['FF', 'D7']",['call edi  ']
entry,0040112F,00401130,['46'],['inc esi ']
entry,00401130,00401133,"['83', 'C4', '08']","['add esp, 8 ']"
entry,00401133,00401139,"['3B', '35', '70', '43', '40', '00']","['cmp esi, dword_404370 ']"
entry,00401139,0040113B,"['7C', 'E5']",['jl short loc_401120 ']
gap,0040113B,00401140,"['68', '3C', '31', '40', '00']","['None', 'loc_40113B:  ', 'push offset Str  ']"
entry,00401140,00401146,"['FF', '15', 'D4', '30', '40', '00']",['call ds:puts ']
entry,00401146,00401149,"['83', 'C4', '04']","['add esp, 4 ']"
entry,00401149,0040114A,['5F'],['pop edi ']
entry,0040114A,0040114B,['5E'],['pop esi ']
entry,0040114B,0040114C,['5B'],['pop ebx ']
entry,0040114C,0040114E,"['8B', 'E5']","['mov esp, ebp ']"
entry,0040114E,0040114F,['5D'],['pop ebp ']
entry,0040114F,00401150,['C3'],"['retn ', 'sub_401000 endp ', 'None']"
