type,start_point,end_point,hex_code,d_code
gap,00000001000009D0,00000001000009D1,['55'],"['None', 'None', 'None', 'None', 'None', 'public __Z4readv ', '__Z4readv proc near  ', 'None', 'var_18 = qword ptr -18h ', 'var_10 = qword ptr -10h ', 'var_4 = dword ptr -4 ', 'None', 'push rbp ']"
entry,00000001000009D1,00000001000009D4,"['48', '89', 'E5']","['mov rbp, rsp ']"
entry,00000001000009D4,00000001000009D8,"['48', '83', 'EC', '20']","['sub rsp, 20h ']"
entry,00000001000009D8,00000001000009DF,"['48', '8B', '3D', '31', '06', '00', '00']","['mov rdi, cs:__ZNSt3__13cinE_ptr ']"
entry,00000001000009DF,00000001000009E6,"['48', '8D', '35', 'AA', '06', '00', '00']","['lea rsi, _a ']"
entry,00000001000009E6,00000001000009EB,"['E8', '5D', '04', '00', '00']",['call __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEErsERi  ']
entry,00000001000009EB,00000001000009F2,"['48', '8D', '35', 'A2', '06', '00', '00']","['lea rsi, _b ']"
entry,00000001000009F2,00000001000009F5,"['48', '89', 'C7']","['mov rdi, rax ']"
entry,00000001000009F5,00000001000009FA,"['E8', '4E', '04', '00', '00']",['call __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEErsERi  ']
entry,00000001000009FA,0000000100000A01,"['C7', '45', 'FC', '00', '00', '00', '00']","['mov [rbp+var_4], 0 ']"
entry,0000000100000A01,0000000100000A05,"['48', '89', '45', 'F0']","['mov [rbp+var_10], rax ']"
gap,0000000100000A05,0000000100000A08,"['8B', '45', 'FC']","['None', 'loc_100000A05:  ', 'mov eax, [rbp+var_4] ']"
entry,0000000100000A08,0000000100000A0E,"['3B', '05', '82', '06', '00', '00']","['cmp eax, cs:_a ']"
entry,0000000100000A0E,0000000100000A14,"['0F', '8D', '35', '00', '00', '00']",['jge loc_100000A49 ']
entry,0000000100000A14,0000000100000A1B,"['48', '8B', '3D', 'F5', '05', '00', '00']","['mov rdi, cs:__ZNSt3__13cinE_ptr ']"
entry,0000000100000A1B,0000000100000A22,"['48', '8D', '05', '7E', '06', '00', '00']","['lea rax, _p ']"
entry,0000000100000A22,0000000100000A26,"['48', '63', '4D', 'FC']","['movsxd rcx, [rbp+var_4] ']"
entry,0000000100000A26,0000000100000A2A,"['48', 'C1', 'E1', '03']","['shl rcx, 3 ']"
entry,0000000100000A2A,0000000100000A2D,"['48', '01', 'C8']","['add rax, rcx ']"
