type,start_point,end_point,hex_code,d_code
gap,00401000,00401001,['55'],"['None', 'None', 'None', 'None', 'None', '_main proc near  ', 'None', 'var_C = dword ptr -0Ch ', 'var_8 = dword ptr -8 ', 'var_4 = dword ptr -4 ', 'argc = dword ptr 8 ', 'argv = dword ptr 0Ch ', 'envp = dword ptr 10h ', 'None', 'push ebp ']"
entry,00401001,00401003,"['8B', 'EC']","['mov ebp, esp ']"
entry,00401003,00401006,"['83', 'EC', '0C']","['sub esp, 0Ch ']"
entry,00401006,00401007,['57'],['push edi ']
entry,00401007,0040100A,"['8D', '45', 'F4']","['lea eax, [ebp+var_C] ']"
entry,0040100A,0040100B,['50'],['push eax ']
entry,0040100B,00401010,"['68', 'F4', '20', '40', '00']",['push offset Format  ']
entry,00401010,00401016,"['FF', '15', 'A4', '20', '40', '00']",['call ds:scanf ']
entry,00401016,0040101B,"['BF', '01', '00', '00', '00']","['mov edi, 1 ']"
entry,0040101B,0040101E,"['83', 'C4', '08']","['add esp, 8 ']"
entry,0040101E,00401021,"['89', '7D', 'F8']","['mov [ebp+var_8], edi ']"
entry,00401021,00401024,"['39', '7D', 'F4']","['cmp [ebp+var_C], edi ']"
entry,00401024,0040102A,"['0F', '8C', 'F7', '00', '00', '00']",['jl loc_401121 ']
entry,0040102A,0040102B,['53'],['push ebx ']
entry,0040102B,0040102C,['56'],['push esi ']
entry,0040102C,00401030,"['8D', '64', '24', '00']","['lea esp, [esp+0] ']"
gap,00401030,00401035,"['68', '70', '33', '40', '00']","['None', 'loc_401030:  ', 'push offset dword_403370 ']"
entry,00401035,0040103A,"['68', '78', '33', '40', '00']",['push offset dword_403378 ']
entry,0040103A,0040103F,"['68', 'F8', '20', '40', '00']",['push offset aDD  ']
entry,0040103F,00401045,"['FF', '15', 'A4', '20', '40', '00']",['call ds:scanf ']
entry,00401045,0040104B,"['8B', '15', '78', '33', '40', '00']","['mov edx, dword_403378 ']"
entry,0040104B,0040104E,"['83', 'C4', '0C']","['add esp, 0Ch ']"
entry,0040104E,00401053,"['BE', '01', '00', '00', '00']","['mov esi, 1 ']"
entry,00401053,00401056,"['83', 'FA', '0A']","['cmp edx, 0Ah ']"
entry,00401056,00401058,"['7C', '13']",['jl short loc_40106B ']
entry,00401058,0040105D,"['B8', '0A', '00', '00', '00']","['mov eax, 0Ah ']"
entry,0040105D,00401060,"['8D', '49', '00']","['lea ecx, [ecx+0] ']"
gap,00401060,00401062,"['8B', 'F0']","['None', 'loc_401060:  ', 'mov esi, eax ']"
entry,00401062,00401065,"['8D', '04', 'B6']","['lea eax, [esi+esi*4] ']"
entry,00401065,00401067,"['03', 'C0']","['add eax, eax ']"
entry,00401067,00401069,"['3B', 'C2']","['cmp eax, edx ']"
entry,00401069,0040106B,"['7E', 'F5']",['jle short loc_401060 ']
gap,0040106B,0040106D,"['8B', 'DA']","['None', 'loc_40106B:  ', 'mov ebx, edx ']"
entry,0040106D,00401074,"['C7', '45', 'FC', '00', '00', '00', '00']","['mov [ebp+var_4], 0 ']"
entry,00401074,0040107A,"['3B', '1D', '70', '33', '40', '00']","['cmp ebx, dword_403370 ']"
entry,0040107A,00401080,"['0F', '8F', '7A', '00', '00', '00']",['jg loc_4010FA ']
entry,00401080,00401082,"['EB', '06']",['jmp short loc_401088 ']
gap,00401082,00401088,"['8B', '15', '78', '33', '40', '00']","['None', 'None', 'loc_401082:  ', 'mov edx, dword_403378 ']"
gap,00401088,0040108D,"['A1', '74', '33', '40', '00']","['None', 'loc_401088:  ', 'mov eax, dword_403374 ']"
