type,start_point,end_point,hex_code,d_code
gap,00000000004009B0,00000000004009B2,"['31', 'ED']","['None', 'None', 'None', 'None', 'public _start ', '_start proc near  ', 'xor ebp, ebp ']"
entry,00000000004009B2,00000000004009B5,"['49', '89', 'D1']","['mov r9, rdx  ']"
entry,00000000004009B5,00000000004009B6,['5E'],['pop rsi  ']
entry,00000000004009B6,00000000004009B9,"['48', '89', 'E2']","['mov rdx, rsp  ']"
entry,00000000004009B9,00000000004009BD,"['48', '83', 'E4', 'F0']","['and rsp, 0FFFFFFFFFFFFFFF0h ']"
entry,00000000004009BD,00000000004009BE,['50'],['push rax ']
entry,00000000004009BE,00000000004009BF,['54'],['push rsp  ']
entry,00000000004009BF,00000000004009C6,"['49', 'C7', 'C0', 'D0', '19', '40', '00']","['mov r8, offset __libc_csu_fini  ']"
entry,00000000004009C6,00000000004009CD,"['48', 'C7', 'C1', '40', '19', '40', '00']","['mov rcx, offset __libc_csu_init  ']"
entry,00000000004009CD,00000000004009D4,"['48', 'C7', 'C7', 'A0', '0A', '40', '00']","['mov rdi, offset main  ']"
entry,00000000004009D4,00000000004009D9,"['E8', '07', 'FF', 'FF', 'FF']",['call ___libc_start_main ']
entry,00000000004009D9,00000000004009DA,['F4'],"['hlt ', '_start endp ', 'None', 'None']"
entry,00000000004009DA,00000000004009DC,"['90', '90']",['align 4 ']
gap,00000000004009DC,00000000004009E0,"['48', '83', 'EC', '08']","['None', 'None', 'None', 'None', 'call_gmon_start proc near  ', 'sub rsp, 8 ']"
entry,00000000004009E0,00000000004009E7,"['48', '8B', '05', 'C9', 'AE', '21', '00']","['mov rax, cs:__gmon_start___ptr ']"
entry,00000000004009E7,00000000004009EA,"['48', '85', 'C0']","['test rax, rax ']"
entry,00000000004009EA,00000000004009EC,"['74', '02']",['jz short loc_4009EE ']
entry,00000000004009EC,00000000004009EE,"['FF', 'D0']",['call rax  ']
gap,00000000004009EE,00000000004009F2,"['48', '83', 'C4', '08']","['None', 'loc_4009EE:  ', 'add rsp, 8 ']"
entry,00000000004009F2,00000000004009F3,['C3'],"['retn ', 'call_gmon_start endp ', 'None', 'None']"
entry,00000000004009F3,0000000000400A00,"['90', '90', '90', '90', '90', '90', '90', '90', '90', '90', '90', '90', '90']",['align 20h ']
gap,0000000000400A00,0000000000400A01,['55'],"['None', 'None', 'None', 'None', 'None', '__do_global_dtors_aux proc near  ', 'push rbp ']"
entry,0000000000400A01,0000000000400A04,"['48', '89', 'E5']","['mov rbp, rsp ']"
entry,0000000000400A04,0000000000400A05,['53'],['push rbx ']
entry,0000000000400A05,0000000000400A09,"['48', '83', 'EC', '08']","['sub rsp, 8 ']"
entry,0000000000400A09,0000000000400A10,"['80', '3D', 'F8', 'B0', '21', '00', '00']","['cmp cs:completed_6531, 0 ']"
entry,0000000000400A10,0000000000400A12,"['75', '4B']",['jnz short loc_400A5D ']
entry,0000000000400A12,0000000000400A17,"['BB', 'F8', 'B2', '61', '00']","['mov ebx, offset __DTOR_END__ ']"
entry,0000000000400A17,0000000000400A1E,"['48', '8B', '05', 'F2', 'B0', '21', '00']","['mov rax, cs:dtor_idx_6533 ']"
entry,0000000000400A1E,0000000000400A25,"['48', '81', 'EB', 'F0', 'B2', '61', '00']","['sub rbx, offset __DTOR_LIST__ ']"
entry,0000000000400A25,0000000000400A29,"['48', 'C1', 'FB', '03']","['sar rbx, 3 ']"
entry,0000000000400A29,0000000000400A2D,"['48', '83', 'EB', '01']","['sub rbx, 1 ']"
entry,0000000000400A2D,0000000000400A30,"['48', '39', 'D8']","['cmp rax, rbx ']"
entry,0000000000400A30,0000000000400A32,"['73', '24']",['jnb short loc_400A56 ']
entry,0000000000400A32,0000000000400A38,"['66', '0F', '1F', '44', '00', '00']",['nop word ptr [rax+rax+00h] ']
gap,0000000000400A38,0000000000400A3C,"['48', '83', 'C0', '01']","['None', 'loc_400A38:  ', 'add rax, 1 ']"
entry,0000000000400A3C,0000000000400A43,"['48', '89', '05', 'CD', 'B0', '21', '00']","['mov cs:dtor_idx_6533, rax ']"
entry,0000000000400A43,0000000000400A4A,"['FF', '14', 'C5', 'F0', 'B2', '61', '00']",['call ds:__DTOR_LIST__[rax*8] ']
entry,0000000000400A4A,0000000000400A51,"['48', '8B', '05', 'BF', 'B0', '21', '00']","['mov rax, cs:dtor_idx_6533 ']"
entry,0000000000400A51,0000000000400A54,"['48', '39', 'D8']","['cmp rax, rbx ']"
entry,0000000000400A54,0000000000400A56,"['72', 'E2']",['jb short loc_400A38 ']
gap,0000000000400A56,0000000000400A5D,"['C6', '05', 'AB', 'B0', '21', '00', '01']","['None', 'loc_400A56:  ', 'mov cs:completed_6531, 1 ']"
gap,0000000000400A5D,0000000000400A61,"['48', '83', 'C4', '08']","['None', 'loc_400A5D:  ', 'add rsp, 8 ']"
entry,0000000000400A61,0000000000400A62,['5B'],['pop rbx ']
