idiom,label,count
"mov [rbp+var_B8], rcx  | * | mov rdx, [rcx+8] ",xcode,1
"mov rcx, [rbp+var_B0]  | * | mov rsi, rcx ",xcode,1
"mov rdx, [rcx+8]  | * | mov [rbp+var_A8], rsi ",xcode,1
"mov rsi, rcx  | * | mov rsi, [rbp+var_A8] ",xcode,1
"mov [rbp+var_A8], rsi  | * | add rsi, 10h ",xcode,1
"mov rsi, [rbp+var_A8]  | * | mov [rbp+var_A0], rsi ",xcode,1
"add rsi, 10h  | * | mov rsi, [rbp+var_A0] ",xcode,1
"mov [rbp+var_A0], rsi  | * | mov [rbp+var_98], rsi ",xcode,1
"mov rsi, [rbp+var_A0]  | * | mov rsi, [rbp+var_98] ",xcode,1
"mov [rbp+var_98], rsi  | * | cmp rdx, [rsi] ",xcode,1
"mov rsi, [rbp+var_98]  | * | mov [rbp+var_1C4], eax ",xcode,1
"cmp rdx, [rsi]  | * | mov [rbp+var_1D0], rcx ",xcode,1
"mov [rbp+var_1C4], eax  | * | jz loc_10000188F ",xcode,1
"mov [rbp+var_1D0], rcx  | * | mov rax, [rbp+var_1D0] ",xcode,1
"jz loc_10000188F  | * | mov [rbp+var_90], rax ",xcode,1
"mov rax, [rbp+var_1D0]  | * | mov rax, [rbp+var_90] ",xcode,1
"mov [rbp+var_90], rax  | * | add rax, 10h ",xcode,1
"mov rax, [rbp+var_90]  | * | mov [rbp+var_88], rax ",xcode,1
"add rax, 10h  | * | mov rax, [rbp+var_88] ",xcode,1
"mov [rbp+var_88], rax  | * | mov [rbp+var_80], rax ",xcode,1
"mov rax, [rbp+var_88]  | * | mov rax, [rbp+var_80] ",xcode,1
"mov [rbp+var_80], rax  | * | mov rcx, [rbp+var_1D0] ",xcode,1
"mov rax, [rbp+var_80]  | * | mov rdx, [rcx+8] ",xcode,1
"mov rcx, [rbp+var_1D0]  | * | mov [rbp+var_60], rdx ",xcode,1
"mov rdx, [rcx+8]  | * | mov rdx, [rbp+var_60] ",xcode,1
"mov [rbp+var_60], rdx  | * | mov rsi, [rbp+var_B8] ",xcode,1
"mov rdx, [rbp+var_60]  | * | mov [rbp+var_68], rax ",xcode,1
"mov rsi, [rbp+var_B8]  | * | mov [rbp+var_70], rdx ",xcode,1
"mov [rbp+var_68], rax  | * | mov [rbp+var_78], rsi ",xcode,1
"mov [rbp+var_70], rdx  | * | mov rax, [rbp+var_70] ",xcode,1
"mov [rbp+var_78], rsi  | * | cmp rax, 0 ",xcode,1
"mov rax, [rbp+var_70]  | * | mov [rbp+var_1D8], rax ",xcode,1
"cmp rax, 0  | * | jz loc_100001874 ",xcode,1
"mov [rbp+var_1D8], rax  | * | mov rax, [rbp+var_1D8] ",xcode,1
"jz loc_100001874  | * | mov rcx, [rbp+var_78] ",xcode,1
"mov rax, [rbp+var_1D8]  | * | mov edx, [rcx] ",xcode,1
"mov rcx, [rbp+var_78]  | * | mov rcx, [rbp+var_1D8] ",xcode,1
"mov edx, [rcx]  | * | mov [rcx], edx ",xcode,2
"mov rcx, [rbp+var_1D8]  | * | mov [rbp+var_1E0], rax ",xcode,1
"mov [rcx], edx  | * | loc_100001874:  ",xcode,1
"mov [rbp+var_1E0], rax  | * | mov rax, [rbp+var_1D0] ",xcode,1
"loc_100001874:   | * | mov rcx, [rax+8] ",xcode,1
"mov rax, [rbp+var_1D0]  | * | add rcx, 4 ",xcode,1
"mov rcx, [rax+8]  | * | mov [rax+8], rcx ",xcode,1
"add rcx, 4  | * | jmp loc_1000018A2 ",xcode,1
"mov [rax+8], rcx  | * | loc_10000188F:  ",xcode,1
"jmp loc_1000018A2  | * | mov rsi, [rbp+var_B8] ",xcode,1
"loc_10000188F:   | * | mov rdi, [rbp+var_1D0] ",xcode,1
"mov rsi, [rbp+var_B8]  | * | call j___ZNSt3__16vectorIiNS_9allocatorIiEEE21__push_back_slow_pathIKiEEvRT_  ",xcode,1
"mov rdi, [rbp+var_1D0]  | * | loc_1000018A2:  ",xcode,1
call j___ZNSt3__16vectorIiNS_9allocatorIiEEE21__push_back_slow_pathIKiEEvRT_   | * | jmp $+5 ,xcode,1
loc_1000018A2:   | * | loc_1000018A7:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_170] ",xcode,1
"loc_1000018A7:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_170]  | * | mov [rbp+var_170], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001709 ",xcode,1
"mov [rbp+var_170], eax  | * | loc_1000018BD:  ",xcode,1
"jmp loc_100001709  | * | mov [rbp+var_174], 1 ",xcode,1
"loc_1000018BD:   | * | mov [rbp+var_178], 0 ",xcode,1
"mov [rbp+var_174], 1  | * | loc_1000018D1:  ",xcode,1
"mov [rbp+var_178], 0  | * | mov al, 0 ",xcode,1
"loc_1000018D1:   | * | mov ecx, [rbp+var_178] ",xcode,1
"mov al, 0  | * | add ecx, 1 ",xcode,1
"mov ecx, [rbp+var_178]  | * | cmp ecx, cs:_n ",xcode,1
"add ecx, 1  | * | mov [rbp+var_1E1], al ",xcode,1
"cmp ecx, cs:_n  | * | jge loc_100001904 ",xcode,1
"mov [rbp+var_1E1], al  | * | cmp [rbp+var_174], 0 ",xcode,1
jge loc_100001904  | * | setnz al ,xcode,1
"cmp [rbp+var_174], 0  | * | mov [rbp+var_1E1], al ",xcode,1
setnz al  | * | loc_100001904:  ,xcode,1
"mov [rbp+var_1E1], al  | * | mov al, [rbp+var_1E1] ",xcode,1
"loc_100001904:   | * | test al, 1 ",xcode,1
"mov al, [rbp+var_1E1]  | * | jnz loc_100001917 ",xcode,1
"test al, 1  | * | jmp loc_1000019D7 ",xcode,1
jnz loc_100001917  | * | loc_100001917:  ,xcode,1
"jmp loc_1000019D7  | * | lea rax, _p ",xcode,1
"loc_100001917:   | * | movsxd rcx, [rbp+var_178] ",xcode,1
"lea rax, _p  | * | mov edx, [rax+rcx*4] ",xcode,3
"movsxd rcx, [rbp+var_178]  | * | cmp edx, [rbp+var_178] ",xcode,1
"mov edx, [rax+rcx*4]  | * | jg loc_100001943 ",xcode,1
"cmp edx, [rbp+var_178]  | * | mov [rbp+var_174], 0 ",xcode,1
jg loc_100001943  | * | jmp loc_1000019D7 ,xcode,1
"mov [rbp+var_174], 0  | * | loc_100001943:  ",xcode,1
"jmp loc_1000019D7  | * | mov eax, [rbp+var_178] ",xcode,1
"loc_100001943:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_178]  | * | mov [rbp+var_17C], eax ",xcode,1
"add eax, 1  | * | loc_100001954:  ",xcode,1
"mov [rbp+var_17C], eax  | * | lea rax, _p ",xcode,1
"loc_100001954:   | * | mov ecx, [rbp+var_17C] ",xcode,1
"lea rax, _p  | * | movsxd rdx, [rbp+var_178] ",xcode,1
"mov ecx, [rbp+var_17C]  | * | cmp ecx, [rax+rdx*4] ",xcode,1
"movsxd rdx, [rbp+var_178]  | * | jge loc_1000019BC ",xcode,1
"cmp ecx, [rax+rdx*4]  | * | lea rax, _p ",xcode,1
"jge loc_1000019BC  | * | movsxd rcx, [rbp+var_17C] ",xcode,1
"movsxd rcx, [rbp+var_17C]  | * | movsxd rcx, [rbp+var_178] ",xcode,1
"mov edx, [rax+rcx*4]  | * | cmp edx, [rax+rcx*4] ",xcode,1
"movsxd rcx, [rbp+var_178]  | * | jle loc_1000019A1 ",xcode,1
"cmp edx, [rax+rcx*4]  | * | mov [rbp+var_174], 0 ",xcode,1
jle loc_1000019A1  | * | jmp loc_1000019BC ,xcode,1
"mov [rbp+var_174], 0  | * | loc_1000019A1:  ",xcode,1
jmp loc_1000019BC  | * | jmp $+5 ,xcode,1
loc_1000019A1:   | * | loc_1000019A6:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_17C] ",xcode,1
"loc_1000019A6:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_17C]  | * | mov [rbp+var_17C], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001954 ",xcode,1
"mov [rbp+var_17C], eax  | * | loc_1000019BC:  ",xcode,1
jmp loc_100001954  | * | jmp $+5 ,xcode,1
loc_1000019BC:   | * | loc_1000019C1:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_178] ",xcode,1
"loc_1000019C1:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_178]  | * | mov [rbp+var_178], eax ",xcode,1
"add eax, 1  | * | jmp loc_1000018D1 ",xcode,1
"mov [rbp+var_178], eax  | * | loc_1000019D7:  ",xcode,1
"jmp loc_1000018D1  | * | mov rdi, cs:__ZNSt3__14coutE_ptr ",xcode,1
"loc_1000019D7:   | * | lea rsi, aCase  ",xcode,1
"mov rdi, cs:__ZNSt3__14coutE_ptr  | * | call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc  ",xcode,1
"lea rsi, aCase   | * | mov esi, [rbp+var_168] ",xcode,1
"call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc   | * | mov rdi, rax ",xcode,1
"mov esi, [rbp+var_168]  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi  ",xcode,1
"mov rdi, rax  | * | lea rsi, asc_100003F0A  ",xcode,1
"call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi   | * | mov rdi, rax ",xcode,2
"lea rsi, asc_100003F0A   | * | call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc  ",xcode,1
"mov rdi, rax  | * | cmp [rbp+var_174], 0 ",xcode,1
"call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc   | * | mov [rbp+var_1F0], rax ",xcode,1
"cmp [rbp+var_174], 0  | * | jnz loc_100001A37 ",xcode,1
"mov [rbp+var_1F0], rax  | * | lea rdi, aImpossible  ",xcode,1
"jnz loc_100001A37  | * | mov al, 0 ",xcode,1
"lea rdi, aImpossible   | * | call _printf ",xcode,1
"mov al, 0  | * | mov [rbp+var_1F4], eax ",xcode,1
call _printf  | * | jmp loc_100001D8E ,xcode,1
"mov [rbp+var_1F4], eax  | * | loc_100001A37:  ",xcode,1
"jmp loc_100001D8E  | * | mov esi, 1  ",xcode,1
"loc_100001A37:   | * | mov edx, 0  ",xcode,1
"mov esi, 1   | * | lea rax, _y ",xcode,1
"mov edx, 0   | * | mov ecx, cs:_n ",xcode,1
"lea rax, _y  | * | sub ecx, 1 ",xcode,1
"mov ecx, cs:_n  | * | movsxd rdi, ecx ",xcode,1
"sub ecx, 1  | * | mov dword ptr [rax+rdi*4], 0 ",xcode,1
"movsxd rdi, ecx  | * | mov ecx, cs:_n ",xcode,1
"mov dword ptr [rax+rdi*4], 0  | * | sub ecx, 1 ",xcode,1
"mov ecx, cs:_n  | * | mov edi, ecx  ",xcode,1
"sub ecx, 1  | * | call __Z2goiii  ",xcode,1
"mov edi, ecx   | * | mov [rbp+var_180], 0 ",xcode,1
"call __Z2goiii   | * | mov [rbp+var_184], 0 ",xcode,1
"mov [rbp+var_180], 0  | * | mov [rbp+var_1F8], eax ",xcode,1
"mov [rbp+var_184], 0  | * | loc_100001A8B:  ",xcode,1
"mov [rbp+var_1F8], eax  | * | mov eax, [rbp+var_184] ",xcode,1
"loc_100001A8B:   | * | cmp eax, cs:_n ",xcode,1
"mov eax, [rbp+var_184]  | * | jge loc_100001B4A ",xcode,1
"cmp eax, cs:_n  | * | lea rax, [rbp+var_40] ",xcode,1
"jge loc_100001B4A  | * | lea rcx, [rbp+var_188] ",xcode,1
"lea rax, [rbp+var_40]  | * | lea rdx, [rbp+var_180] ",xcode,1
"lea rcx, [rbp+var_188]  | * | mov esi, 0 ",xcode,1
"lea rdx, [rbp+var_180]  | * | lea rdi, _y ",xcode,1
"mov esi, 0  | * | movsxd r8, [rbp+var_184] ",xcode,1
"lea rdi, _y  | * | sub esi, [rdi+r8*4] ",xcode,1
"movsxd r8, [rbp+var_184]  | * | mov [rbp+var_188], esi ",xcode,1
"sub esi, [rdi+r8*4]  | * | mov [rbp+var_48], rdx ",xcode,1
"mov [rbp+var_188], esi  | * | mov [rbp+var_50], rcx ",xcode,1
"mov [rbp+var_48], rdx  | * | mov rcx, [rbp+var_48] ",xcode,2
"mov [rbp+var_50], rcx  | * | mov rdx, [rbp+var_50] ",xcode,1
"mov rcx, [rbp+var_48]  | * | mov [rbp+var_30], rcx ",xcode,1
"mov rdx, [rbp+var_50]  | * | mov [rbp+var_38], rdx ",xcode,1
"mov [rbp+var_30], rcx  | * | mov rcx, [rbp+var_30] ",xcode,1
"mov [rbp+var_38], rdx  | * | mov rdx, [rbp+var_38] ",xcode,1
"mov rcx, [rbp+var_30]  | * | mov [rbp+var_18], rax ",xcode,1
"mov rdx, [rbp+var_38]  | * | mov [rbp+var_20], rcx ",xcode,1
"mov [rbp+var_18], rax  | * | mov [rbp+var_28], rdx ",xcode,1
"mov [rbp+var_20], rcx  | * | mov rax, [rbp+var_20] ",xcode,1
"mov [rbp+var_28], rdx  | * | mov esi, [rax] ",xcode,1
"mov rax, [rbp+var_20]  | * | mov rax, [rbp+var_28] ",xcode,1
"mov esi, [rax]  | * | cmp esi, [rax] ",xcode,1
"mov rax, [rbp+var_28]  | * | jge loc_100001B1A ",xcode,1
"cmp esi, [rax]  | * | mov rax, [rbp+var_38] ",xcode,1
"jge loc_100001B1A  | * | mov [rbp+var_200], rax ",xcode,1
"mov rax, [rbp+var_38]  | * | jmp loc_100001B25 ",xcode,1
"mov [rbp+var_200], rax  | * | loc_100001B1A:  ",xcode,1
"jmp loc_100001B25  | * | mov rax, [rbp+var_30] ",xcode,1
"loc_100001B1A:   | * | mov [rbp+var_200], rax ",xcode,1
"mov rax, [rbp+var_30]  | * | loc_100001B25:  ",xcode,1
"mov [rbp+var_200], rax  | * | mov rax, [rbp+var_200] ",xcode,1
"loc_100001B25:   | * | mov ecx, [rax] ",xcode,1
"mov rax, [rbp+var_200]  | * | mov [rbp+var_180], ecx ",xcode,1
"mov ecx, [rax]  | * | mov eax, [rbp+var_184] ",xcode,1
"mov [rbp+var_180], ecx  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_184]  | * | mov [rbp+var_184], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001A8B ",xcode,1
"mov [rbp+var_184], eax  | * | loc_100001B4A:  ",xcode,1
"jmp loc_100001A8B  | * | mov [rbp+var_18C], 0 ",xcode,1
loc_100001B4A:   | * | loc_100001B54:  ,xcode,1
"mov [rbp+var_18C], 0  | * | mov eax, [rbp+var_18C] ",xcode,1
"loc_100001B54:   | * | cmp eax, cs:_n ",xcode,1
"mov eax, [rbp+var_18C]  | * | jge loc_100001BA9 ",xcode,1
"cmp eax, cs:_n  | * | lea rdi, aD_0  ",xcode,1
"jge loc_100001BA9  | * | lea rax, _y ",xcode,1
"lea rdi, aD_0   | * | movsxd rcx, [rbp+var_18C] ",xcode,1
"lea rax, _y  | * | mov edx, [rax+rcx*4] ",xcode,2
"movsxd rcx, [rbp+var_18C]  | * | add edx, [rbp+var_180] ",xcode,1
"mov edx, [rax+rcx*4]  | * | mov esi, edx ",xcode,1
"add edx, [rbp+var_180]  | * | mov al, 0 ",xcode,1
"mov esi, edx  | * | call _printf ",xcode,1
"mov al, 0  | * | mov [rbp+var_204], eax ",xcode,1
"call _printf  | * | mov eax, [rbp+var_18C] ",xcode,1
"mov [rbp+var_204], eax  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_18C]  | * | mov [rbp+var_18C], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001B54 ",xcode,1
"mov [rbp+var_18C], eax  | * | loc_100001BA9:  ",xcode,1
"jmp loc_100001B54  | * | mov [rbp+var_190], 1 ",xcode,1
"loc_100001BA9:   | * | mov [rbp+var_194], 0 ",xcode,1
"mov [rbp+var_190], 1  | * | loc_100001BBD:  ",xcode,1
"mov [rbp+var_194], 0  | * | mov eax, [rbp+var_194] ",xcode,1
"loc_100001BBD:   | * | cmp eax, cs:_n ",xcode,1
"mov eax, [rbp+var_194]  | * | jge loc_100001C17 ",xcode,1
"cmp eax, cs:_n  | * | lea rax, _y ",xcode,2
"jge loc_100001C17  | * | movsxd rcx, [rbp+var_194] ",xcode,1
"movsxd rcx, [rbp+var_194]  | * | add edx, [rbp+var_180] ",xcode,1
"mov edx, [rax+rcx*4]  | * | cmp edx, 3B9ACA00h ",xcode,1
"add edx, [rbp+var_180]  | * | jle loc_100001BFC ",xcode,1
"cmp edx, 3B9ACA00h  | * | mov [rbp+var_190], 0 ",xcode,1
jle loc_100001BFC  | * | loc_100001BFC:  ,xcode,1
"mov [rbp+var_190], 0  | * | jmp $+5 ",xcode,2
loc_100001BFC:   | * | loc_100001C01:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_194] ",xcode,1
"loc_100001C01:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_194]  | * | mov [rbp+var_194], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001BBD ",xcode,1
"mov [rbp+var_194], eax  | * | loc_100001C17:  ",xcode,1
"jmp loc_100001BBD  | * | mov [rbp+var_198], 0 ",xcode,1
loc_100001C17:   | * | loc_100001C21:  ,xcode,1
"mov [rbp+var_198], 0  | * | mov eax, [rbp+var_198] ",xcode,1
"loc_100001C21:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_198]  | * | cmp eax, cs:_n ",xcode,1
"add eax, 1  | * | jge loc_100001D3B ",xcode,1
"cmp eax, cs:_n  | * | mov eax, [rbp+var_198] ",xcode,1
"jge loc_100001D3B  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_198]  | * | mov [rbp+var_19C], eax ",xcode,1
"add eax, 1  | * | mov eax, [rbp+var_198] ",xcode,1
"mov [rbp+var_19C], eax  | * | add eax, 2 ",xcode,1
"mov eax, [rbp+var_198]  | * | mov [rbp+var_1A0], eax ",xcode,1
"add eax, 2  | * | loc_100001C5A:  ",xcode,1
"mov [rbp+var_1A0], eax  | * | mov eax, [rbp+var_1A0] ",xcode,1
"loc_100001C5A:   | * | cmp eax, cs:_n ",xcode,1
"mov eax, [rbp+var_1A0]  | * | jge loc_100001CF9 ",xcode,1
"jge loc_100001CF9  | * | mov ecx, [rbp+var_1A0] ",xcode,1
"lea rax, _y  | * | sub ecx, [rbp+var_198] ",xcode,1
"mov ecx, [rbp+var_1A0]  | * | movsxd rdi, ecx  ",xcode,1
"sub ecx, [rbp+var_198]  | * | movsxd rdx, [rbp+var_1A0] ",xcode,1
"movsxd rdi, ecx   | * | mov ecx, [rax+rdx*4] ",xcode,1
"movsxd rdx, [rbp+var_1A0]  | * | movsxd rdx, [rbp+var_198] ",xcode,1
"mov ecx, [rax+rdx*4]  | * | sub ecx, [rax+rdx*4] ",xcode,1
"movsxd rdx, [rbp+var_198]  | * | movsxd rsi, ecx  ",xcode,1
"sub ecx, [rax+rdx*4]  | * | mov ecx, [rbp+var_19C] ",xcode,1
"movsxd rsi, ecx   | * | sub ecx, [rbp+var_198] ",xcode,1
"mov ecx, [rbp+var_19C]  | * | movsxd rdx, ecx  ",xcode,1
"sub ecx, [rbp+var_198]  | * | movsxd r8, [rbp+var_19C] ",xcode,1
"movsxd rdx, ecx   | * | mov ecx, [rax+r8*4] ",xcode,1
"movsxd r8, [rbp+var_19C]  | * | movsxd r8, [rbp+var_198] ",xcode,1
"mov ecx, [rax+r8*4]  | * | sub ecx, [rax+r8*4] ",xcode,1
"movsxd r8, [rbp+var_198]  | * | movsxd rcx, ecx  ",xcode,1
"sub ecx, [rax+r8*4]  | * | call __Z4vectxxxx  ",xcode,1
"movsxd rcx, ecx   | * | cmp rax, 0 ",xcode,1
call __Z4vectxxxx   | * | jge loc_100001CDE ,xcode,1
"cmp rax, 0  | * | mov eax, [rbp+var_1A0] ",xcode,1
"jge loc_100001CDE  | * | mov [rbp+var_19C], eax ",xcode,1
"mov eax, [rbp+var_1A0]  | * | loc_100001CDE:  ",xcode,1
"mov [rbp+var_19C], eax  | * | jmp $+5 ",xcode,1
loc_100001CDE:   | * | loc_100001CE3:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_1A0] ",xcode,1
"loc_100001CE3:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_1A0]  | * | mov [rbp+var_1A0], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001C5A ",xcode,1
"mov [rbp+var_1A0], eax  | * | loc_100001CF9:  ",xcode,1
"jmp loc_100001C5A  | * | lea rax, _p ",xcode,1
"loc_100001CF9:   | * | movsxd rcx, [rbp+var_198] ",xcode,1
"movsxd rcx, [rbp+var_198]  | * | cmp edx, [rbp+var_19C] ",xcode,1
"mov edx, [rax+rcx*4]  | * | jz loc_100001D20 ",xcode,1
"cmp edx, [rbp+var_19C]  | * | mov [rbp+var_190], 0 ",xcode,1
jz loc_100001D20  | * | loc_100001D20:  ,xcode,1
loc_100001D20:   | * | loc_100001D25:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_198] ",xcode,1
"loc_100001D25:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_198]  | * | mov [rbp+var_198], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001C21 ",xcode,1
"mov [rbp+var_198], eax  | * | loc_100001D3B:  ",xcode,1
"jmp loc_100001C21  | * | cmp [rbp+var_190], 0 ",xcode,1
loc_100001D3B:   | * | jnz loc_100001D89 ,xcode,1
"cmp [rbp+var_190], 0  | * | mov rdi, cs:__ZNSt3__14cerrE_ptr ",xcode,1
"jnz loc_100001D89  | * | mov esi, [rbp+var_168] ",xcode,1
"mov rdi, cs:__ZNSt3__14cerrE_ptr  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi  ",xcode,1
"mov esi, [rbp+var_168]  | * | lea rsi, aBad  ",xcode,1
"lea rsi, aBad   | * | call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc  ",xcode,1
"mov rdi, rax  | * | lea rsi, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_  ",xcode,1
"call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc   | * | mov [rbp+var_8], rax ",xcode,1
"lea rsi, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_   | * | mov [rbp+var_10], rsi ",xcode,1
"mov [rbp+var_8], rax  | * | mov rdi, [rbp+var_8] ",xcode,1
"mov [rbp+var_10], rsi  | * | call [rbp+var_10] ",xcode,1
"mov rdi, [rbp+var_8]  | * | mov [rbp+var_210], rax ",xcode,1
call [rbp+var_10]  | * | loc_100001D89:  ,xcode,1
"mov [rbp+var_210], rax  | * | jmp $+5 ",xcode,1
loc_100001D89:   | * | loc_100001D8E:  ,xcode,1
"jmp $+5  | * | lea rax, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_  ",xcode,1
"loc_100001D8E:   | * | mov rcx, cs:__ZNSt3__14coutE_ptr ",xcode,1
"lea rax, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_   | * | mov [rbp+var_C0], rcx ",xcode,1
"mov rcx, cs:__ZNSt3__14coutE_ptr  | * | mov [rbp+var_C8], rax ",xcode,1
"mov [rbp+var_C0], rcx  | * | mov rdi, [rbp+var_C0] ",xcode,1
"mov [rbp+var_C8], rax  | * | call [rbp+var_C8] ",xcode,1
"mov rdi, [rbp+var_C0]  | * | mov [rbp+var_218], rax ",xcode,1
"call [rbp+var_C8]  | * | mov eax, [rbp+var_168] ",xcode,1
"mov [rbp+var_218], rax  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_168]  | * | mov [rbp+var_168], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001599 ",xcode,1
"mov [rbp+var_168], eax  | * | loc_100001DD4:  ",xcode,1
"jmp loc_100001599  | * | mov eax, 0 ",xcode,1
"loc_100001DD4:   | * | add rsp, 220h ",xcode,1
"mov eax, 0  | * | pop rbp ",xcode,1
"add rsp, 220h  | * | retn ",xcode,1
pop rbp  | * | _main endp ,xcode,1
retn  | * | align 10h ,xcode,4
_main endp  | * | ___cxx_global_var_init proc near  ,xcode,1
var_144 = dword ptr -144h  | * | var_138 = qword ptr -138h ,data,1
var_140 = qword ptr -140h  | * | var_120 = qword ptr -120h ,data,1
var_138 = qword ptr -138h  | * | var_118 = qword ptr -118h ,data,1
var_118 = qword ptr -118h  | * | var_108 = qword ptr -108h ,data,7
var_110 = qword ptr -110h  | * | var_100 = qword ptr -100h ,data,6
var_108 = qword ptr -108h  | * | var_F8 = qword ptr -0F8h ,data,7
var_68 = qword ptr -68h  | * | var_58 = qword ptr -58h ,data,7
push rbp  | * | push r14 ,xcode,1
"mov rbp, rsp  | * | push rbx ",xcode,1
"push r14  | * | sub rsp, 140h ",xcode,1
"push rbx  | * | lea rax, _v ",xcode,1
"sub rsp, 140h  | * | mov [rbp+var_138], rax ",xcode,1
"lea rax, _v  | * | loc_100001E0C:  ",xcode,1
"mov [rbp+var_138], rax  | * | mov rax, [rbp+var_138] ",xcode,2
"loc_100001E0C:   | * | lea rcx, [rbp+var_C0] ",xcode,1
"mov rax, [rbp+var_138]  | * | lea rdx, [rbp+var_D8] ",xcode,1
"lea rcx, [rbp+var_C0]  | * | lea rsi, [rbp+var_110] ",xcode,1
"lea rdx, [rbp+var_D8]  | * | lea rdi, [rbp+var_98] ",xcode,1
"lea rsi, [rbp+var_110]  | * | lea r8, [rbp+var_108] ",xcode,1
"lea rdi, [rbp+var_98]  | * | lea r9, [rbp+var_68] ",xcode,1
"lea r8, [rbp+var_108]  | * | lea r10, [rbp+var_100] ",xcode,1
"lea r9, [rbp+var_68]  | * | lea r11, [rbp+var_38] ",xcode,1
"lea r10, [rbp+var_100]  | * | mov [rbp+var_120], rax ",xcode,1
"lea r11, [rbp+var_38]  | * | mov rbx, [rbp+var_120] ",xcode,1
"mov [rbp+var_120], rax  | * | mov [rbp+var_118], rbx ",xcode,1
"mov rbx, [rbp+var_120]  | * | mov rbx, [rbp+var_118] ",xcode,1
"mov [rbp+var_118], rbx  | * | mov [rbp+var_F8], rbx ",xcode,1
"mov rbx, [rbp+var_118]  | * | mov rbx, [rbp+var_F8] ",xcode,1
"mov [rbp+var_F8], rbx  | * | mov r14, rbx ",xcode,1
"mov rbx, [rbp+var_F8]  | * | mov [rbp+var_F0], r14 ",xcode,1
"mov r14, rbx  | * | mov [rbp+var_28], r11 ",xcode,1
"mov [rbp+var_F0], r14  | * | mov [rbp+var_30], 0FFFFFFFFFFFFFFFFh ",xcode,1
"mov [rbp+var_28], r11  | * | mov r11, [rbp+var_28] ",xcode,1
"mov [rbp+var_30], 0FFFFFFFFFFFFFFFFh  | * | mov r14, [rbp+var_30] ",xcode,1
"mov r11, [rbp+var_28]  | * | mov [rbp+var_18], r11 ",xcode,1
"mov r14, [rbp+var_30]  | * | mov [rbp+var_20], r14 ",xcode,1
"mov [rbp+var_18], r11  | * | mov r11, [rbp+var_18] ",xcode,1
"mov [rbp+var_20], r14  | * | mov qword ptr [r11], 0 ",xcode,1
"mov r11, [rbp+var_18]  | * | mov r11, [rbp+var_38] ",xcode,1
"mov qword ptr [r11], 0  | * | mov [rbp+var_100], r11 ",xcode,1
"mov r11, [rbp+var_38]  | * | mov [rbp+var_40], r10 ",xcode,1
"mov [rbp+var_100], r11  | * | mov qword ptr [rbx], 0 ",xcode,1
"mov [rbp+var_40], r10  | * | mov [rbp+var_58], r9 ",xcode,1
