idiom,label,count
sub_401000 proc near   | * | jmp ds:??1exception@std@@UAE@XZ  ,msvc,1
var_8 = dword ptr -8  | * | argc = dword ptr 8 ,data,1
var_4 = dword ptr -4  | * | argv = dword ptr 0Ch ,data,1
argc = dword ptr 8  | * | envp = dword ptr 10h ,data,1
"push ebp  | * | and esp, 0FFFFFFF8h ",msvc,1
"mov ebp, esp  | * | sub esp, 0Ch ",msvc,1
"and esp, 0FFFFFFF8h  | * | mov ecx, ds:?cin@std@@3V?$basic_istream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"sub esp, 0Ch  | * | push ebx ",msvc,1
"mov ecx, ds:?cin@std@@3V?$basic_istream@DU?$char_traits@D@std@@@1@A   | * | push esi ",msvc,1
push ebx  | * | push edi ,msvc,3
"push esi  | * | lea eax, [esp+18h+var_4] ",msvc,1
push edi  | * | push eax ,msvc,3
"lea eax, [esp+18h+var_4]  | * | call ds:??5?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV01@AAH@Z  ",msvc,1
"push eax  | * | mov eax, 1 ",msvc,1
"call ds:??5?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV01@AAH@Z   | * | mov [esp+18h+var_8], eax ",msvc,1
"mov eax, 1  | * | cmp [esp+18h+var_4], eax ",msvc,1
"mov [esp+18h+var_8], eax  | * | jl loc_4014DD ",msvc,1
"cmp [esp+18h+var_4], eax  | * | loc_4010D0:  ",msvc,1
"jl loc_4014DD  | * | mov ebx, ds:scanf ",msvc,1
loc_4010D0:   | * | push offset dword_406300 ,msvc,1
"mov ebx, ds:scanf  | * | push offset Format  ",msvc,1
push offset dword_406300  | * | call ebx  ,msvc,1
"push offset Format   | * | xor esi, esi ",msvc,1
"call ebx   | * | add esp, 8 ",msvc,2
"xor esi, esi  | * | cmp dword_406300, esi ",msvc,1
"add esp, 8  | * | jle short loc_40110B ",msvc,1
"cmp dword_406300, esi  | * | mov edi, offset dword_405360 ",msvc,1
jle short loc_40110B  | * | loc_4010F4:  ,msvc,1
"mov edi, offset dword_405360  | * | push edi ",msvc,1
loc_4010F4:   | * | push offset Format  ,msvc,1
push edi  | * | call ebx  ,msvc,1
push offset Format   | * | inc esi ,msvc,1
"inc esi  | * | add edi, 4 ",msvc,1
"add esp, 8  | * | cmp esi, dword_406300 ",msvc,1
"add edi, 4  | * | jl short loc_4010F4 ",msvc,1
"cmp esi, dword_406300  | * | loc_40110B:  ",msvc,1
"jl short loc_4010F4  | * | mov ecx, Src ",msvc,1
"loc_40110B:   | * | mov edx, Dst ",msvc,1
"mov ecx, Src  | * | cmp edx, ecx ",msvc,2
"mov edx, Dst  | * | jz short loc_40113F ",msvc,1
"cmp edx, ecx  | * | mov eax, ecx ",msvc,1
"jz short loc_40113F  | * | sub eax, ecx ",msvc,1
"mov eax, ecx  | * | sar eax, 2 ",msvc,5
"sub eax, ecx  | * | lea esi, ds:0[eax*4] ",msvc,1
"sar eax, 2  | * | push esi  ",msvc,1
"lea esi, ds:0[eax*4]  | * | push ecx  ",msvc,1
push esi   | * | push edx  ,msvc,1
"push ecx   | * | mov edi, edx ",msvc,1
push edx   | * | call ds:memmove ,msvc,1
"mov edi, edx  | * | add esp, 0Ch ",msvc,1
"call ds:memmove  | * | add esi, edi ",msvc,1
"add esp, 0Ch  | * | mov Src, esi ",msvc,1
"add esi, edi  | * | loc_40113F:  ",msvc,1
"mov Src, esi  | * | mov eax, dword_406318 ",msvc,1
"loc_40113F:   | * | mov ecx, dword_406314 ",msvc,1
"mov eax, dword_406318  | * | cmp ecx, eax ",msvc,2
"mov ecx, dword_406314  | * | jz short loc_401178 ",msvc,1
"cmp ecx, eax  | * | mov edx, eax ",msvc,1
"jz short loc_401178  | * | sub edx, eax ",msvc,1
"mov edx, eax  | * | sar edx, 2 ",msvc,4
"sub edx, eax  | * | lea esi, ds:0[edx*4] ",msvc,1
"sar edx, 2  | * | push esi  ",msvc,1
"lea esi, ds:0[edx*4]  | * | push eax  ",msvc,1
push esi   | * | push ecx  ,msvc,1
"push eax   | * | mov edi, ecx ",msvc,1
push ecx   | * | call ds:memmove ,msvc,1
"mov edi, ecx  | * | mov ecx, dword_406314 ",msvc,1
"call ds:memmove  | * | lea eax, [esi+edi] ",msvc,1
"mov ecx, dword_406314  | * | add esp, 0Ch ",msvc,1
"lea eax, [esi+edi]  | * | mov dword_406318, eax ",msvc,1
"add esp, 0Ch  | * | loc_401178:  ",msvc,1
"mov dword_406318, eax  | * | xor ebx, ebx ",msvc,1
"loc_401178:   | * | mov [esp+18h+var_C], ebx ",msvc,1
"xor ebx, ebx  | * | cmp dword_406300, ebx ",msvc,1
"mov [esp+18h+var_C], ebx  | * | jle loc_4013E0 ",msvc,1
"cmp dword_406300, ebx  | * | lea ebx, [ebx+0] ",msvc,1
jle loc_4013E0  | * | loc_401190:  ,msvc,1
"lea ebx, [ebx+0]  | * | lea esi, dword_4043C0[ebx*4] ",msvc,1
loc_401190:   | * | push esi ,msvc,1
"lea esi, dword_4043C0[ebx*4]  | * | push offset Format  ",msvc,1
push esi  | * | call ds:scanf ,msvc,1
"push offset Format   | * | add esp, 8 ",msvc,1
"call ds:scanf  | * | cmp dword ptr [esi], 0 ",msvc,1
"add esp, 8  | * | jnz loc_4012D5 ",msvc,1
"cmp dword ptr [esi], 0  | * | mov ecx, Src ",msvc,1
"jnz loc_4012D5  | * | lea edx, [esp+18h+var_C] ",msvc,1
"lea edx, [esp+18h+var_C]  | * | mov edx, Dst ",msvc,1
"cmp edx, ecx  | * | jnb loc_40125C ",msvc,1
"mov edx, Dst  | * | lea eax, [esp+18h+var_C] ",msvc,1
"jnb loc_40125C  | * | cmp edx, eax ",msvc,1
"lea eax, [esp+18h+var_C]  | * | ja loc_40125C ",msvc,1
"cmp edx, eax  | * | mov esi, dword_40630C ",msvc,1
"ja loc_40125C  | * | mov edi, eax ",msvc,1
"mov esi, dword_40630C  | * | sub edi, edx ",msvc,1
"mov edi, eax  | * | sar edi, 2 ",msvc,1
"sub edi, edx  | * | cmp ecx, esi ",msvc,1
"sar edi, 2  | * | jnz short loc_401234 ",msvc,1
"cmp ecx, esi  | * | mov eax, ecx ",msvc,2
"jnz short loc_401234  | * | sub eax, edx ",msvc,1
"sub eax, edx  | * | cmp eax, 3FFFFFFEh ",msvc,2
"sar eax, 2  | * | ja loc_4014E6 ",msvc,2
"cmp eax, 3FFFFFFEh  | * | sub esi, edx ",msvc,2
ja loc_4014E6  | * | inc eax ,msvc,1
"sub esi, edx  | * | sar esi, 2 ",msvc,1
"inc eax  | * | cmp eax, esi ",msvc,1
"sar esi, 2  | * | jbe short loc_401234 ",msvc,1
"cmp eax, esi  | * | mov ecx, esi ",msvc,1
"jbe short loc_401234  | * | mov edx, ecx ",msvc,1
"mov ecx, esi  | * | shr edx, 1 ",msvc,1
"mov edx, ecx  | * | mov esi, 3FFFFFFFh ",msvc,1
"shr edx, 1  | * | sub esi, edx ",msvc,2
"mov esi, 3FFFFFFFh  | * | cmp esi, ecx ",msvc,2
"sub esi, edx  | * | jnb short loc_401215 ",msvc,1
"cmp esi, ecx  | * | xor ecx, ecx ",msvc,2
jnb short loc_401215  | * | jmp short loc_401217 ,msvc,1
"xor ecx, ecx  | * | loc_401215:  ",msvc,1
"jmp short loc_401217  | * | add ecx, edx ",msvc,1
loc_401215:   | * | loc_401217:  ,msvc,1
"add ecx, edx  | * | cmp ecx, eax ",msvc,2
loc_401217:   | * | jnb short loc_40121D ,msvc,1
"cmp ecx, eax  | * | mov ecx, eax ",msvc,2
jnb short loc_40121D  | * | loc_40121D:  ,msvc,1
"mov ecx, eax  | * | push ecx ",msvc,2
"loc_40121D:   | * | mov esi, offset Dst ",msvc,1
push ecx  | * | call sub_401570 ,msvc,2
"mov esi, offset Dst  | * | mov ecx, Src ",msvc,2
"call sub_401570  | * | mov edx, Dst ",msvc,1
"mov ecx, Src  | * | loc_401234:  ",msvc,1
"mov edx, Dst  | * | test ecx, ecx ",msvc,1
loc_401234:   | * | jz short loc_401243 ,msvc,1
"test ecx, ecx  | * | mov edx, [edx+edi*4] ",msvc,1
"jz short loc_401243  | * | mov [ecx], edx ",msvc,1
"mov edx, [edx+edi*4]  | * | mov ecx, Src ",msvc,1
"mov [ecx], edx  | * | loc_401243:  ",msvc,1
"mov ecx, Src  | * | mov eax, dword_406318 ",msvc,2
"loc_401243:   | * | add ecx, 4 ",msvc,1
"mov eax, dword_406318  | * | mov Src, ecx ",msvc,2
"add ecx, 4  | * | mov ecx, dword_406314 ",msvc,2
"mov Src, ecx  | * | jmp loc_4013CF ",msvc,2
"mov ecx, dword_406314  | * | loc_40125C:  ",msvc,1
"jmp loc_4013CF  | * | mov esi, dword_40630C ",msvc,1
"loc_40125C:   | * | cmp ecx, esi ",msvc,1
"mov esi, dword_40630C  | * | jnz short loc_4012B0 ",msvc,1
"jnz short loc_4012B0  | * | sub eax, edx ",msvc,1
"ja loc_4014E6  | * | mov edx, esi ",msvc,1
"sub esi, edx  | * | inc eax ",msvc,1
"mov edx, esi  | * | sar edx, 2 ",msvc,1
"inc eax  | * | cmp eax, edx ",msvc,1
"sar edx, 2  | * | jbe short loc_4012B0 ",msvc,1
"cmp eax, edx  | * | mov ecx, edx ",msvc,1
"jbe short loc_4012B0  | * | shr edx, 1 ",msvc,1
"mov ecx, edx  | * | mov esi, 3FFFFFFFh ",msvc,1
"sub esi, edx  | * | jnb short loc_401297 ",msvc,1
jnb short loc_401297  | * | jmp short loc_401299 ,msvc,1
"xor ecx, ecx  | * | loc_401297:  ",msvc,1
"jmp short loc_401299  | * | add ecx, edx ",msvc,1
loc_401297:   | * | loc_401299:  ,msvc,1
loc_401299:   | * | jnb short loc_40129F ,msvc,1
jnb short loc_40129F  | * | loc_40129F:  ,msvc,1
"loc_40129F:   | * | mov esi, offset Dst ",msvc,1
call sub_401570  | * | loc_4012B0:  ,msvc,1
"mov ecx, Src  | * | test ecx, ecx ",msvc,1
loc_4012B0:   | * | jz short loc_4012BC ,msvc,1
"test ecx, ecx  | * | mov [ecx], ebx ",msvc,1
"jz short loc_4012BC  | * | mov ecx, Src ",msvc,1
"mov [ecx], ebx  | * | loc_4012BC:  ",msvc,1
"loc_4012BC:   | * | add ecx, 4 ",msvc,1
"mov ecx, dword_406314  | * | loc_4012D5:  ",msvc,1
"jmp loc_4013CF  | * | mov eax, dword_406318 ",msvc,1
"loc_4012D5:   | * | lea ecx, [esp+18h+var_C] ",msvc,1
"lea ecx, [esp+18h+var_C]  | * | mov ecx, dword_406314 ",msvc,1
"cmp ecx, eax  | * | jnb short loc_40135C ",msvc,1
"mov ecx, dword_406314  | * | lea edx, [esp+18h+var_C] ",msvc,1
"jnb short loc_40135C  | * | cmp ecx, edx ",msvc,1
"lea edx, [esp+18h+var_C]  | * | ja short loc_40135C ",msvc,1
"cmp ecx, edx  | * | mov esi, dword_40631C ",msvc,1
"ja short loc_40135C  | * | mov edi, edx ",msvc,1
"mov esi, dword_40631C  | * | sub edi, ecx ",msvc,1
"mov edi, edx  | * | sar edi, 2 ",msvc,1
"sub edi, ecx  | * | cmp eax, esi ",msvc,1
"sar edi, 2  | * | jnz short loc_401351 ",msvc,1
"cmp eax, esi  | * | mov edx, eax ",msvc,2
"jnz short loc_401351  | * | sub edx, ecx ",msvc,1
"sub edx, ecx  | * | cmp edx, 3FFFFFFEh ",msvc,2
"sar edx, 2  | * | ja loc_4014E6 ",msvc,2
"cmp edx, 3FFFFFFEh  | * | sub esi, ecx ",msvc,2
ja loc_4014E6  | * | inc edx ,msvc,2
"sub esi, ecx  | * | sar esi, 2 ",msvc,2
"inc edx  | * | cmp edx, esi ",msvc,2
"sar esi, 2  | * | jbe short loc_401351 ",msvc,1
"cmp edx, esi  | * | mov eax, esi ",msvc,2
"jbe short loc_401351  | * | mov ecx, eax ",msvc,1
"mov eax, esi  | * | shr ecx, 1 ",msvc,2
"mov ecx, eax  | * | mov esi, 3FFFFFFFh ",msvc,2
"shr ecx, 1  | * | sub esi, ecx ",msvc,2
"mov esi, 3FFFFFFFh  | * | cmp esi, eax ",msvc,2
"sub esi, ecx  | * | jnb short loc_401333 ",msvc,1
"cmp esi, eax  | * | xor eax, eax ",msvc,2
jnb short loc_401333  | * | jmp short loc_401335 ,msvc,1
"xor eax, eax  | * | loc_401333:  ",msvc,1
"jmp short loc_401335  | * | add eax, ecx ",msvc,1
loc_401333:   | * | loc_401335:  ,msvc,1
"add eax, ecx  | * | cmp eax, edx ",msvc,2
loc_401335:   | * | jnb short loc_40133B ,msvc,1
"cmp eax, edx  | * | mov eax, edx ",msvc,2
jnb short loc_40133B  | * | loc_40133B:  ,msvc,1
"mov eax, edx  | * | push eax ",msvc,2
"loc_40133B:   | * | mov esi, offset dword_406314 ",msvc,1
push eax  | * | call sub_401570 ,msvc,2
"mov esi, offset dword_406314  | * | mov eax, dword_406318 ",msvc,2
"call sub_401570  | * | mov ecx, dword_406314 ",msvc,2
"mov eax, dword_406318  | * | loc_401351:  ",msvc,1
"mov ecx, dword_406314  | * | test eax, eax ",msvc,2
loc_401351:   | * | jz short loc_4013C7 ,msvc,1
"test eax, eax  | * | mov ecx, [ecx+edi*4] ",msvc,1
"jz short loc_4013C7  | * | mov [eax], ecx ",msvc,1
"mov ecx, [ecx+edi*4]  | * | jmp short loc_4013BC ",msvc,1
"mov [eax], ecx  | * | loc_40135C:  ",msvc,1
"jmp short loc_4013BC  | * | mov esi, dword_40631C ",msvc,1
"loc_40135C:   | * | cmp eax, esi ",msvc,1
"mov esi, dword_40631C  | * | jnz short loc_4013B6 ",msvc,1
"jnz short loc_4013B6  | * | sub edx, ecx ",msvc,1
"sar esi, 2  | * | jbe short loc_4013B6 ",msvc,1
"jbe short loc_4013B6  | * | mov ecx, eax ",msvc,1
"sub esi, ecx  | * | jnb short loc_401398 ",msvc,1
jnb short loc_401398  | * | jmp short loc_40139A ,msvc,1
"xor eax, eax  | * | loc_401398:  ",msvc,1
"jmp short loc_40139A  | * | add eax, ecx ",msvc,1
loc_401398:   | * | loc_40139A:  ,msvc,1
loc_40139A:   | * | jnb short loc_4013A0 ,msvc,1
jnb short loc_4013A0  | * | loc_4013A0:  ,msvc,1
"loc_4013A0:   | * | mov esi, offset dword_406314 ",msvc,1
"mov eax, dword_406318  | * | loc_4013B6:  ",msvc,1
loc_4013B6:   | * | jz short loc_4013C7 ,msvc,1
"test eax, eax  | * | mov [eax], ebx ",msvc,1
jz short loc_4013C7  | * | loc_4013BC:  ,msvc,1
"mov [eax], ebx  | * | mov eax, dword_406318 ",msvc,1
"loc_4013BC:   | * | mov ecx, dword_406314 ",msvc,1
"mov eax, dword_406318  | * | loc_4013C7:  ",msvc,1
"mov ecx, dword_406314  | * | add eax, 4 ",msvc,1
"loc_4013C7:   | * | mov dword_406318, eax ",msvc,1
"add eax, 4  | * | loc_4013CF:  ",msvc,1
"mov dword_406318, eax  | * | inc ebx ",msvc,1
"loc_4013CF:   | * | mov [esp+18h+var_C], ebx ",msvc,1
"inc ebx  | * | cmp ebx, dword_406300 ",msvc,1
"mov [esp+18h+var_C], ebx  | * | jl loc_401190 ",msvc,1
"cmp ebx, dword_406300  | * | loc_4013E0:  ",msvc,1
"jl loc_401190  | * | mov edx, eax ",msvc,1
"loc_4013E0:   | * | sub edx, ecx ",msvc,1
"mov edx, eax  | * | push offset sub_401040  ",msvc,1
"sub edx, ecx  | * | sar edx, 2 ",msvc,1
push offset sub_401040   | * | push edx  ,msvc,1
"sar edx, 2  | * | push eax  ",msvc,1
push edx   | * | push ecx  ,msvc,1
push eax   | * | call sub_4018E0 ,msvc,2
"push ecx   | * | mov eax, Src ",msvc,1
"call sub_4018E0  | * | mov ecx, Dst ",msvc,1
"mov eax, Src  | * | mov edx, eax ",msvc,1
"mov ecx, Dst  | * | sub edx, ecx ",msvc,1
"sub edx, ecx  | * | push edx ",msvc,1
"sar edx, 2  | * | push eax ",msvc,1
push edx  | * | push ecx ,msvc,1
push eax  | * | call sub_4019D0 ,msvc,2
"push ecx  | * | mov edi, [esp+34h+var_8] ",msvc,1
"call sub_4019D0  | * | mov eax, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov edi, [esp+34h+var_8]  | * | add esp, 1Ch ",msvc,1
"mov eax, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | push offset asc_403160  ",msvc,1
"add esp, 1Ch  | * | push edi ",msvc,1
push offset asc_403160   | * | push offset aCase  ,msvc,1
push offset aCase   | * | call sub_401670 ,msvc,1
"push eax  | * | add esp, 8 ",msvc,5
"call sub_401670  | * | mov ecx, eax ",msvc,1
"add esp, 8  | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z  ",msvc,1
"mov ecx, eax  | * | push eax ",msvc,1
call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z   | * | call sub_401670 ,msvc,1
"push eax  | * | mov ecx, dword_406318 ",msvc,1
"call sub_401670  | * | mov eax, dword_406314 ",msvc,1
"mov ecx, dword_406318  | * | sub ecx, eax ",msvc,2
"mov eax, dword_406314  | * | add esp, 8 ",msvc,1
"sub ecx, eax  | * | xor esi, esi ",msvc,1
"add esp, 8  | * | test ecx, 0FFFFFFFCh ",msvc,1
"xor esi, esi  | * | jle short loc_40147D ",msvc,1
"test ecx, 0FFFFFFFCh  | * | loc_401456:  ",msvc,1
"jle short loc_40147D  | * | mov edx, [eax+esi*4] ",msvc,1
loc_401456:   | * | push edx ,msvc,1
"mov edx, [eax+esi*4]  | * | push offset aD  ",msvc,1
push edx  | * | call ds:printf ,msvc,1
"push offset aD   | * | mov ecx, dword_406318 ",msvc,1
"call ds:printf  | * | mov eax, dword_406314 ",msvc,1
"mov eax, dword_406314  | * | inc esi ",msvc,1
"sub ecx, eax  | * | sar ecx, 2 ",msvc,2
"inc esi  | * | add esp, 8 ",msvc,2
"sar ecx, 2  | * | cmp esi, ecx ",msvc,2
"add esp, 8  | * | jl short loc_401456 ",msvc,1
"cmp esi, ecx  | * | loc_40147D:  ",msvc,1
"jl short loc_401456  | * | mov edx, Src ",msvc,1
"loc_40147D:   | * | mov eax, Dst ",msvc,1
"mov edx, Src  | * | sub edx, eax ",msvc,1
"mov eax, Dst  | * | xor esi, esi ",msvc,1
"sub edx, eax  | * | test edx, 0FFFFFFFCh ",msvc,1
"xor esi, esi  | * | jle short loc_4014BB ",msvc,1
"test edx, 0FFFFFFFCh  | * | loc_401494:  ",msvc,1
"jle short loc_4014BB  | * | mov eax, [eax+esi*4] ",msvc,1
loc_401494:   | * | push eax ,msvc,1
"mov eax, [eax+esi*4]  | * | push offset aD  ",msvc,1
push eax  | * | call ds:printf ,msvc,1
"push offset aD   | * | mov ecx, Src ",msvc,1
"call ds:printf  | * | mov eax, Dst ",msvc,1
"mov ecx, Src  | * | sub ecx, eax ",msvc,1
"mov eax, Dst  | * | inc esi ",msvc,1
"add esp, 8  | * | jl short loc_401494 ",msvc,1
"cmp esi, ecx  | * | loc_4014BB:  ",msvc,1
"jl short loc_401494  | * | mov edx, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z  ",msvc,1
"loc_4014BB:   | * | mov ecx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov edx, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z   | * | push edx ",msvc,1
"mov ecx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z  ",msvc,1
push edx  | * | inc edi ,msvc,1
"call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z   | * | mov [esp+18h+var_8], edi ",msvc,1
"inc edi  | * | cmp edi, [esp+18h+var_4] ",msvc,1
"mov [esp+18h+var_8], edi  | * | jle loc_4010D0 ",msvc,1
"cmp edi, [esp+18h+var_4]  | * | loc_4014DD:  ",msvc,1
jle loc_4010D0  | * | pop edi ,msvc,1
loc_4014DD:   | * | pop esi ,msvc,1
"xor eax, eax  | * | mov esp, ebp ",msvc,1
pop ebx  | * | pop ebp ,msvc,16
"mov esp, ebp  | * | retn ",msvc,22
pop ebp  | * | loc_4014E6:  ,msvc,1
retn  | * | push offset aVectorTTooLong  ,msvc,1
loc_4014E6:   | * | call ds:?_Xlength_error@std@@YAXPBD@Z  ,msvc,1
push offset aVectorTTooLong   | * | _main endp ,msvc,1
call ds:?_Xlength_error@std@@YAXPBD@Z   | * | align 10h ,msvc,1
_main endp  | * | sub_401500 proc near  ,msvc,1
var_C = dword ptr -0Ch  | * | arg_0 = dword ptr 8 ,data,3
var_4 = dword ptr -4  | * | arg_4 = dword ptr 0Ch ,data,8
push ebp  | * | push 0FFFFFFFFh ,msvc,2
"mov ebp, esp  | * | push offset SEH_401500 ",msvc,1
"push 0FFFFFFFFh  | * | mov eax, large fs:0 ",msvc,2
push offset SEH_401500  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | push esi ",msvc,1
"push eax  | * | mov eax, ___security_cookie ",msvc,1
"push esi  | * | xor eax, ebp ",msvc,1
"mov eax, ___security_cookie  | * | push eax ",msvc,2
"xor eax, ebp  | * | lea eax, [ebp+var_C] ",msvc,2
"push eax  | * | mov large fs:0, eax ",msvc,2
"lea eax, [ebp+var_C]  | * | mov esi, [ebp+arg_0] ",msvc,1
"mov large fs:0, eax  | * | mov [ebp+var_4], 0 ",msvc,1
"mov esi, [ebp+arg_0]  | * | call ds:?uncaught_exception@std@@YA_NXZ  ",msvc,1
"mov [ebp+var_4], 0  | * | test al, al ",msvc,1
call ds:?uncaught_exception@std@@YA_NXZ   | * | jnz short loc_40153F ,msvc,1
"test al, al  | * | mov ecx, [esi] ",msvc,3
jnz short loc_40153F  | * | call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ  ,msvc,1
"mov ecx, [esi]  | * | loc_40153F:  ",msvc,1
"call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ   | * | mov [ebp+var_4], 0FFFFFFFFh ",msvc,2
"loc_40153F:   | * | mov eax, [esi] ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | mov ecx, [eax] ",msvc,1
"mov eax, [esi]  | * | mov edx, [ecx+4] ",msvc,1
"mov ecx, [eax]  | * | mov eax, [edx+eax+38h] ",msvc,2
"mov edx, [ecx+4]  | * | test eax, eax ",msvc,2
"mov eax, [edx+eax+38h]  | * | jz short loc_40155E ",msvc,1
"test eax, eax  | * | mov edx, [eax] ",msvc,2
"jz short loc_40155E  | * | mov ecx, eax ",msvc,1
"mov edx, [eax]  | * | mov eax, [edx+8] ",msvc,2
"mov ecx, eax  | * | call eax ",msvc,1
"mov eax, [edx+8]  | * | loc_40155E:  ",msvc,1
"call eax  | * | mov ecx, [ebp+var_C] ",msvc,1
"loc_40155E:   | * | mov large fs:0, ecx ",msvc,1
"mov ecx, [ebp+var_C]  | * | pop ecx ",msvc,2
"mov large fs:0, ecx  | * | pop esi ",msvc,1
"pop ecx  | * | mov esp, ebp ",msvc,1
pop esi  | * | pop ebp ,msvc,2
"mov esp, ebp  | * | retn 4 ",msvc,1
pop ebp  | * | sub_401500 endp ,msvc,1
retn 4  | * | sub_401570 proc near  ,msvc,1
sub_401570 proc near   | * | push ebp ,msvc,1
"push ebp  | * | mov ecx, [ebp+arg_0] ",msvc,1
"mov ebp, esp  | * | cmp ecx, 3FFFFFFFh ",msvc,1
"mov ecx, [ebp+arg_0]  | * | jbe short loc_401589 ",msvc,1
"cmp ecx, 3FFFFFFFh  | * | push offset aVectorTTooLong  ",msvc,1
jbe short loc_401589  | * | call ds:?_Xlength_error@std@@YAXPBD@Z  ,msvc,1
