idiom,label,count
sub_401000 proc near   | * | jmp ds:??1exception@std@@UAE@XZ  ,msvc,1
"lea eax, [ebp+arg_1C]  | * | movsx esi, byte ptr [eax] ",msvc,1
"loc_401090:   | * | lea eax, [ebp+var_10] ",msvc,1
"movsx esi, byte ptr [eax]  | * | add esi, 0FFFFFFEAh ",msvc,1
"lea eax, [ebp+var_10]  | * | call sub_401AF0 ",msvc,1
"add esi, 0FFFFFFEAh  | * | mov [eax], esi ",msvc,1
"call sub_401AF0  | * | mov esi, ds:__imp_??3@YAXPAX@Z  ",msvc,1
"mov [eax], esi  | * | cmp [ebp+arg_14], edi ",msvc,1
"mov esi, ds:__imp_??3@YAXPAX@Z   | * | jb short loc_4010B4 ",msvc,1
"cmp [ebp+arg_14], edi  | * | mov ecx, [ebp+arg_0] ",msvc,1
jb short loc_4010B4  | * | push ecx ,msvc,1
"mov ecx, [ebp+arg_0]  | * | call esi  ",msvc,1
"push ecx  | * | add esp, 4 ",msvc,6
call esi   | * | loc_4010B4:  ,msvc,1
"add esp, 4  | * | xor eax, eax ",msvc,2
"loc_4010B4:   | * | mov [ebp+arg_14], 0Fh ",msvc,1
"xor eax, eax  | * | mov [ebp+arg_10], eax ",msvc,1
"mov [ebp+arg_14], 0Fh  | * | mov byte ptr [ebp+arg_0], al ",msvc,1
"mov [ebp+arg_10], eax  | * | cmp [ebp+arg_30], edi ",msvc,1
"mov byte ptr [ebp+arg_0], al  | * | jb short loc_4010D1 ",msvc,1
"cmp [ebp+arg_30], edi  | * | mov edx, [ebp+arg_1C] ",msvc,1
jb short loc_4010D1  | * | push edx ,msvc,1
"mov edx, [ebp+arg_1C]  | * | call esi  ",msvc,1
"push edx  | * | add esp, 4 ",msvc,2
call esi   | * | loc_4010D1:  ,msvc,1
"add esp, 4  | * | mov ecx, [ebp+var_C] ",msvc,1
"loc_4010D1:   | * | mov large fs:0, ecx ",msvc,1
"mov ecx, [ebp+var_C]  | * | pop ecx ",msvc,7
"mov large fs:0, ecx  | * | pop edi ",msvc,5
pop ecx  | * | pop esi ,msvc,5
"pop edi  | * | mov esp, ebp ",msvc,2
pop esi  | * | pop ebp ,msvc,7
"mov esp, ebp  | * | retn ",msvc,16
pop ebp  | * | sub_401040 endp ,msvc,1
retn  | * | align 10h ,msvc,23
sub_401040 endp  | * | sub_4010F0 proc near  ,msvc,1
var_B4 = byte ptr -0B4h  | * | var_A4 = byte ptr -0A4h ,data,1
var_AC = byte ptr -0ACh  | * | var_9C = byte ptr -9Ch ,data,1
var_A4 = byte ptr -0A4h  | * | var_94 = dword ptr -94h ,data,1
var_9C = byte ptr -9Ch  | * | var_90 = dword ptr -90h ,data,1
var_94 = dword ptr -94h  | * | var_8C = dword ptr -8Ch ,data,1
var_90 = dword ptr -90h  | * | var_88 = dword ptr -88h ,data,1
var_8C = dword ptr -8Ch  | * | var_84 = dword ptr -84h ,data,1
var_88 = dword ptr -88h  | * | var_80 = dword ptr -80h ,data,1
var_84 = dword ptr -84h  | * | var_7C = dword ptr -7Ch ,data,1
var_80 = dword ptr -80h  | * | var_78 = dword ptr -78h ,data,1
var_7C = dword ptr -7Ch  | * | var_74 = dword ptr -74h ,data,1
var_78 = dword ptr -78h  | * | var_70 = dword ptr -70h ,data,1
var_74 = dword ptr -74h  | * | var_6C = dword ptr -6Ch ,data,1
var_70 = dword ptr -70h  | * | var_68 = dword ptr -68h ,data,1
var_6C = dword ptr -6Ch  | * | var_64 = dword ptr -64h ,data,1
var_68 = dword ptr -68h  | * | var_60 = dword ptr -60h ,data,1
var_64 = dword ptr -64h  | * | var_5C = dword ptr -5Ch ,data,1
var_60 = dword ptr -60h  | * | var_58 = dword ptr -58h ,data,1
var_5C = dword ptr -5Ch  | * | var_54 = dword ptr -54h ,data,1
var_58 = dword ptr -58h  | * | var_50 = dword ptr -50h ,data,1
var_54 = dword ptr -54h  | * | var_4C = dword ptr -4Ch ,data,1
var_50 = dword ptr -50h  | * | var_48 = dword ptr -48h ,data,1
var_4C = dword ptr -4Ch  | * | var_44 = dword ptr -44h ,data,1
var_48 = dword ptr -48h  | * | var_40 = dword ptr -40h ,data,1
var_44 = dword ptr -44h  | * | var_3C = dword ptr -3Ch ,data,1
var_40 = dword ptr -40h  | * | var_38 = dword ptr -38h ,data,1
var_3C = dword ptr -3Ch  | * | var_34 = dword ptr -34h ,data,1
var_38 = dword ptr -38h  | * | var_30 = dword ptr -30h ,data,1
var_34 = dword ptr -34h  | * | var_2C = dword ptr -2Ch ,data,1
var_30 = dword ptr -30h  | * | var_28 = dword ptr -28h ,data,1
var_2C = dword ptr -2Ch  | * | var_24 = dword ptr -24h ,data,1
var_28 = dword ptr -28h  | * | var_20 = dword ptr -20h ,data,1
var_24 = dword ptr -24h  | * | var_1C = dword ptr -1Ch ,data,2
var_20 = dword ptr -20h  | * | var_18 = dword ptr -18h ,data,2
var_1C = dword ptr -1Ch  | * | var_14 = dword ptr -14h ,data,3
var_18 = dword ptr -18h  | * | var_10 = dword ptr -10h ,data,4
var_14 = dword ptr -14h  | * | var_C = dword ptr -0Ch ,data,4
var_10 = dword ptr -10h  | * | var_8 = dword ptr -8 ,data,1
var_C = dword ptr -0Ch  | * | var_4 = dword ptr -4 ,data,1
"push ebp  | * | sub esp, 0B4h ",msvc,1
"mov ebp, esp  | * | push ebx ",msvc,4
"sub esp, 0B4h  | * | push esi ",msvc,1
push ebx  | * | push edi ,msvc,6
push esi  | * | call sub_401BF0 ,msvc,1
push edi  | * | push 1B8h  ,msvc,1
call sub_401BF0  | * | push 0  ,msvc,1
push 1B8h   | * | push offset dword_4073E8  ,msvc,1
push 0   | * | call memset ,msvc,2
"push offset dword_4073E8   | * | add esp, 0Ch ",msvc,1
call memset  | * | push 1B8h  ,msvc,1
"add esp, 0Ch  | * | push 0  ",msvc,1
push 1B8h   | * | push offset dword_4075A0  ,msvc,1
"push offset dword_4075A0   | * | mov eax, dword_407078 ",msvc,1
call memset  | * | dec eax ,msvc,1
"mov eax, dword_407078  | * | add esp, 0Ch ",msvc,1
"dec eax  | * | mov [ebp+var_1C], 0 ",msvc,1
"add esp, 0Ch  | * | test eax, eax ",msvc,1
"mov [ebp+var_1C], 0  | * | jle loc_4015C4 ",msvc,1
"test eax, eax  | * | mov edi, edi ",msvc,1
jle loc_4015C4  | * | loc_401140:  ,msvc,1
"mov edi, edi  | * | mov edi, dword_40707C ",msvc,1
"loc_401140:   | * | mov eax, dword_407068 ",msvc,1
"mov edi, dword_40707C  | * | mov esi, dword_42250C ",msvc,1
"mov eax, dword_407068  | * | mov edx, eax ",msvc,1
"mov esi, dword_42250C  | * | cmp edi, 10h ",msvc,1
"mov edx, eax  | * | jnb short loc_40115D ",msvc,1
"cmp edi, 10h  | * | mov edx, offset dword_407068 ",msvc,1
jnb short loc_40115D  | * | loc_40115D:  ,msvc,1
"mov edx, offset dword_407068  | * | mov ecx, [ebp+var_1C] ",msvc,1
"loc_40115D:   | * | movsx ebx, byte ptr [edx+ecx] ",msvc,1
"mov ecx, [ebp+var_1C]  | * | sub ebx, 61h  ",msvc,1
"movsx ebx, byte ptr [edx+ecx]  | * | mov [ebp+var_14], ebx ",msvc,1
"sub ebx, 61h   | * | cmp edi, 10h ",msvc,1
"mov [ebp+var_14], ebx  | * | jnb short loc_401174 ",msvc,1
"cmp edi, 10h  | * | mov eax, offset dword_407068 ",msvc,1
jnb short loc_401174  | * | loc_401174:  ,msvc,1
"mov eax, offset dword_407068  | * | movsx eax, byte ptr [eax+ecx+1] ",msvc,1
"loc_401174:   | * | sub eax, 61h  ",msvc,1
"movsx eax, byte ptr [eax+ecx+1]  | * | lea ecx, [ebp+var_84] ",msvc,1
"sub eax, 61h   | * | mov [ebp+var_8], eax ",msvc,1
"lea ecx, [ebp+var_84]  | * | mov [ebp+var_90], eax ",msvc,1
"mov [ebp+var_8], eax  | * | push ecx ",msvc,1
"mov [ebp+var_90], eax  | * | lea eax, [ebp+var_94] ",msvc,1
"push ecx  | * | mov [ebp+var_94], ebx ",msvc,1
"lea eax, [ebp+var_94]  | * | call sub_401FC0 ",msvc,1
"mov [ebp+var_94], ebx  | * | mov edx, [ebp+var_C] ",msvc,1
"call sub_401FC0  | * | mov eax, [ebp+var_80] ",msvc,1
"mov edx, [ebp+var_C]  | * | mov ecx, [ebp+var_84] ",msvc,1
"mov eax, [ebp+var_80]  | * | push edx ",msvc,1
"mov ecx, [ebp+var_84]  | * | push eax ",msvc,1
push edx  | * | push ecx ,msvc,1
"push eax  | * | lea edi, [ebp+var_10] ",msvc,1
"push ecx  | * | mov [ebp+var_10], 0 ",msvc,1
"lea edi, [ebp+var_10]  | * | call sub_4037C0 ",msvc,2
"mov [ebp+var_10], 0  | * | add esp, 0Ch ",msvc,2
"call sub_4037C0  | * | cmp [ebp+var_10], 0 ",msvc,2
"add esp, 0Ch  | * | jnz short loc_4011FA ",msvc,1
"cmp [ebp+var_10], 0  | * | mov eax, [ebp+var_8] ",msvc,1
"jnz short loc_4011FA  | * | mov ecx, 1 ",msvc,1
"mov eax, [ebp+var_8]  | * | add dword_4075A0[ebx*4], ecx ",msvc,1
"mov ecx, 1  | * | add dword_4073E8[eax*4], ecx ",msvc,2
"add dword_4075A0[ebx*4], ecx  | * | lea esi, [ebp+var_3C] ",msvc,1
"add dword_4073E8[eax*4], ecx  | * | mov [ebp+var_3C], ebx ",msvc,1
"lea esi, [ebp+var_3C]  | * | mov [ebp+var_38], eax ",msvc,1
"mov [ebp+var_3C], ebx  | * | call sub_4036E0 ",msvc,1
"mov [ebp+var_38], eax  | * | push eax ",msvc,1
"call sub_4036E0  | * | lea edi, [ebp+var_9C] ",msvc,1
push eax  | * | call sub_403070 ,msvc,4
"lea edi, [ebp+var_9C]  | * | mov esi, dword_42250C ",msvc,1
call sub_403070  | * | loc_4011FA:  ,msvc,1
"mov esi, dword_42250C  | * | mov eax, [esi+4] ",msvc,1
"loc_4011FA:   | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, [esi+4]  | * | mov edi, esi ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | mov edx, esi ",msvc,1
"mov edi, esi  | * | jnz short loc_401229 ",msvc,1
"mov edx, esi  | * | loc_401207:  ",msvc,1
"jnz short loc_401229  | * | mov ecx, [eax+0Ch] ",msvc,1
"loc_401207:   | * | cmp ecx, ebx ",msvc,1
"mov ecx, [eax+0Ch]  | * | jge short loc_401213 ",msvc,1
"cmp ecx, ebx  | * | mov eax, [eax+8] ",msvc,1
jge short loc_401213  | * | jmp short loc_401223 ,msvc,1
"mov eax, [eax+8]  | * | loc_401213:  ",msvc,1
"jmp short loc_401223  | * | cmp byte ptr [edx+15h], 0 ",msvc,1
loc_401213:   | * | jz short loc_40121F ,msvc,1
"cmp byte ptr [edx+15h], 0  | * | cmp ebx, ecx ",msvc,1
jz short loc_40121F  | * | jge short loc_40121F ,msvc,1
"cmp ebx, ecx  | * | mov edx, eax ",msvc,1
jge short loc_40121F  | * | loc_40121F:  ,msvc,1
"mov edx, eax  | * | mov edi, eax ",msvc,2
"loc_40121F:   | * | mov eax, [eax] ",msvc,1
"mov edi, eax  | * | loc_401223:  ",msvc,1
"mov eax, [eax]  | * | cmp byte ptr [eax+15h], 0 ",msvc,7
loc_401223:   | * | jz short loc_401207 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_401229:  ",msvc,1
"jz short loc_401207  | * | cmp byte ptr [edx+15h], 0 ",msvc,1
loc_401229:   | * | jz short loc_401234 ,msvc,1
"cmp byte ptr [edx+15h], 0  | * | mov eax, [esi+4] ",msvc,1
jz short loc_401234  | * | jmp short loc_401236 ,msvc,1
"mov eax, [esi+4]  | * | loc_401234:  ",msvc,1
"jmp short loc_401236  | * | mov eax, [edx] ",msvc,1
loc_401234:   | * | loc_401236:  ,msvc,1
"mov eax, [edx]  | * | cmp byte ptr [eax+15h], 0 ",msvc,3
loc_401236:   | * | jnz short loc_401254 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | lea esp, [esp+0] ",msvc,4
jnz short loc_401254  | * | loc_401240:  ,msvc,1
"lea esp, [esp+0]  | * | cmp ebx, [eax+0Ch] ",msvc,1
loc_401240:   | * | jge short loc_40124B ,msvc,1
"cmp ebx, [eax+0Ch]  | * | mov edx, eax ",msvc,1
"jge short loc_40124B  | * | mov eax, [eax] ",msvc,1
"mov edx, eax  | * | jmp short loc_40124E ",msvc,1
"mov eax, [eax]  | * | loc_40124B:  ",msvc,1
"jmp short loc_40124E  | * | mov eax, [eax+8] ",msvc,1
loc_40124B:   | * | loc_40124E:  ,msvc,1
"mov eax, [eax+8]  | * | cmp byte ptr [eax+15h], 0 ",msvc,4
loc_40124E:   | * | jz short loc_401240 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_401254:  ",msvc,1
"jz short loc_401240  | * | mov eax, [ebp+var_C] ",msvc,1
loc_401254:   | * | push eax ,msvc,1
"mov eax, [ebp+var_C]  | * | push edx ",msvc,3
push eax  | * | push edi ,msvc,2
"push edx  | * | lea edi, [ebp+var_10] ",msvc,1
"push edi  | * | mov [ebp+var_10], 0 ",msvc,1
"add esp, 0Ch  | * | jz loc_401333 ",msvc,1
"cmp [ebp+var_10], 0  | * | mov eax, [esi+4] ",msvc,1
"jz loc_401333  | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, [esi+4]  | * | mov ecx, dword_42250C ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | mov edi, ecx ",msvc,5
"mov ecx, dword_42250C  | * | jnz short loc_40129B ",msvc,1
"mov edi, ecx  | * | loc_401287:  ",msvc,1
"jnz short loc_40129B  | * | cmp [eax+0Ch], ebx ",msvc,1
loc_401287:   | * | jge short loc_401291 ,msvc,1
"cmp [eax+0Ch], ebx  | * | mov eax, [eax+8] ",msvc,1
jge short loc_401291  | * | jmp short loc_401295 ,msvc,1
"mov eax, [eax+8]  | * | loc_401291:  ",msvc,1
"jmp short loc_401295  | * | mov edi, eax ",msvc,1
"loc_401291:   | * | mov eax, [eax] ",msvc,1
"mov edi, eax  | * | loc_401295:  ",msvc,1
loc_401295:   | * | jz short loc_401287 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_40129B:  ",msvc,1
"jz short loc_401287  | * | mov eax, edi ",msvc,1
"loc_40129B:   | * | cmp edi, ecx ",msvc,1
"mov eax, edi  | * | jz short loc_4012A6 ",msvc,1
"cmp edi, ecx  | * | cmp ebx, [edi+0Ch] ",msvc,1
jz short loc_4012A6  | * | jge short loc_4012C7 ,msvc,1
"cmp ebx, [edi+0Ch]  | * | loc_4012A6:  ",msvc,1
"jge short loc_4012C7  | * | lea esi, [ebp+var_7C] ",msvc,1
"loc_4012A6:   | * | mov [ebp+var_7C], ebx ",msvc,1
"lea esi, [ebp+var_7C]  | * | mov [ebp+var_78], 0 ",msvc,1
"mov [ebp+var_7C], ebx  | * | call sub_403750 ",msvc,1
"mov [ebp+var_78], 0  | * | push edi ",msvc,1
"call sub_403750  | * | lea ebx, [ebp+var_18] ",msvc,1
push edi  | * | call sub_402EE0 ,msvc,4
"lea ebx, [ebp+var_18]  | * | mov eax, [ebp+var_18] ",msvc,1
"call sub_402EE0  | * | mov ebx, [ebp+var_14] ",msvc,2
"mov eax, [ebp+var_18]  | * | loc_4012C7:  ",msvc,1
"mov ebx, [ebp+var_14]  | * | mov esi, [eax+10h] ",msvc,2
"loc_4012C7:   | * | mov ecx, [ebp+var_8] ",msvc,1
"mov esi, [eax+10h]  | * | lea edx, [ebp+var_24] ",msvc,1
"mov ecx, [ebp+var_8]  | * | push edx ",msvc,1
"lea edx, [ebp+var_24]  | * | lea eax, [ebp+var_4C] ",msvc,1
"push edx  | * | mov [ebp+var_4C], esi ",msvc,1
"lea eax, [ebp+var_4C]  | * | mov [ebp+var_48], ecx ",msvc,1
"mov [ebp+var_4C], esi  | * | call sub_401FC0 ",msvc,1
"mov [ebp+var_48], ecx  | * | mov eax, [ebp+var_C] ",msvc,1
"call sub_401FC0  | * | mov ecx, [ebp+var_20] ",msvc,1
"mov eax, [ebp+var_C]  | * | mov edx, [ebp+var_24] ",msvc,1
"mov ecx, [ebp+var_20]  | * | push eax ",msvc,1
"mov edx, [ebp+var_24]  | * | push ecx ",msvc,1
push eax  | * | push edx ,msvc,4
"push ecx  | * | lea edi, [ebp+var_4] ",msvc,3
"push edx  | * | mov [ebp+var_4], 0 ",msvc,3
"lea edi, [ebp+var_4]  | * | call sub_4037C0 ",msvc,6
"mov [ebp+var_4], 0  | * | add esp, 0Ch ",msvc,6
"call sub_4037C0  | * | cmp [ebp+var_4], 0 ",msvc,6
"add esp, 0Ch  | * | jnz short loc_401333 ",msvc,1
"cmp [ebp+var_4], 0  | * | mov eax, [ebp+var_8] ",msvc,1
"jnz short loc_401333  | * | mov ecx, 1 ",msvc,1
"mov eax, [ebp+var_8]  | * | add dword_4075A0[esi*4], ecx ",msvc,1
"add dword_4075A0[esi*4], ecx  | * | mov [ebp+var_5C], esi ",msvc,1
"add dword_4073E8[eax*4], ecx  | * | lea esi, [ebp+var_5C] ",msvc,1
"mov [ebp+var_5C], esi  | * | mov [ebp+var_58], eax ",msvc,1
"lea esi, [ebp+var_5C]  | * | call sub_4036E0 ",msvc,1
"mov [ebp+var_58], eax  | * | push eax ",msvc,1
"call sub_4036E0  | * | lea edi, [ebp+var_AC] ",msvc,1
"lea edi, [ebp+var_AC]  | * | loc_401333:  ",msvc,1
"call sub_403070  | * | mov edx, dword_42250C ",msvc,2
"loc_401333:   | * | mov esi, [edx+4] ",msvc,1
"mov edx, dword_42250C  | * | mov eax, esi ",msvc,2
"mov esi, [edx+4]  | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, esi  | * | mov edi, edx ",msvc,2
"cmp byte ptr [eax+15h], 0  | * | jnz short loc_40136A ",msvc,1
"mov edi, edx  | * | loc_401346:  ",msvc,1
"jnz short loc_40136A  | * | mov ecx, [eax+0Ch] ",msvc,1
"loc_401346:   | * | cmp ecx, [ebp+var_8] ",msvc,1
"mov ecx, [eax+0Ch]  | * | jge short loc_401353 ",msvc,1
"cmp ecx, [ebp+var_8]  | * | mov eax, [eax+8] ",msvc,1
jge short loc_401353  | * | jmp short loc_401364 ,msvc,1
"mov eax, [eax+8]  | * | loc_401353:  ",msvc,1
"jmp short loc_401364  | * | cmp byte ptr [edx+15h], 0 ",msvc,1
loc_401353:   | * | jz short loc_401360 ,msvc,1
"cmp byte ptr [edx+15h], 0  | * | cmp [ebp+var_8], ecx ",msvc,1
jz short loc_401360  | * | jge short loc_401360 ,msvc,1
"cmp [ebp+var_8], ecx  | * | mov edx, eax ",msvc,1
jge short loc_401360  | * | loc_401360:  ,msvc,1
"loc_401360:   | * | mov eax, [eax] ",msvc,1
"mov edi, eax  | * | loc_401364:  ",msvc,1
loc_401364:   | * | jz short loc_401346 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_40136A:  ",msvc,1
"jz short loc_401346  | * | cmp byte ptr [edx+15h], 0 ",msvc,1
"loc_40136A:   | * | mov eax, esi ",msvc,1
"cmp byte ptr [edx+15h], 0  | * | jnz short loc_401374 ",msvc,1
"mov eax, esi  | * | mov eax, [edx] ",msvc,1
jnz short loc_401374  | * | loc_401374:  ,msvc,1
loc_401374:   | * | jnz short loc_401394 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | mov ecx, [ebp+var_8] ",msvc,1
"jnz short loc_401394  | * | lea ecx, [ecx+0] ",msvc,1
"mov ecx, [ebp+var_8]  | * | loc_401380:  ",msvc,1
"lea ecx, [ecx+0]  | * | cmp ecx, [eax+0Ch] ",msvc,1
loc_401380:   | * | jge short loc_40138B ,msvc,1
"cmp ecx, [eax+0Ch]  | * | mov edx, eax ",msvc,1
"jge short loc_40138B  | * | mov eax, [eax] ",msvc,1
"mov edx, eax  | * | jmp short loc_40138E ",msvc,1
"mov eax, [eax]  | * | loc_40138B:  ",msvc,1
"jmp short loc_40138E  | * | mov eax, [eax+8] ",msvc,1
loc_40138B:   | * | loc_40138E:  ,msvc,1
loc_40138E:   | * | jz short loc_401380 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_401394:  ",msvc,1
"jz short loc_401380  | * | mov eax, [ebp+var_C] ",msvc,1
loc_401394:   | * | push eax ,msvc,1
"push edx  | * | lea edi, [ebp+var_4] ",msvc,3
"push edi  | * | mov [ebp+var_4], 0 ",msvc,2
"add esp, 0Ch  | * | jz loc_401482 ",msvc,1
"cmp [ebp+var_4], 0  | * | mov edx, dword_42250C ",msvc,1
"jz loc_401482  | * | mov ecx, [ebp+var_8] ",msvc,1
"mov ecx, [ebp+var_8]  | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | jnz short loc_4013E4 ",msvc,1
"mov edi, edx  | * | lea esp, [esp+0] ",msvc,1
jnz short loc_4013E4  | * | loc_4013D0:  ,msvc,1
"lea esp, [esp+0]  | * | cmp [eax+0Ch], ecx ",msvc,1
loc_4013D0:   | * | jge short loc_4013DA ,msvc,1
"cmp [eax+0Ch], ecx  | * | mov eax, [eax+8] ",msvc,1
jge short loc_4013DA  | * | jmp short loc_4013DE ,msvc,1
"mov eax, [eax+8]  | * | loc_4013DA:  ",msvc,1
"jmp short loc_4013DE  | * | mov edi, eax ",msvc,1
"loc_4013DA:   | * | mov eax, [eax] ",msvc,1
"mov edi, eax  | * | loc_4013DE:  ",msvc,1
loc_4013DE:   | * | jz short loc_4013D0 ,msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_4013E4:  ",msvc,1
"jz short loc_4013D0  | * | mov eax, edi ",msvc,1
"loc_4013E4:   | * | cmp edi, edx ",msvc,1
"mov eax, edi  | * | jz short loc_4013EF ",msvc,1
"cmp edi, edx  | * | cmp ecx, [edi+0Ch] ",msvc,1
jz short loc_4013EF  | * | jge short loc_40141C ,msvc,1
"cmp ecx, [edi+0Ch]  | * | loc_4013EF:  ",msvc,1
"jge short loc_40141C  | * | mov ecx, [ebp+var_8] ",msvc,1
"loc_4013EF:   | * | lea esi, [ebp+var_8C] ",msvc,1
"mov ecx, [ebp+var_8]  | * | mov [ebp+var_8C], ecx ",msvc,1
"lea esi, [ebp+var_8C]  | * | mov [ebp+var_88], 0 ",msvc,1
"mov [ebp+var_8C], ecx  | * | call sub_403750 ",msvc,1
"mov [ebp+var_88], 0  | * | push edi ",msvc,1
"call sub_403750  | * | lea ebx, [ebp+var_C] ",msvc,1
"lea ebx, [ebp+var_C]  | * | mov eax, [ebp+var_C] ",msvc,1
"mov eax, [ebp+var_C]  | * | loc_40141C:  ",msvc,1
"loc_40141C:   | * | lea edx, [ebp+var_2C] ",msvc,1
"mov esi, [eax+10h]  | * | push edx ",msvc,1
"lea edx, [ebp+var_2C]  | * | lea eax, [ebp+var_6C] ",msvc,1
"push edx  | * | mov [ebp+var_6C], ebx ",msvc,1
"lea eax, [ebp+var_6C]  | * | mov [ebp+var_68], esi ",msvc,1
"mov [ebp+var_6C], ebx  | * | call sub_401FC0 ",msvc,1
"mov [ebp+var_68], esi  | * | mov eax, [ebp+var_C] ",msvc,1
"call sub_401FC0  | * | mov ecx, [ebp+var_28] ",msvc,1
"mov eax, [ebp+var_C]  | * | mov edx, [ebp+var_2C] ",msvc,1
"mov ecx, [ebp+var_28]  | * | push eax ",msvc,1
"mov edx, [ebp+var_2C]  | * | push ecx ",msvc,1
"add esp, 0Ch  | * | jnz short loc_401482 ",msvc,1
"cmp [ebp+var_4], 0  | * | mov eax, 1 ",msvc,2
"jnz short loc_401482  | * | add dword_4073E8[esi*4], eax ",msvc,1
"mov eax, 1  | * | add dword_4075A0[ebx*4], eax ",msvc,2
"add dword_4073E8[esi*4], eax  | * | mov [ebp+var_30], esi ",msvc,1
"add dword_4075A0[ebx*4], eax  | * | lea esi, [ebp+var_34] ",msvc,1
"mov [ebp+var_30], esi  | * | mov [ebp+var_34], ebx ",msvc,1
