idiom,label,count
sub_401000 proc near   | * | jmp ds:??1exception@std@@UAE@XZ  ,msvc,1
push offset dword_4053C0  | * | call ds:scanf ,msvc,1
"push offset Format   | * | mov eax, dword_4053C4 ",msvc,1
"call ds:scanf  | * | add esp, 10h ",msvc,1
"mov eax, dword_4053C4  | * | mov [esp+40h+var_34], 0 ",msvc,1
"add esp, 10h  | * | test eax, eax ",msvc,1
"mov [esp+40h+var_34], 0  | * | jle short loc_4010EA ",msvc,1
"test eax, eax  | * | mov ebx, offset dword_13477E8 ",msvc,1
jle short loc_4010EA  | * | loc_4010A3:  ,msvc,1
"mov ebx, offset dword_13477E8  | * | push ebx ",msvc,1
"loc_4010A3:   | * | lea esi, [ebx+4] ",msvc,1
push ebx  | * | push esi ,msvc,4
"lea esi, [ebx+4]  | * | push offset aDD  ",msvc,1
push esi  | * | call ds:scanf ,msvc,1
"push offset aDD   | * | mov ecx, [esi] ",msvc,1
"call ds:scanf  | * | mov edx, [ebx] ",msvc,1
"mov ecx, [esi]  | * | add esp, 0Ch ",msvc,1
"mov edx, [ebx]  | * | lea esi, [esp+40h+var_20] ",msvc,1
"add esp, 0Ch  | * | mov [esp+40h+var_20], ecx ",msvc,1
"lea esi, [esp+40h+var_20]  | * | mov [esp+40h+var_1C], edx ",msvc,1
"mov [esp+40h+var_20], ecx  | * | call sub_401F00 ",msvc,1
"mov [esp+40h+var_1C], edx  | * | push eax ",msvc,1
"call sub_401F00  | * | lea edi, [esp+44h+var_8] ",msvc,1
push eax  | * | call sub_401BC0 ,msvc,1
"lea edi, [esp+44h+var_8]  | * | mov ecx, [esp+40h+var_34] ",msvc,1
"call sub_401BC0  | * | mov eax, dword_4053C4 ",msvc,1
"mov ecx, [esp+40h+var_34]  | * | inc ecx ",msvc,1
"mov eax, dword_4053C4  | * | add ebx, 8 ",msvc,1
"inc ecx  | * | mov [esp+40h+var_34], ecx ",msvc,1
"add ebx, 8  | * | cmp ecx, eax ",msvc,1
"mov [esp+40h+var_34], ecx  | * | jl short loc_4010A3 ",msvc,1
"cmp ecx, eax  | * | loc_4010EA:  ",msvc,1
"jl short loc_4010A3  | * | lea eax, dword_13477E8[eax*8] ",msvc,1
"loc_4010EA:   | * | mov ecx, eax ",msvc,1
"lea eax, dword_13477E8[eax*8]  | * | sub ecx, offset dword_13477E8 ",msvc,1
"mov ecx, eax  | * | sar ecx, 3 ",msvc,1
"sub ecx, offset dword_13477E8  | * | push ecx ",msvc,1
"sar ecx, 3  | * | push eax ",msvc,1
push ecx  | * | push offset dword_13477E8 ,msvc,1
push eax  | * | call sub_401F70 ,msvc,2
"push offset dword_13477E8  | * | mov esi, dword_4053C0 ",msvc,1
"call sub_401F70  | * | mov edx, dword_BA65CC ",msvc,1
"mov esi, dword_4053C0  | * | add esp, 0Ch ",msvc,1
"mov edx, dword_BA65CC  | * | xor edi, edi ",msvc,1
"add esp, 0Ch  | * | xor ebx, ebx ",msvc,1
"xor edi, edi  | * | test esi, esi ",msvc,1
"xor ebx, ebx  | * | js loc_4011CB ",msvc,1
"test esi, esi  | * | jmp short loc_401134 ",msvc,1
js loc_4011CB  | * | jmp short loc_401130 ,msvc,1
jmp short loc_401134  | * | align 10h ,msvc,1
jmp short loc_401130  | * | loc_401130:  ,msvc,1
"align 10h  | * | mov edx, [esp+40h+var_28] ",msvc,1
loc_401130:   | * | loc_401134:  ,msvc,1
"mov edx, [esp+40h+var_28]  | * | cmp dword_13477DC, 0 ",msvc,1
"loc_401134:   | * | lea eax, [esi+1] ",msvc,1
"cmp dword_13477DC, 0  | * | mov ecx, eax ",msvc,1
"lea eax, [esi+1]  | * | jz short loc_40114D ",msvc,1
"mov ecx, eax  | * | mov ecx, dword_13477D8 ",msvc,1
"jz short loc_40114D  | * | mov ecx, [ecx] ",msvc,1
"mov ecx, dword_13477D8  | * | mov ecx, [ecx+0Ch] ",msvc,1
"mov ecx, [ecx]  | * | loc_40114D:  ",msvc,1
"mov ecx, [ecx+0Ch]  | * | add ecx, edx ",msvc,1
"loc_40114D:   | * | mov [esp+40h+var_34], eax ",msvc,1
"add ecx, edx  | * | cmp eax, ecx ",msvc,1
"mov [esp+40h+var_34], eax  | * | mov [esp+40h+var_28], ecx ",msvc,1
"cmp eax, ecx  | * | lea eax, [esp+40h+var_34] ",msvc,1
"mov [esp+40h+var_28], ecx  | * | jl short loc_401163 ",msvc,1
"lea eax, [esp+40h+var_34]  | * | lea eax, [esp+40h+var_28] ",msvc,1
jl short loc_401163  | * | loc_401163:  ,msvc,1
"lea eax, [esp+40h+var_28]  | * | mov eax, [eax] ",msvc,1
"loc_401163:   | * | mov [esp+40h+var_28], eax ",msvc,1
"mov eax, [eax]  | * | mov dword_4053C8[ebx*4], eax ",msvc,1
"mov [esp+40h+var_28], eax  | * | cmp edi, dword_4053C4 ",msvc,1
"mov dword_4053C8[ebx*4], eax  | * | jge short loc_4011C2 ",msvc,1
"cmp edi, dword_4053C4  | * | loc_401178:  ",msvc,1
"jge short loc_4011C2  | * | mov eax, dword_13477E8[edi*8] ",msvc,1
"loc_401178:   | * | cmp eax, ebx ",msvc,1
"mov eax, dword_13477E8[edi*8]  | * | jnz short loc_4011BC ",msvc,1
"cmp eax, ebx  | * | mov edx, dword_13477EC[edi*8] ",msvc,1
"jnz short loc_4011BC  | * | mov [esp+40h+var_14], eax ",msvc,1
"mov edx, dword_13477EC[edi*8]  | * | lea eax, [esp+40h+var_10] ",msvc,1
"mov [esp+40h+var_14], eax  | * | push eax ",msvc,1
"lea eax, [esp+40h+var_10]  | * | lea eax, [esp+44h+var_18] ",msvc,1
"push eax  | * | mov [esp+44h+var_18], edx ",msvc,1
"lea eax, [esp+44h+var_18]  | * | call sub_401730 ",msvc,1
"mov [esp+44h+var_18], edx  | * | mov ecx, [esp+40h+var_C] ",msvc,1
"call sub_401730  | * | mov edx, [esp+40h+var_10] ",msvc,1
"mov ecx, [esp+40h+var_C]  | * | push ecx ",msvc,1
"mov edx, [esp+40h+var_10]  | * | push edx ",msvc,1
"push ecx  | * | lea esi, [esp+48h+var_24] ",msvc,1
push edx  | * | call sub_401340 ,msvc,1
"lea esi, [esp+48h+var_24]  | * | inc edi ",msvc,1
"call sub_401340  | * | cmp edi, dword_4053C4 ",msvc,1
inc edi  | * | jl short loc_401178 ,msvc,1
"cmp edi, dword_4053C4  | * | loc_4011BC:  ",msvc,1
"jl short loc_401178  | * | mov esi, dword_4053C0 ",msvc,1
loc_4011BC:   | * | loc_4011C2:  ,msvc,1
"mov esi, dword_4053C0  | * | inc ebx ",msvc,1
"loc_4011C2:   | * | cmp ebx, esi ",msvc,1
inc ebx  | * | jle loc_401130 ,msvc,1
"cmp ebx, esi  | * | loc_4011CB:  ",msvc,1
"jle loc_401130  | * | xor edx, edx ",msvc,1
"loc_4011CB:   | * | lea ecx, [edx+1] ",msvc,1
"xor edx, edx  | * | mov dword_BA65D0, edx ",msvc,1
"lea ecx, [edx+1]  | * | cmp esi, ecx ",msvc,1
"mov dword_BA65D0, edx  | * | jl loc_4012B6 ",msvc,1
"cmp esi, ecx  | * | mov [esp+40h+var_28], edx ",msvc,1
"jl loc_4012B6  | * | mov edi, offset unk_BA65D4 ",msvc,1
"mov [esp+40h+var_28], edx  | * | loc_4011E7:  ",msvc,1
"mov edi, offset unk_BA65D4  | * | mov dword ptr [edi], 0 ",msvc,1
"loc_4011E7:   | * | cmp dword_4053CC[edx*4], ecx ",msvc,1
"mov dword ptr [edi], 0  | * | jg short loc_401236 ",msvc,1
"cmp dword_4053CC[edx*4], ecx  | * | jmp short loc_401200 ",msvc,1
jg short loc_401236  | * | align 10h ,msvc,1
jmp short loc_401200  | * | loc_401200:  ,msvc,1
"align 10h  | * | mov eax, ecx ",msvc,1
"loc_401200:   | * | sub eax, dword_4053C8[edx*4] ",msvc,1
"mov eax, ecx  | * | mov esi, ecx ",msvc,1
"sub eax, dword_4053C8[edx*4]  | * | sub esi, dword_4053CC[edx*4] ",msvc,1
"mov esi, ecx  | * | mov eax, dword_BA65D0[eax*4] ",msvc,1
"sub esi, dword_4053CC[edx*4]  | * | mov esi, dword_BA65D0[esi*4] ",msvc,1
"mov eax, dword_BA65D0[eax*4]  | * | lea eax, [eax+edx+1] ",msvc,1
"mov esi, dword_BA65D0[esi*4]  | * | lea esi, [esi+edx+2] ",msvc,1
"lea eax, [eax+edx+1]  | * | cmp eax, esi ",msvc,1
"lea esi, [esi+edx+2]  | * | jg short loc_401236 ",msvc,1
"cmp eax, esi  | * | inc edx ",msvc,1
"jg short loc_401236  | * | cmp dword_4053CC[edx*4], ecx ",msvc,1
inc edx  | * | jle short loc_401200 ,msvc,1
"cmp dword_4053CC[edx*4], ecx  | * | loc_401236:  ",msvc,1
"jle short loc_401200  | * | lea eax, [edx-1F4h] ",msvc,1
"loc_401236:   | * | mov [esp+40h+var_34], eax ",msvc,1
"lea eax, [edx-1F4h]  | * | test eax, eax ",msvc,1
"mov [esp+40h+var_34], eax  | * | lea eax, [esp+40h+var_28] ",msvc,1
"test eax, eax  | * | js short loc_40124C ",msvc,1
"lea eax, [esp+40h+var_28]  | * | lea eax, [esp+40h+var_34] ",msvc,1
js short loc_40124C  | * | loc_40124C:  ,msvc,1
"lea eax, [esp+40h+var_34]  | * | mov esi, [eax] ",msvc,1
"loc_40124C:   | * | mov edi, edi ",msvc,1
"mov esi, [eax]  | * | loc_401250:  ",msvc,1
"mov edi, edi  | * | mov ebx, dword_4053C0 ",msvc,1
"loc_401250:   | * | lea eax, [edx+1F4h] ",msvc,1
"mov ebx, dword_4053C0  | * | mov [esp+40h+var_34], eax ",msvc,1
"lea eax, [edx+1F4h]  | * | cmp ebx, eax ",msvc,1
"mov [esp+40h+var_34], eax  | * | mov eax, offset dword_4053C0 ",msvc,1
"cmp ebx, eax  | * | jl short loc_40126D ",msvc,1
"mov eax, offset dword_4053C0  | * | lea eax, [esp+40h+var_34] ",msvc,1
jl short loc_40126D  | * | loc_40126D:  ,msvc,1
"lea eax, [esp+40h+var_34]  | * | cmp esi, [eax] ",msvc,1
loc_40126D:   | * | jg short loc_4012A4 ,msvc,1
"cmp esi, [eax]  | * | mov eax, dword_4053C8[esi*4] ",msvc,1
"jg short loc_4012A4  | * | cmp ecx, eax ",msvc,1
"mov eax, dword_4053C8[esi*4]  | * | jl short loc_4012A1 ",msvc,1
"cmp ecx, eax  | * | mov ebx, ecx ",msvc,1
"jl short loc_4012A1  | * | sub ebx, eax ",msvc,1
"mov ebx, ecx  | * | mov eax, dword_BA65D0[ebx*4] ",msvc,1
"sub ebx, eax  | * | lea eax, [eax+esi+1] ",msvc,1
"mov eax, dword_BA65D0[ebx*4]  | * | cmp [edi], eax ",msvc,1
"lea eax, [eax+esi+1]  | * | jg short loc_4012A1 ",msvc,1
"cmp [edi], eax  | * | mov [esp+40h+var_34], eax ",msvc,1
"jg short loc_4012A1  | * | mov edx, esi ",msvc,1
"mov [esp+40h+var_34], eax  | * | lea eax, [esp+40h+var_34] ",msvc,1
"mov edx, esi  | * | jl short loc_40129D ",msvc,1
"lea eax, [esp+40h+var_34]  | * | mov eax, edi ",msvc,1
jl short loc_40129D  | * | loc_40129D:  ,msvc,1
"mov eax, edi  | * | mov eax, [eax] ",msvc,1
"loc_40129D:   | * | mov [edi], eax ",msvc,1
"mov eax, [eax]  | * | loc_4012A1:  ",msvc,1
"mov [edi], eax  | * | inc esi ",msvc,1
loc_4012A1:   | * | jmp short loc_401250 ,msvc,1
inc esi  | * | loc_4012A4:  ,msvc,1
jmp short loc_401250  | * | inc ecx ,msvc,1
"loc_4012A4:   | * | add edi, 4 ",msvc,1
"inc ecx  | * | cmp ecx, ebx ",msvc,1
"add edi, 4  | * | jle loc_4011E7 ",msvc,1
"cmp ecx, ebx  | * | mov esi, dword_4053C0 ",msvc,1
jle loc_4011E7  | * | loc_4012B6:  ,msvc,1
"mov esi, dword_4053C0  | * | mov ecx, dword_BA65D0[esi*4] ",msvc,1
"loc_4012B6:   | * | mov esi, [esp+40h+var_30] ",msvc,1
"mov ecx, dword_BA65D0[esi*4]  | * | mov edx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov esi, [esp+40h+var_30]  | * | push ecx ",msvc,1
"mov edx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | push ecx ",msvc,1
push ecx  | * | push offset asc_40416C  ,msvc,1
push ecx  | * | push esi ,msvc,3
push offset asc_40416C   | * | push offset aCase  ,msvc,1
push esi  | * | push edx ,msvc,1
push offset aCase   | * | call sub_401950 ,msvc,1
"push edx  | * | add esp, 8 ",msvc,1
"call sub_401950  | * | mov ecx, eax ",msvc,2
"add esp, 8  | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z  ",msvc,1
"mov ecx, eax  | * | push eax ",msvc,1
call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z   | * | call sub_401950 ,msvc,1
"push eax  | * | add esp, 0Ch ",msvc,1
"add esp, 0Ch  | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z  ",msvc,1
"mov ecx, eax  | * | mov eax, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z  ",msvc,1
"call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z   | * | mov ecx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov eax, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z   | * | push eax ",msvc,1
"mov ecx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z  ",msvc,1
"push eax  | * | mov ecx, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z  ",msvc,1
call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z   | * | push ecx ,msvc,1
"mov ecx, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z   | * | mov ecx, ds:?cerr@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov ecx, ds:?cerr@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z  ",msvc,1
"push esi  | * | mov ecx, eax ",msvc,1
call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z   | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z  ,msvc,1
"mov ecx, eax  | * | inc esi ",msvc,1
"call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z   | * | mov [esp+40h+var_30], esi ",msvc,1
"inc esi  | * | cmp esi, [esp+40h+var_2C] ",msvc,1
"mov [esp+40h+var_30], esi  | * | jle loc_401070 ",msvc,1
"cmp esi, [esp+40h+var_2C]  | * | loc_401333:  ",msvc,1
jle loc_401070  | * | pop edi ,msvc,1
loc_401333:   | * | pop esi ,msvc,1
"pop edi  | * | xor eax, eax ",msvc,1
pop esi  | * | pop ebx ,msvc,2
"xor eax, eax  | * | mov esp, ebp ",msvc,1
pop ebx  | * | pop ebp ,msvc,14
"mov esp, ebp  | * | retn ",msvc,15
pop ebp  | * | _main endp ,msvc,1
retn  | * | align 10h ,msvc,17
_main endp  | * | sub_401340 proc near  ,msvc,1
var_4 = byte ptr -4  | * | arg_4 = dword ptr 0Ch ,data,1
push ebp  | * | push ecx ,msvc,5
"mov ebp, esp  | * | mov ecx, [ebp+arg_0] ",msvc,1
"push ecx  | * | mov eax, dword_13477D8 ",msvc,1
"mov ecx, [ebp+arg_0]  | * | mov edx, [ebp+arg_4] ",msvc,1
"mov eax, dword_13477D8  | * | cmp ecx, [eax] ",msvc,1
"mov edx, [ebp+arg_4]  | * | jnz short loc_40136D ",msvc,1
"cmp ecx, [eax]  | * | cmp edx, eax ",msvc,1
jnz short loc_40136D  | * | jnz short loc_40136D ,msvc,1
"cmp edx, eax  | * | call sub_4016C0 ",msvc,1
"jnz short loc_40136D  | * | mov eax, dword_13477D8 ",msvc,1
"call sub_4016C0  | * | mov ecx, [eax] ",msvc,1
"mov eax, dword_13477D8  | * | mov eax, esi ",msvc,1
"mov ecx, [eax]  | * | mov [esi], ecx ",msvc,1
"mov eax, esi  | * | mov esp, ebp ",msvc,2
"mov [esi], ecx  | * | pop ebp ",msvc,2
"mov esp, ebp  | * | retn 8 ",msvc,3
pop ebp  | * | loc_40136D:  ,msvc,1
"retn 8  | * | cmp ecx, edx ",msvc,1
loc_40136D:   | * | jz short loc_4013D0 ,msvc,1
"cmp ecx, edx  | * | loc_401371:  ",msvc,1
"jz short loc_4013D0  | * | cmp byte ptr [ecx+15h], 0 ",msvc,1
"loc_401371:   | * | mov edx, ecx ",msvc,1
"cmp byte ptr [ecx+15h], 0  | * | jnz short loc_4013BE ",msvc,1
"mov edx, ecx  | * | mov eax, [ecx+8] ",msvc,1
"jnz short loc_4013BE  | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, [ecx+8]  | * | jnz short loc_40139F ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | mov ecx, eax ",msvc,1
"jnz short loc_40139F  | * | mov eax, [ecx] ",msvc,1
"mov ecx, eax  | * | cmp byte ptr [eax+15h], 0 ",msvc,3
"mov eax, [ecx]  | * | jnz short loc_40139A ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | lea esp, [esp+0] ",msvc,2
jnz short loc_40139A  | * | loc_401390:  ,msvc,1
"lea esp, [esp+0]  | * | mov ecx, eax ",msvc,1
"loc_401390:   | * | mov eax, [ecx] ",msvc,1
"mov eax, [ecx]  | * | jz short loc_401390 ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_40139A:  ",msvc,1
"jz short loc_401390  | * | mov [ebp+arg_0], ecx ",msvc,1
loc_40139A:   | * | jmp short loc_4013BE ,msvc,1
"mov [ebp+arg_0], ecx  | * | loc_40139F:  ",msvc,1
"jmp short loc_4013BE  | * | mov eax, [ecx+4] ",msvc,1
"loc_40139F:   | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, [ecx+4]  | * | jnz short loc_4013BB ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_4013A8:  ",msvc,1
"jnz short loc_4013BB  | * | cmp ecx, [eax+8] ",msvc,1
loc_4013A8:   | * | jnz short loc_4013BB ,msvc,1
"cmp ecx, [eax+8]  | * | mov ecx, eax ",msvc,1
"jnz short loc_4013BB  | * | mov [ebp+arg_0], ecx ",msvc,1
"mov ecx, eax  | * | mov eax, [eax+4] ",msvc,1
"mov [ebp+arg_0], ecx  | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, [eax+4]  | * | jz short loc_4013A8 ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | loc_4013BB:  ",msvc,1
"jz short loc_4013A8  | * | mov [ebp+arg_0], eax ",msvc,1
loc_4013BB:   | * | loc_4013BE:  ,msvc,1
"mov [ebp+arg_0], eax  | * | push edx ",msvc,1
"loc_4013BE:   | * | lea edx, [ebp+var_4] ",msvc,1
push edx  | * | push edx ,msvc,1
"lea edx, [ebp+var_4]  | * | call sub_401460 ",msvc,1
"push edx  | * | mov ecx, [ebp+arg_0] ",msvc,1
"call sub_401460  | * | cmp ecx, [ebp+arg_4] ",msvc,1
"mov ecx, [ebp+arg_0]  | * | jnz short loc_401371 ",msvc,1
"cmp ecx, [ebp+arg_4]  | * | loc_4013D0:  ",msvc,1
"jnz short loc_401371  | * | mov eax, esi ",msvc,1
"loc_4013D0:   | * | mov [esi], ecx ",msvc,1
pop ebp  | * | sub_401340 endp ,msvc,1
retn 8  | * | align 10h ,msvc,2
sub_401340 endp  | * | loc_4013E0:  ,msvc,1
"align 10h  | * | mov eax, dword_13477D8 ",msvc,2
loc_4013E0:   | * | push eax ,msvc,1
"mov eax, dword_13477D8  | * | call ds:__imp_??3@YAXPAX@Z  ",msvc,2
push eax  | * | pop ecx ,msvc,1
call ds:__imp_??3@YAXPAX@Z   | * | retn ,msvc,1
pop ecx  | * | align 10h ,msvc,1
retn  | * | sub_4013F0 proc near  ,msvc,1
var_C = dword ptr -0Ch  | * | arg_0 = dword ptr 8 ,data,3
var_4 = dword ptr -4  | * | arg_4 = dword ptr 0Ch ,data,5
push ebp  | * | push 0FFFFFFFFh ,msvc,3
"mov ebp, esp  | * | push offset SEH_4013F0 ",msvc,1
"push 0FFFFFFFFh  | * | mov eax, large fs:0 ",msvc,3
push offset SEH_4013F0  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | push esi ",msvc,1
"push eax  | * | mov eax, ___security_cookie ",msvc,1
"push esi  | * | xor eax, ebp ",msvc,2
"mov eax, ___security_cookie  | * | push eax ",msvc,3
"xor eax, ebp  | * | lea eax, [ebp+var_C] ",msvc,3
"push eax  | * | mov large fs:0, eax ",msvc,3
"lea eax, [ebp+var_C]  | * | mov esi, [ebp+arg_0] ",msvc,1
"mov large fs:0, eax  | * | mov [ebp+var_4], 0 ",msvc,1
"mov esi, [ebp+arg_0]  | * | call ds:?uncaught_exception@std@@YA_NXZ  ",msvc,1
"mov [ebp+var_4], 0  | * | test al, al ",msvc,1
call ds:?uncaught_exception@std@@YA_NXZ   | * | jnz short loc_40142F ,msvc,1
"test al, al  | * | mov ecx, [esi] ",msvc,1
jnz short loc_40142F  | * | call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ  ,msvc,1
"mov ecx, [esi]  | * | loc_40142F:  ",msvc,1
"call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ   | * | mov [ebp+var_4], 0FFFFFFFFh ",msvc,2
"loc_40142F:   | * | mov eax, [esi] ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | mov ecx, [eax] ",msvc,1
"mov eax, [esi]  | * | mov edx, [ecx+4] ",msvc,1
"mov ecx, [eax]  | * | mov eax, [edx+eax+38h] ",msvc,2
"mov edx, [ecx+4]  | * | test eax, eax ",msvc,2
"mov eax, [edx+eax+38h]  | * | jz short loc_40144E ",msvc,1
"test eax, eax  | * | mov edx, [eax] ",msvc,2
"jz short loc_40144E  | * | mov ecx, eax ",msvc,1
"mov edx, [eax]  | * | mov eax, [edx+8] ",msvc,2
"mov ecx, eax  | * | call eax ",msvc,1
"mov eax, [edx+8]  | * | loc_40144E:  ",msvc,1
"call eax  | * | mov ecx, [ebp+var_C] ",msvc,1
"loc_40144E:   | * | mov large fs:0, ecx ",msvc,1
"mov ecx, [ebp+var_C]  | * | pop ecx ",msvc,3
"mov large fs:0, ecx  | * | pop esi ",msvc,2
"pop ecx  | * | mov esp, ebp ",msvc,2
pop esi  | * | pop ebp ,msvc,4
"mov esp, ebp  | * | retn 4 ",msvc,4
pop ebp  | * | sub_4013F0 endp ,msvc,1
retn 4  | * | sub_401460 proc near  ,msvc,1
"mov ebp, esp  | * | mov eax, [ebp+arg_4] ",msvc,1
"push ecx  | * | cmp byte ptr [eax+15h], 0 ",msvc,1
"mov eax, [ebp+arg_4]  | * | jz short loc_401478 ",msvc,1
"cmp byte ptr [eax+15h], 0  | * | push offset aInvalidMapSetT  ",msvc,1
jz short loc_401478  | * | call ds:?_Xout_of_range@std@@YAXPBD@Z  ,msvc,1
push offset aInvalidMapSetT   | * | loc_401478:  ,msvc,1
call ds:?_Xout_of_range@std@@YAXPBD@Z   | * | push ebx ,msvc,1
loc_401478:   | * | push esi ,msvc,1
