idiom,label,count
"mov rdx, [rdx-18h]  | * | mov [rbp+var_90], rcx ",xcode,1
"add rcx, rdx  | * | mov rcx, [rbp+var_90] ",xcode,1
"mov [rbp+var_90], rcx  | * | mov [rbp+var_88], rcx ",xcode,1
"mov rcx, [rbp+var_90]  | * | mov rcx, [rbp+var_88] ",xcode,1
"mov [rbp+var_88], rcx  | * | mov rcx, [rcx+28h] ",xcode,1
"mov rcx, [rbp+var_88]  | * | mov [rax], rcx ",xcode,1
"mov rcx, [rcx+28h]  | * | mov rax, [rbp+var_D0] ",xcode,1
"mov [rax], rcx  | * | mov rcx, [rax] ",xcode,1
"mov rax, [rbp+var_D0]  | * | mov rcx, [rcx-18h] ",xcode,2
"mov rcx, [rax]  | * | add rax, rcx ",xcode,3
"mov rcx, [rcx-18h]  | * | mov [rbp+var_60], rax ",xcode,1
"add rax, rcx  | * | mov rax, [rbp+var_60] ",xcode,1
"mov [rbp+var_60], rax  | * | mov esi, [rax+8] ",xcode,1
"mov rax, [rbp+var_60]  | * | mov [rbp+var_110], esi ",xcode,1
"mov esi, [rax+8]  | * | mov eax, [rbp+var_110] ",xcode,1
"mov [rbp+var_110], esi  | * | and eax, 0B0h ",xcode,1
"mov eax, [rbp+var_110]  | * | cmp eax, 20h  ",xcode,1
"and eax, 0B0h  | * | jnz loc_100000BF7 ",xcode,1
"cmp eax, 20h   | * | lea rax, [rbp+var_D1] ",xcode,1
"jnz loc_100000BF7  | * | add rax, 1 ",xcode,1
"lea rax, [rbp+var_D1]  | * | mov [rbp+var_118], rax ",xcode,1
"add rax, 1  | * | jmp loc_100000C0A ",xcode,1
"mov [rbp+var_118], rax  | * | loc_100000BF7:  ",xcode,1
"jmp loc_100000C0A  | * | lea rax, [rbp+var_D1] ",xcode,1
"loc_100000BF7:   | * | mov [rbp+var_118], rax ",xcode,1
"lea rax, [rbp+var_D1]  | * | jmp $+5 ",xcode,1
"mov [rbp+var_118], rax  | * | loc_100000C0A:  ",xcode,1
"jmp $+5  | * | mov rax, [rbp+var_118] ",xcode,1
"loc_100000C0A:   | * | lea rcx, [rbp+var_D1] ",xcode,1
"mov rax, [rbp+var_118]  | * | add rcx, 1 ",xcode,1
"lea rcx, [rbp+var_D1]  | * | mov rdx, [rbp+var_D0] ",xcode,1
"add rcx, 1  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_D0]  | * | mov rsi, [rsi-18h] ",xcode,1
"mov rsi, [rdx]  | * | add rdx, rsi ",xcode,3
"mov rsi, [rsi-18h]  | * | mov rsi, [rbp+var_D0] ",xcode,1
"add rdx, rsi  | * | mov rdi, [rsi] ",xcode,2
"mov rsi, [rbp+var_D0]  | * | mov rdi, [rdi-18h] ",xcode,1
"mov rdi, [rsi]  | * | add rsi, rdi ",xcode,2
"mov rdi, [rdi-18h]  | * | mov [rbp+var_50], rsi ",xcode,2
"add rsi, rdi  | * | mov rsi, [rbp+var_50] ",xcode,2
"mov [rbp+var_50], rsi  | * | mov r8d, [rsi+90h] ",xcode,2
"mov rsi, [rbp+var_50]  | * | mov [rbp+var_4], 0FFFFFFFFh ",xcode,2
"mov r8d, [rsi+90h]  | * | mov [rbp+var_8], r8d ",xcode,2
"mov [rbp+var_4], 0FFFFFFFFh  | * | mov r8d, [rbp+var_4] ",xcode,2
"mov [rbp+var_8], r8d  | * | cmp r8d, [rbp+var_8] ",xcode,2
"mov r8d, [rbp+var_4]  | * | mov [rbp+var_120], rax ",xcode,1
"cmp r8d, [rbp+var_8]  | * | mov [rbp+var_128], rcx ",xcode,1
"mov [rbp+var_120], rax  | * | mov [rbp+var_130], rdx ",xcode,1
"mov [rbp+var_128], rcx  | * | mov [rbp+var_138], rsi ",xcode,1
"mov [rbp+var_130], rdx  | * | jnz loc_100000D7B ",xcode,1
"mov [rbp+var_138], rsi  | * | mov rax, [rbp+var_138] ",xcode,1
"jnz loc_100000D7B  | * | mov [rbp+var_28], rax ",xcode,1
"mov rax, [rbp+var_138]  | * | mov [rbp+var_29], 20h  ",xcode,1
"mov [rbp+var_28], rax  | * | mov rsi, [rbp+var_28] ",xcode,2
"mov [rbp+var_29], 20h   | * | lea rdi, [rbp+var_38]  ",xcode,2
"mov rsi, [rbp+var_28]  | * | call __ZNKSt3__18ios_base6getlocEv  ",xcode,2
"lea rdi, [rbp+var_38]   | * | jmp $+5 ",xcode,6
call __ZNKSt3__18ios_base6getlocEv   | * | loc_100000CA6:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_38] ",xcode,2
"loc_100000CA6:   | * | mov [rbp+var_20], rax ",xcode,1
"lea rax, [rbp+var_38]  | * | mov rsi, cs:__ZNSt3__15ctypeIcE2idE_ptr ",xcode,2
"mov [rbp+var_20], rax  | * | mov rdi, rax ",xcode,2
"mov rsi, cs:__ZNSt3__15ctypeIcE2idE_ptr  | * | call __ZNKSt3__16locale9use_facetERNS0_2idE  ",xcode,3
"mov rdi, rax  | * | mov [rbp+var_140], rax ",xcode,1
call __ZNKSt3__16locale9use_facetERNS0_2idE   | * | jmp $+5 ,xcode,3
"mov [rbp+var_140], rax  | * | loc_100000CC9:  ",xcode,1
"jmp $+5  | * | mov al, [rbp+var_29] ",xcode,2
"loc_100000CC9:   | * | mov rcx, [rbp+var_140] ",xcode,1
"mov al, [rbp+var_29]  | * | mov [rbp+var_10], rcx ",xcode,2
"mov rcx, [rbp+var_140]  | * | mov [rbp+var_11], al ",xcode,1
"mov [rbp+var_10], rcx  | * | mov rdx, [rbp+var_10] ",xcode,2
"mov [rbp+var_11], al  | * | mov rsi, [rdx] ",xcode,2
"mov rdx, [rbp+var_10]  | * | mov rsi, [rsi+38h] ",xcode,2
"mov rsi, [rdx]  | * | movsx edi, [rbp+var_11] ",xcode,2
"mov rsi, [rsi+38h]  | * | mov [rbp+var_144], edi ",xcode,1
"movsx edi, [rbp+var_11]  | * | mov rdi, rdx ",xcode,2
"mov [rbp+var_144], edi  | * | mov r8d, [rbp+var_144] ",xcode,1
"mov rdi, rdx  | * | mov [rbp+var_150], rsi ",xcode,1
"mov r8d, [rbp+var_144]  | * | mov esi, r8d ",xcode,1
"mov [rbp+var_150], rsi  | * | mov rdx, [rbp+var_150] ",xcode,1
"mov esi, r8d  | * | call rdx ",xcode,3
"mov rdx, [rbp+var_150]  | * | mov [rbp+var_151], al ",xcode,1
call rdx  | * | jmp loc_100000D57 ,xcode,1
"mov [rbp+var_151], al  | * | mov ecx, edx ",xcode,1
"jmp loc_100000D57  | * | mov [rbp+var_40], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_44], ecx ",xcode,2
"mov [rbp+var_40], rax  | * | lea rdi, [rbp+var_38]  ",xcode,2
"mov [rbp+var_44], ecx  | * | call __ZNSt3__16localeD1Ev  ",xcode,2
call __ZNSt3__16localeD1Ev   | * | loc_100000D2E:  ,xcode,1
"jmp $+5  | * | mov rax, [rbp+var_40] ",xcode,2
"loc_100000D2E:   | * | mov ecx, [rbp+var_44] ",xcode,1
"mov rax, [rbp+var_40]  | * | mov [rbp+var_160], rax ",xcode,1
"mov ecx, [rbp+var_44]  | * | mov [rbp+var_164], ecx ",xcode,1
"mov [rbp+var_160], rax  | * | jmp loc_100000E69 ",xcode,1
"mov [rbp+var_164], ecx  | * | mov ecx, edx ",xcode,1
"jmp loc_100000E69  | * | mov rdi, rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_168], ecx ",xcode,1
"mov rdi, rax  | * | call ___clang_call_terminate ",xcode,6
"mov [rbp+var_168], ecx  | * | loc_100000D57:  ",xcode,1
"call ___clang_call_terminate  | * | lea rdi, [rbp+var_38]  ",xcode,2
loc_100000D57:   | * | call __ZNSt3__16localeD1Ev  ,xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_100000D65:  ,xcode,1
"jmp $+5  | * | mov al, [rbp+var_151] ",xcode,1
"loc_100000D65:   | * | movsx ecx, al ",xcode,1
"mov al, [rbp+var_151]  | * | mov rdx, [rbp+var_138] ",xcode,1
"movsx ecx, al  | * | mov [rdx+90h], ecx ",xcode,2
"mov rdx, [rbp+var_138]  | * | loc_100000D7B:  ",xcode,1
"mov [rdx+90h], ecx  | * | mov rax, [rbp+var_138] ",xcode,1
"loc_100000D7B:   | * | mov ecx, [rax+90h] ",xcode,1
"mov rax, [rbp+var_138]  | * | mov dl, cl ",xcode,1
"mov ecx, [rax+90h]  | * | mov [rbp+var_169], dl ",xcode,1
"mov dl, cl  | * | mov rdi, [rbp+var_100] ",xcode,1
"mov [rbp+var_169], dl  | * | mov al, [rbp+var_169] ",xcode,1
"mov rdi, [rbp+var_100]  | * | movsx r9d, al ",xcode,1
"mov al, [rbp+var_169]  | * | lea rsi, [rbp+var_D1] ",xcode,1
"movsx r9d, al  | * | mov rdx, [rbp+var_120] ",xcode,1
"lea rsi, [rbp+var_D1]  | * | mov rcx, [rbp+var_128] ",xcode,1
"mov rdx, [rbp+var_120]  | * | mov r8, [rbp+var_130] ",xcode,1
"mov rcx, [rbp+var_128]  | * | call __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_  ",xcode,1
"mov r8, [rbp+var_130]  | * | mov [rbp+var_178], rax ",xcode,1
call __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_   | * | jmp $+5 ,xcode,2
"mov [rbp+var_178], rax  | * | loc_100000DCE:  ",xcode,1
"jmp $+5  | * | lea rax, [rbp+var_108] ",xcode,1
"loc_100000DCE:   | * | mov rcx, [rbp+var_178] ",xcode,1
"lea rax, [rbp+var_108]  | * | mov [rbp+var_108], rcx ",xcode,1
"mov rcx, [rbp+var_178]  | * | mov [rbp+var_58], rax ",xcode,1
"mov [rbp+var_108], rcx  | * | mov rax, [rbp+var_58] ",xcode,1
"mov [rbp+var_58], rax  | * | cmp qword ptr [rax], 0 ",xcode,2
"mov rax, [rbp+var_58]  | * | jnz loc_100000E94 ",xcode,1
"cmp qword ptr [rax], 0  | * | mov rax, [rbp+var_D0] ",xcode,1
"jnz loc_100000E94  | * | mov rcx, [rax] ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_78], rax ",xcode,2
"add rax, rcx  | * | mov [rbp+var_7C], 5 ",xcode,2
"mov [rbp+var_78], rax  | * | mov rax, [rbp+var_78] ",xcode,2
"mov [rbp+var_7C], 5  | * | mov [rbp+var_68], rax ",xcode,2
"mov rax, [rbp+var_78]  | * | mov [rbp+var_6C], 5 ",xcode,2
"mov [rbp+var_68], rax  | * | mov rax, [rbp+var_68] ",xcode,2
"mov [rbp+var_6C], 5  | * | mov edx, [rax+20h] ",xcode,2
"mov rax, [rbp+var_68]  | * | or edx, 5 ",xcode,2
"mov edx, [rax+20h]  | * | mov rdi, rax  ",xcode,2
"or edx, 5  | * | mov esi, edx  ",xcode,2
"mov rdi, rax   | * | call __ZNSt3__18ios_base5clearEj  ",xcode,2
"mov esi, edx   | * | jmp $+5 ",xcode,2
call __ZNSt3__18ios_base5clearEj   | * | loc_100000E3C:  ,xcode,1
jmp $+5  | * | jmp $+5 ,xcode,6
loc_100000E3C:   | * | loc_100000E41:  ,xcode,1
jmp $+5  | * | jmp loc_100000E94 ,xcode,1
"loc_100000E41:   | * | mov ecx, edx ",xcode,1
"jmp loc_100000E94  | * | mov [rbp+var_F0], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_F4], ecx ",xcode,1
"mov [rbp+var_F0], rax  | * | jmp loc_100000EB4 ",xcode,1
"mov [rbp+var_F4], ecx  | * | mov ecx, edx ",xcode,1
"jmp loc_100000EB4  | * | mov [rbp+var_160], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_164], ecx ",xcode,1
"mov [rbp+var_160], rax  | * | loc_100000E69:  ",xcode,1
"mov [rbp+var_164], ecx  | * | mov eax, [rbp+var_164] ",xcode,1
"loc_100000E69:   | * | mov rcx, [rbp+var_160] ",xcode,1
"mov eax, [rbp+var_164]  | * | mov [rbp+var_F0], rcx ",xcode,1
"mov rcx, [rbp+var_160]  | * | mov [rbp+var_F4], eax ",xcode,1
"mov [rbp+var_F0], rcx  | * | lea rdi, [rbp+var_E8] ",xcode,1
"mov [rbp+var_F4], eax  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev  ",xcode,1
"lea rdi, [rbp+var_E8]  | * | jmp loc_100000EAF ",xcode,1
call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev   | * | loc_100000E94:  ,xcode,1
jmp loc_100000EAF  | * | jmp $+5 ,xcode,1
loc_100000E94:   | * | loc_100000E99:  ,xcode,1
"jmp $+5  | * | lea rdi, [rbp+var_E8] ",xcode,1
loc_100000E99:   | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev  ,xcode,1
call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev   | * | loc_100000EAA:  ,xcode,1
jmp $+5  | * | jmp loc_100000EE7 ,xcode,1
loc_100000EAA:   | * | loc_100000EAF:  ,xcode,1
jmp loc_100000EE7  | * | jmp $+5 ,xcode,1
loc_100000EAF:   | * | loc_100000EB4:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_F0]  ",xcode,1
loc_100000EB4:   | * | call ___cxa_begin_catch ,xcode,1
"mov rdi, [rbp+var_F0]   | * | mov rdi, [rbp+var_D0] ",xcode,1
"call ___cxa_begin_catch  | * | mov rcx, [rdi] ",xcode,2
"mov rdi, [rbp+var_D0]  | * | mov rcx, [rcx-18h] ",xcode,1
"mov rcx, [rdi]  | * | add rdi, rcx  ",xcode,2
"mov rcx, [rcx-18h]  | * | mov [rbp+var_180], rax ",xcode,1
"add rdi, rcx   | * | call __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv  ",xcode,2
"mov [rbp+var_180], rax  | * | jmp $+5 ",xcode,1
call __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv   | * | loc_100000EE2:  ,xcode,1
jmp $+5  | * | call ___cxa_end_catch ,xcode,2
loc_100000EE2:   | * | loc_100000EE7:  ,xcode,1
"call ___cxa_end_catch  | * | mov rax, [rbp+var_D0] ",xcode,1
"loc_100000EE7:   | * | add rsp, 190h ",xcode,1
"mov rax, [rbp+var_D0]  | * | pop rbp ",xcode,1
"add rsp, 190h  | * | retn ",xcode,1
pop rbp  | * | __ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_c endp ,xcode,1
"retn  | * | mov ecx, edx ",xcode,2
"__ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_c endp  | * | mov [rbp-0F0h], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp-0F4h], ecx ",xcode,1
"mov [rbp-0F0h], rax  | * | call ___cxa_end_catch ",xcode,1
"mov [rbp-0F4h], ecx  | * | jmp $+5 ",xcode,1
call ___cxa_end_catch  | * | loc_100000F10:  ,xcode,1
loc_100000F10:   | * | loc_100000F15:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp-0F0h] ",xcode,1
loc_100000F15:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp-0F0h]  | * | mov ecx, edx ",xcode,1
"call __Unwind_Resume  | * | mov rdi, rax ",xcode,3
"mov ecx, edx  | * | mov [rbp-184h], ecx ",xcode,1
"mov [rbp-184h], ecx  | * | align 20h ",xcode,1
call ___clang_call_terminate  | * | __ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc proc near ,xcode,1
var_1A8 = qword ptr -1A8h  | * | var_191 = byte ptr -191h ,data,1
var_1A0 = qword ptr -1A0h  | * | var_190 = dword ptr -190h ,data,1
var_191 = byte ptr -191h  | * | var_18C = dword ptr -18Ch ,data,1
var_190 = dword ptr -190h  | * | var_188 = qword ptr -188h ,data,1
var_18C = dword ptr -18Ch  | * | var_179 = byte ptr -179h ,data,1
var_188 = qword ptr -188h  | * | var_178 = qword ptr -178h ,data,2
var_179 = byte ptr -179h  | * | var_16C = dword ptr -16Ch ,data,1
var_178 = qword ptr -178h  | * | var_168 = qword ptr -168h ,data,2
var_16C = dword ptr -16Ch  | * | var_160 = qword ptr -160h ,data,1
var_168 = qword ptr -168h  | * | var_158 = qword ptr -158h ,data,2
var_158 = qword ptr -158h  | * | var_148 = qword ptr -148h ,data,2
var_148 = qword ptr -148h  | * | var_134 = dword ptr -134h ,data,1
var_134 = dword ptr -134h  | * | var_128 = qword ptr -128h ,data,1
var_130 = qword ptr -130h  | * | var_119 = byte ptr -119h ,data,1
var_119 = byte ptr -119h  | * | var_110 = qword ptr -110h ,data,1
var_118 = qword ptr -118h  | * | var_108 = qword ptr -108h ,data,2
var_110 = qword ptr -110h  | * | var_FC = dword ptr -0FCh ,data,1
var_108 = qword ptr -108h  | * | var_F8 = qword ptr -0F8h ,data,2
var_FC = dword ptr -0FCh  | * | var_F0 = byte ptr -0F0h ,data,1
var_F8 = qword ptr -0F8h  | * | var_E0 = qword ptr -0E0h ,data,1
var_F0 = byte ptr -0F0h  | * | var_D8 = qword ptr -0D8h ,data,1
var_E0 = qword ptr -0E0h  | * | var_D0 = qword ptr -0D0h ,data,2
var_D8 = qword ptr -0D8h  | * | var_C8 = qword ptr -0C8h ,data,2
"push rbp  | * | sub rsp, 1B0h ",xcode,1
"mov rbp, rsp  | * | mov [rbp+var_D8], rdi ",xcode,1
"sub rsp, 1B0h  | * | mov [rbp+var_E0], rsi ",xcode,1
"mov [rbp+var_D8], rdi  | * | mov rsi, [rbp+var_D8] ",xcode,1
"mov [rbp+var_E0], rsi  | * | lea rdi, [rbp+var_F0] ",xcode,1
"mov rsi, [rbp+var_D8]  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_  ",xcode,1
"lea rdi, [rbp+var_F0]  | * | jmp $+5 ",xcode,2
call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_   | * | loc_100000F71:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_F0] ",xcode,1
"loc_100000F71:   | * | mov [rbp+var_D0], rax ",xcode,1
"lea rax, [rbp+var_F0]  | * | mov rax, [rbp+var_D0] ",xcode,1
"mov [rbp+var_D0], rax  | * | mov cl, [rax] ",xcode,1
"mov rax, [rbp+var_D0]  | * | mov [rbp+var_119], cl ",xcode,1
"mov cl, [rax]  | * | mov al, [rbp+var_119] ",xcode,1
"mov [rbp+var_119], cl  | * | test al, 1 ",xcode,1
"mov al, [rbp+var_119]  | * | jnz loc_100000FA1 ",xcode,1
"test al, 1  | * | jmp loc_100001346 ",xcode,1
jnz loc_100000FA1  | * | loc_100000FA1:  ,xcode,1
"jmp loc_100001346  | * | mov rax, [rbp+var_E0] ",xcode,1
"loc_100000FA1:   | * | mov [rbp+var_C8], rax ",xcode,1
"mov rax, [rbp+var_E0]  | * | mov rdi, rax  ",xcode,1
"mov [rbp+var_C8], rax  | * | call _strlen ",xcode,1
"mov rdi, rax   | * | mov [rbp+var_128], rax ",xcode,1
call _strlen  | * | jmp $+5 ,xcode,1
"mov [rbp+var_128], rax  | * | loc_100000FC3:  ",xcode,1
loc_100000FC3:   | * | loc_100000FC8:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_110] ",xcode,1
"loc_100000FC8:   | * | mov rcx, [rbp+var_128] ",xcode,1
"lea rax, [rbp+var_110]  | * | mov [rbp+var_108], rcx ",xcode,1
"mov rcx, [rbp+var_128]  | * | mov rdx, [rbp+var_D8] ",xcode,1
"mov [rbp+var_108], rcx  | * | mov [rbp+var_B8], rax ",xcode,1
"mov rdx, [rbp+var_D8]  | * | mov [rbp+var_C0], rdx ",xcode,1
"mov [rbp+var_C0], rdx  | * | mov rdx, [rbp+var_C0] ",xcode,1
"mov rdx, [rbp+var_C0]  | * | mov [rbp+var_A0], rdx ",xcode,1
"mov [rbp+var_A0], rdx  | * | mov rdx, [rbp+var_A0] ",xcode,1
"mov rax, [rbp+var_98]  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_A0]  | * | mov rsi, [rsi-18h] ",xcode,1
"mov rsi, [rsi-18h]  | * | mov [rbp+var_90], rdx ",xcode,1
"add rdx, rsi  | * | mov rdx, [rbp+var_90] ",xcode,1
"mov [rbp+var_90], rdx  | * | mov [rbp+var_88], rdx ",xcode,1
"mov rdx, [rbp+var_90]  | * | mov rdx, [rbp+var_88] ",xcode,1
"mov [rbp+var_88], rdx  | * | mov rdx, [rdx+28h] ",xcode,1
"mov rdx, [rbp+var_88]  | * | mov [rax], rdx ",xcode,1
"mov rdx, [rdx+28h]  | * | mov rsi, [rbp+var_E0] ",xcode,1
"mov [rax], rdx  | * | mov rax, [rbp+var_D8] ",xcode,1
"mov rsi, [rbp+var_E0]  | * | mov rdx, [rax] ",xcode,1
"mov rax, [rbp+var_D8]  | * | mov rdx, [rdx-18h] ",xcode,1
"mov rdx, [rax]  | * | add rax, rdx ",xcode,1
"mov rdx, [rdx-18h]  | * | mov [rbp+var_60], rax ",xcode,1
"add rax, rdx  | * | mov rax, [rbp+var_60] ",xcode,1
"mov [rbp+var_60], rax  | * | mov edi, [rax+8] ",xcode,1
"mov rax, [rbp+var_60]  | * | mov [rbp+var_130], rsi ",xcode,1
"mov edi, [rax+8]  | * | mov [rbp+var_134], edi ",xcode,1
"mov [rbp+var_130], rsi  | * | mov eax, [rbp+var_134] ",xcode,1
"mov [rbp+var_134], edi  | * | and eax, 0B0h ",xcode,1
"mov eax, [rbp+var_134]  | * | cmp eax, 20h  ",xcode,1
"and eax, 0B0h  | * | jnz loc_1000010A9 ",xcode,1
"cmp eax, 20h   | * | mov rax, [rbp+var_E0] ",xcode,1
"jnz loc_1000010A9  | * | add rax, [rbp+var_108] ",xcode,1
"mov rax, [rbp+var_E0]  | * | mov [rbp+var_140], rax ",xcode,1
"add rax, [rbp+var_108]  | * | jmp loc_1000010B7 ",xcode,1
"mov [rbp+var_140], rax  | * | loc_1000010A9:  ",xcode,1
"jmp loc_1000010B7  | * | mov rax, [rbp+var_E0] ",xcode,1
"loc_1000010A9:   | * | mov [rbp+var_140], rax ",xcode,1
"mov rax, [rbp+var_E0]  | * | loc_1000010B7:  ",xcode,1
"mov [rbp+var_140], rax  | * | mov rax, [rbp+var_140] ",xcode,1
"loc_1000010B7:   | * | mov rcx, [rbp+var_E0] ",xcode,1
"mov rax, [rbp+var_140]  | * | add rcx, [rbp+var_108] ",xcode,1
"mov rcx, [rbp+var_E0]  | * | mov rdx, [rbp+var_D8] ",xcode,1
"add rcx, [rbp+var_108]  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_D8]  | * | mov rsi, [rsi-18h] ",xcode,1
"mov rsi, [rsi-18h]  | * | mov rsi, [rbp+var_D8] ",xcode,1
"mov rsi, [rbp+var_D8]  | * | mov rdi, [rdi-18h] ",xcode,1
"mov r8d, [rbp+var_4]  | * | mov [rbp+var_148], rax ",xcode,1
"cmp r8d, [rbp+var_8]  | * | mov [rbp+var_150], rcx ",xcode,1
"mov [rbp+var_148], rax  | * | mov [rbp+var_158], rdx ",xcode,1
"mov [rbp+var_150], rcx  | * | mov [rbp+var_160], rsi ",xcode,1
"mov [rbp+var_158], rdx  | * | jnz loc_100001228 ",xcode,1
"mov [rbp+var_160], rsi  | * | mov rax, [rbp+var_160] ",xcode,1
"jnz loc_100001228  | * | mov [rbp+var_28], rax ",xcode,1
"mov rax, [rbp+var_160]  | * | mov [rbp+var_29], 20h  ",xcode,1
call __ZNKSt3__18ios_base6getlocEv   | * | loc_100001153:  ,xcode,1
"loc_100001153:   | * | mov [rbp+var_20], rax ",xcode,1
"mov rdi, rax  | * | mov [rbp+var_168], rax ",xcode,1
"mov [rbp+var_168], rax  | * | loc_100001176:  ",xcode,1
"loc_100001176:   | * | mov rcx, [rbp+var_168] ",xcode,1
"mov rcx, [rbp+var_168]  | * | mov [rbp+var_11], al ",xcode,1
"mov rsi, [rsi+38h]  | * | mov [rbp+var_16C], edi ",xcode,1
"mov [rbp+var_16C], edi  | * | mov r8d, [rbp+var_16C] ",xcode,1
"mov rdi, rdx  | * | mov [rbp+var_178], rsi ",xcode,1
"mov r8d, [rbp+var_16C]  | * | mov esi, r8d ",xcode,1
"mov [rbp+var_178], rsi  | * | mov rdx, [rbp+var_178] ",xcode,1
"mov rdx, [rbp+var_178]  | * | mov [rbp+var_179], al ",xcode,1
call rdx  | * | jmp loc_100001204 ,xcode,1
"mov [rbp+var_179], al  | * | mov ecx, edx ",xcode,1
"jmp loc_100001204  | * | mov [rbp+var_40], rax ",xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_1000011DB:  ,xcode,1
"loc_1000011DB:   | * | mov ecx, [rbp+var_44] ",xcode,1
"mov rax, [rbp+var_40]  | * | mov [rbp+var_188], rax ",xcode,1
"mov ecx, [rbp+var_44]  | * | mov [rbp+var_18C], ecx ",xcode,1
"mov [rbp+var_188], rax  | * | jmp loc_100001316 ",xcode,1
"mov [rbp+var_18C], ecx  | * | mov ecx, edx ",xcode,1
"jmp loc_100001316  | * | mov rdi, rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_190], ecx ",xcode,1
"mov [rbp+var_190], ecx  | * | loc_100001204:  ",xcode,1
loc_100001204:   | * | call __ZNSt3__16localeD1Ev  ,xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_100001212:  ,xcode,1
"jmp $+5  | * | mov al, [rbp+var_179] ",xcode,1
"loc_100001212:   | * | movsx ecx, al ",xcode,1
"mov al, [rbp+var_179]  | * | mov rdx, [rbp+var_160] ",xcode,1
"mov rdx, [rbp+var_160]  | * | loc_100001228:  ",xcode,1
"mov [rdx+90h], ecx  | * | mov rax, [rbp+var_160] ",xcode,1
"loc_100001228:   | * | mov ecx, [rax+90h] ",xcode,1
"mov rax, [rbp+var_160]  | * | mov dl, cl ",xcode,1
"mov ecx, [rax+90h]  | * | mov [rbp+var_191], dl ",xcode,1
"mov dl, cl  | * | mov rdi, [rbp+var_110] ",xcode,1
"mov [rbp+var_191], dl  | * | mov al, [rbp+var_191] ",xcode,1
"mov rdi, [rbp+var_110]  | * | movsx r9d, al ",xcode,1
"mov al, [rbp+var_191]  | * | mov rsi, [rbp+var_130] ",xcode,1
"movsx r9d, al  | * | mov rdx, [rbp+var_148] ",xcode,1
"mov rsi, [rbp+var_130]  | * | mov rcx, [rbp+var_150] ",xcode,1
"mov rdx, [rbp+var_148]  | * | mov r8, [rbp+var_158] ",xcode,1
"mov rcx, [rbp+var_150]  | * | call __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_  ",xcode,1
"mov r8, [rbp+var_158]  | * | mov [rbp+var_1A0], rax ",xcode,1
"mov [rbp+var_1A0], rax  | * | loc_10000127B:  ",xcode,1
"jmp $+5  | * | lea rax, [rbp+var_118] ",xcode,1
"loc_10000127B:   | * | mov rcx, [rbp+var_1A0] ",xcode,1
"lea rax, [rbp+var_118]  | * | mov [rbp+var_118], rcx ",xcode,1
"mov rcx, [rbp+var_1A0]  | * | mov [rbp+var_58], rax ",xcode,1
"mov [rbp+var_118], rcx  | * | mov rax, [rbp+var_58] ",xcode,1
"mov rax, [rbp+var_58]  | * | jnz loc_100001341 ",xcode,1
"cmp qword ptr [rax], 0  | * | mov rax, [rbp+var_D8] ",xcode,1
"jnz loc_100001341  | * | mov rcx, [rax] ",xcode,1
