idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"mov edi, offset aCaseD   | * | xor eax, eax ",icc,1
"mov esi, ebx  | * | call _printf ",icc,1
"xor eax, eax  | * | mov rax, qword ptr cs:xmmword_67B170 ",icc,1
"call _printf  | * | mov r15d, offset qword_67B168 ",icc,1
"mov rax, qword ptr cs:xmmword_67B170  | * | test rax, rax ",icc,3
"mov r15d, offset qword_67B168  | * | jz short loc_40116D ",icc,1
"test rax, rax  | * | loc_40114D:  ",icc,1
"jz short loc_40116D  | * | mov r15, rax ",icc,1
"loc_40114D:   | * | cmp dword ptr [rax+20h], 0 ",icc,1
"mov r15, rax  | * | jg short loc_40115E ",icc,1
"cmp dword ptr [rax+20h], 0  | * | jl short loc_401164 ",icc,1
"jg short loc_40115E  | * | cmp dword ptr [rax+24h], 0 ",icc,1
jl short loc_401164  | * | jle short loc_401164 ,icc,1
"cmp dword ptr [rax+24h], 0  | * | loc_40115E:  ",icc,1
"jle short loc_401164  | * | mov rax, [rax+10h] ",icc,1
loc_40115E:   | * | jmp short loc_401168 ,icc,1
"mov rax, [rax+10h]  | * | loc_401164:  ",icc,1
"jmp short loc_401168  | * | mov rax, [rax+18h] ",icc,1
loc_401164:   | * | loc_401168:  ,icc,1
"mov rax, [rax+18h]  | * | test rax, rax ",icc,5
loc_401168:   | * | jnz short loc_40114D ,icc,1
"test rax, rax  | * | loc_40116D:  ",icc,1
"jnz short loc_40114D  | * | mov eax, offset qword_67B168 ",icc,1
"loc_40116D:   | * | cmp r15, rax ",icc,1
"mov eax, offset qword_67B168  | * | jnz short loc_40117F ",icc,1
"cmp r15, rax  | * | mov r14d, 1 ",icc,1
jnz short loc_40117F  | * | jmp short loc_40119A ,icc,1
"mov r14d, 1  | * | loc_40117F:  ",icc,1
"jmp short loc_40119A  | * | cmp dword ptr [r15+20h], 0 ",icc,1
loc_40117F:   | * | jg short loc_40118F ,icc,1
"cmp dword ptr [r15+20h], 0  | * | jl short loc_401197 ",icc,1
"jg short loc_40118F  | * | cmp dword ptr [r15+24h], 0 ",icc,1
jl short loc_401197  | * | jle short loc_401197 ,icc,1
"cmp dword ptr [r15+24h], 0  | * | loc_40118F:  ",icc,1
"jle short loc_401197  | * | mov r14d, 1 ",icc,1
loc_40118F:   | * | jmp short loc_40119A ,icc,1
"mov r14d, 1  | * | loc_401197:  ",icc,1
"jmp short loc_40119A  | * | mov r14d, r13d ",icc,1
loc_401197:   | * | loc_40119A:  ,icc,1
"mov r14d, r13d  | * | mov edi, 28h  ",icc,1
loc_40119A:   | * | call __Znwm  ,icc,1
"mov edi, 28h   | * | cmp rax, 0FFFFFFFFFFFFFFE0h ",icc,2
call __Znwm   | * | jz short loc_4011B2 ,icc,1
"cmp rax, 0FFFFFFFFFFFFFFE0h  | * | mov [rax+20h], r13d ",icc,1
"jz short loc_4011B2  | * | mov [rax+24h], r13d ",icc,1
"mov [rax+20h], r13d  | * | loc_4011B2:  ",icc,1
"mov [rax+24h], r13d  | * | mov edi, r14d ",icc,1
"loc_4011B2:   | * | mov rsi, rax ",icc,1
"mov edi, r14d  | * | mov rdx, r15 ",icc,1
"mov rsi, rax  | * | mov ecx, offset qword_67B168 ",icc,2
"mov rdx, r15  | * | call __ZSt29_Rb_tree_insert_and_rebalancebPSt18_Rb_tree_node_baseS0_RS_  ",icc,1
"mov ecx, offset qword_67B168  | * | mov edi, offset u ",icc,2
"call __ZSt29_Rb_tree_insert_and_rebalancebPSt18_Rb_tree_node_baseS0_RS_   | * | xor esi, esi ",icc,2
"mov edi, offset u  | * | mov edx, 44Ch ",icc,2
"xor esi, esi  | * | inc cs:qword_67B188 ",icc,2
"mov edx, 44Ch  | * | call _intel_fast_memset ",icc,2
"inc cs:qword_67B188  | * | xor edi, edi  ",icc,1
"call _intel_fast_memset  | * | mov rax, cs:h ",icc,1
"xor edi, edi   | * | xor esi, esi  ",icc,2
"mov rax, cs:h  | * | mov cs:qword_67B198, rax ",icc,2
"xor esi, esi   | * | call _Z3recii  ",icc,1
"mov cs:qword_67B198, rax  | * | cmp ebx, [rsp+80h+var_5C] ",icc,1
call _Z3recii   | * | jl loc_40109C ,icc,1
"cmp ebx, [rsp+80h+var_5C]  | * | mov r13, [rsp+80h+var_80] ",icc,1
"jl loc_40109C  | * | mov r14, [rsp+80h+var_78] ",icc,1
"mov r13, [rsp+80h+var_80]  | * | mov r15, [rsp+80h+var_70] ",icc,1
"mov r14, [rsp+80h+var_78]  | * | mov rbx, [rsp+80h+var_68] ",icc,1
"mov r15, [rsp+80h+var_70]  | * | loc_401211:  ",icc,1
"mov rbx, [rsp+80h+var_68]  | * | xor eax, eax ",icc,1
"loc_401211:   | * | mov rsp, rbp ",icc,1
"xor eax, eax  | * | pop rbp ",icc,4
"mov rsp, rbp  | * | retn ",icc,4
pop rbp  | * | main endp ,icc,1
main endp  | * | public _Z3recii ,icc,1
align 20h  | * | _Z3recii proc near  ,icc,1
var_A8 = qword ptr -0A8h  | * | var_98 = qword ptr -98h ,data,1
var_A0 = qword ptr -0A0h  | * | var_90 = dword ptr -90h ,data,1
var_98 = qword ptr -98h  | * | var_88 = dword ptr -88h ,data,2
var_90 = dword ptr -90h  | * | var_80 = qword ptr -80h ,data,1
var_88 = dword ptr -88h  | * | var_78 = qword ptr -78h ,data,1
var_80 = qword ptr -80h  | * | var_70 = dword ptr -70h ,data,1
var_78 = qword ptr -78h  | * | var_68 = dword ptr -68h ,data,1
var_70 = dword ptr -70h  | * | var_60 = dword ptr -60h ,data,1
var_68 = dword ptr -68h  | * | var_58 = qword ptr -58h ,data,1
var_60 = dword ptr -60h  | * | var_50 = dword ptr -50h ,data,1
var_58 = qword ptr -58h  | * | var_48 = dword ptr -48h ,data,1
var_50 = dword ptr -50h  | * | var_40 = dword ptr -40h ,data,1
var_48 = dword ptr -48h  | * | var_38 = dword ptr -38h ,data,1
push r13  | * | push r15 ,icc,2
push r14  | * | push rbx ,icc,2
push r15  | * | push rbp ,icc,2
"push rbx  | * | sub rsp, 80h ",icc,1
"push rbp  | * | mov ebp, esi ",icc,1
"sub rsp, 80h  | * | movsxd rbp, ebp ",icc,1
"mov ebp, esi  | * | mov ebx, edi ",icc,1
"movsxd rbp, ebp  | * | movsxd r13, cs:k ",icc,1
"mov ebx, edi  | * | cmp rbp, r13 ",icc,1
"movsxd r13, cs:k  | * | movsxd r15, ebx ",icc,1
"cmp rbp, r13  | * | jnz short loc_40128D ",icc,1
"movsxd r15, ebx  | * | xor ebx, ebx ",icc,1
"jnz short loc_40128D  | * | test r13, r13 ",icc,1
"xor ebx, ebx  | * | jle short loc_40126E ",icc,1
"test r13, r13  | * | loc_40124C:  ",icc,1
"jle short loc_40126E  | * | mov edi, offset aDD  ",icc,1
"loc_40124C:   | * | xor eax, eax ",icc,1
"mov edi, offset aDD   | * | mov esi, ds:ans[rbx*8] ",icc,1
"xor eax, eax  | * | mov edx, ds:dword_678F04[rbx*8] ",icc,1
"mov esi, ds:ans[rbx*8]  | * | call _printf ",icc,1
"mov edx, ds:dword_678F04[rbx*8]  | * | inc rbx ",icc,1
"call _printf  | * | cmp rbx, r13 ",icc,1
inc rbx  | * | jl short loc_40124C ,icc,1
"cmp rbx, r13  | * | loc_40126E:  ",icc,1
"jl short loc_40124C  | * | mov edi, offset s  ",icc,1
loc_40126E:   | * | call _puts ,icc,1
"mov edi, offset s   | * | mov eax, 1 ",icc,1
"call _puts  | * | add rsp, 80h ",icc,1
"mov eax, 1  | * | pop rbp ",icc,3
"add rsp, 80h  | * | pop rbx ",icc,5
pop rbp  | * | pop r15 ,icc,6
pop rbx  | * | pop r14 ,icc,9
pop r15  | * | pop r13 ,icc,9
pop r14  | * | retn ,icc,9
pop r13  | * | loc_40128D:  ,icc,1
"retn  | * | cmp cs:qword_67B188, 0 ",icc,1
loc_40128D:   | * | jnz short loc_4012A9 ,icc,1
"cmp cs:qword_67B188, 0  | * | xor eax, eax ",icc,1
"jnz short loc_4012A9  | * | add rsp, 80h ",icc,1
pop r13  | * | loc_4012A9:  ,icc,1
"retn  | * | mov rdi, qword ptr cs:xmmword_67B170+8 ",icc,1
"loc_4012A9:   | * | mov esi, offset qword_67B168 ",icc,1
"mov rdi, qword ptr cs:xmmword_67B170+8  | * | mov r14d, [rdi+20h] ",icc,1
"mov esi, offset qword_67B168  | * | mov r13d, [rdi+24h] ",icc,1
"mov r14d, [rdi+20h]  | * | call __ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_  ",icc,1
"mov r13d, [rdi+24h]  | * | mov rdi, rax  ",icc,1
call __ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_   | * | call __ZdlPv  ,icc,3
"mov rdi, rax   | * | dec cs:qword_67B188 ",icc,3
"call __ZdlPv   | * | cmp ds:u[r15], 0 ",icc,1
dec cs:qword_67B188  | * | jz short loc_4012EA ,icc,1
"cmp ds:u[r15], 0  | * | loc_4012DB:  ",icc,1
jz short loc_4012EA  | * | inc r15 ,icc,1
loc_4012DB:   | * | inc ebx ,icc,1
"inc r15  | * | cmp ds:u[r15], 0 ",icc,1
inc ebx  | * | jnz short loc_4012DB ,icc,1
"cmp ds:u[r15], 0  | * | loc_4012EA:  ",icc,1
"jnz short loc_4012DB  | * | movsxd r8, cs:k ",icc,1
"loc_4012EA:   | * | cmp r15, r8 ",icc,1
"movsxd r8, cs:k  | * | jge loc_40192F ",icc,1
"cmp r15, r8  | * | movsd xmm0, cs:_L_2il0floatpacket_1199 ",icc,1
"jge loc_40192F  | * | lea eax, [rbp+1] ",icc,1
"movsd xmm0, cs:_L_2il0floatpacket_1199  | * | mov [rsp+0A8h+var_50], eax ",icc,1
"lea eax, [rbp+1]  | * | mov [rsp+0A8h+var_48], ebx ",icc,1
"mov [rsp+0A8h+var_50], eax  | * | mov [rsp+0A8h+var_60], ebp ",icc,1
"mov [rsp+0A8h+var_48], ebx  | * | mov [rsp+0A8h+var_58], r12 ",icc,1
"mov [rsp+0A8h+var_60], ebp  | * | loc_401316:  ",icc,1
"mov [rsp+0A8h+var_58], r12  | * | cmp ds:u[r15], 0 ",icc,1
loc_401316:   | * | jnz loc_401916 ,icc,1
"cmp ds:u[r15], 0  | * | mov ds:ans[r15*8], r14d ",icc,1
"jnz loc_401916  | * | test r14d, r14d ",icc,1
"mov ds:ans[r15*8], r14d  | * | mov ds:dword_678F04[r15*8], r13d ",icc,1
"test r14d, r14d  | * | jz short loc_401349 ",icc,1
"mov ds:dword_678F04[r15*8], r13d  | * | mov eax, ds:r[r15*4] ",icc,1
"jz short loc_401349  | * | add ds:ans[r15*8], eax ",icc,1
"mov eax, ds:r[r15*4]  | * | loc_401349:  ",icc,1
"add ds:ans[r15*8], eax  | * | test r13d, r13d ",icc,1
loc_401349:   | * | jz short loc_40135E ,icc,1
"test r13d, r13d  | * | mov eax, ds:r[r15*4] ",icc,1
"jz short loc_40135E  | * | add ds:dword_678F04[r15*8], eax ",icc,1
"mov eax, ds:r[r15*4]  | * | loc_40135E:  ",icc,1
"add ds:dword_678F04[r15*8], eax  | * | mov edx, cs:n ",icc,1
"loc_40135E:   | * | mov ebx, ds:ans[r15*8] ",icc,1
"mov edx, cs:n  | * | cmp ebx, edx ",icc,1
"mov ebx, ds:ans[r15*8]  | * | jg loc_401916 ",icc,1
"cmp ebx, edx  | * | mov r9d, ds:dword_678F04[r15*8] ",icc,1
"jg loc_401916  | * | cmp r9d, cs:m ",icc,1
"mov r9d, ds:dword_678F04[r15*8]  | * | jg loc_401916 ",icc,1
"cmp r9d, cs:m  | * | mov rcx, cs:qword_67B198 ",icc,1
"jg loc_401916  | * | mov rax, rcx ",icc,1
"mov rcx, cs:qword_67B198  | * | mov r10, cs:h ",icc,1
"mov rax, rcx  | * | sub rax, r10 ",icc,1
"mov r10, cs:h  | * | sar rax, 2 ",icc,1
"sub rax, r10  | * | xor ebp, ebp ",icc,1
"sar rax, 2  | * | test eax, eax ",icc,1
"xor ebp, ebp  | * | jle loc_40144E ",icc,1
"test eax, eax  | * | movsxd rdi, eax ",icc,1
"jle loc_40144E  | * | mov r11d, ds:ans[r15*8] ",icc,1
"movsxd rdi, eax  | * | mov r12d, ds:dword_678F04[r15*8] ",icc,1
"mov r11d, ds:ans[r15*8]  | * | mov esi, ds:r[r15*4] ",icc,1
"mov r12d, ds:dword_678F04[r15*8]  | * | mov [rsp+0A8h+var_40], r13d ",icc,1
"mov esi, ds:r[r15*4]  | * | mov [rsp+0A8h+var_38], r14d ",icc,1
"mov [rsp+0A8h+var_40], r13d  | * | movsd xmm3, cs:_L_2il0floatpacket_1199 ",icc,1
"mov [rsp+0A8h+var_38], r14d  | * | loc_4013D8:  ",icc,1
"movsd xmm3, cs:_L_2il0floatpacket_1199  | * | movsxd r13, dword ptr [r10+rbp*4] ",icc,1
"loc_4013D8:   | * | pxor xmm0, xmm0 ",icc,1
"movsxd r13, dword ptr [r10+rbp*4]  | * | pxor xmm1, xmm1 ",icc,1
"pxor xmm0, xmm0  | * | pxor xmm2, xmm2 ",icc,1
"pxor xmm1, xmm1  | * | mov r14d, ds:dword_678F04[r13*8] ",icc,1
"pxor xmm2, xmm2  | * | neg r14d ",icc,1
"mov r14d, ds:dword_678F04[r13*8]  | * | add r14d, r12d ",icc,1
"neg r14d  | * | cvtsi2sd xmm0, r14d ",icc,1
"add r14d, r12d  | * | mov r14d, ds:ans[r13*8] ",icc,1
"cvtsi2sd xmm0, r14d  | * | neg r14d ",icc,1
"mov r14d, ds:ans[r13*8]  | * | add r14d, r11d ",icc,1
"neg r14d  | * | cvtsi2sd xmm1, r14d ",icc,1
"add r14d, r11d  | * | mulsd xmm0, xmm0 ",icc,1
"cvtsi2sd xmm1, r14d  | * | mulsd xmm1, xmm1 ",icc,1
"mulsd xmm0, xmm0  | * | mov r13d, ds:r[r13*4] ",icc,1
"mulsd xmm1, xmm1  | * | addsd xmm1, xmm0 ",icc,1
"mov r13d, ds:r[r13*4]  | * | add r13d, esi ",icc,1
"addsd xmm1, xmm0  | * | cvtsi2sd xmm2, r13d ",icc,1
"add r13d, esi  | * | sqrtsd xmm1, xmm1 ",icc,1
"cvtsi2sd xmm2, r13d  | * | subsd xmm2, xmm3 ",icc,1
"sqrtsd xmm1, xmm1  | * | comisd xmm2, xmm1 ",icc,1
"subsd xmm2, xmm3  | * | ja loc_4019F7 ",icc,1
"comisd xmm2, xmm1  | * | inc rbp ",icc,1
"ja loc_4019F7  | * | cmp rbp, rdi ",icc,1
inc rbp  | * | jl short loc_4013D8 ,icc,1
"cmp rbp, rdi  | * | mov r13d, [rsp+0A8h+var_40] ",icc,1
"jl short loc_4013D8  | * | mov r14d, [rsp+0A8h+var_38] ",icc,1
"mov r13d, [rsp+0A8h+var_40]  | * | loc_40144E:  ",icc,1
"mov r14d, [rsp+0A8h+var_38]  | * | cmp rcx, cs:qword_67B1A0 ",icc,1
loc_40144E:   | * | jnz loc_40157D ,icc,1
"cmp rcx, cs:qword_67B1A0  | * | mov ebp, 1 ",icc,1
"jnz loc_40157D  | * | cmp rax, 1 ",icc,1
"mov ebp, 1  | * | cmova rbp, rax ",icc,1
"cmp rax, 1  | * | add rbp, rax ",icc,1
"cmova rbp, rax  | * | cmp rbp, rax ",icc,1
"add rbp, rax  | * | jb short loc_40148C ",icc,1
"cmp rbp, rax  | * | mov rax, 3FFFFFFFFFFFFFFFh ",icc,1
"jb short loc_40148C  | * | cmp rbp, rax ",icc,1
"mov rax, 3FFFFFFFFFFFFFFFh  | * | ja short loc_40148C ",icc,1
"cmp rbp, rax  | * | test rbp, rbp ",icc,1
ja short loc_40148C  | * | jnz short loc_401496 ,icc,1
"test rbp, rbp  | * | shl rbp, 2 ",icc,1
"jnz short loc_401496  | * | xor ebx, ebx ",icc,1
"shl rbp, 2  | * | jmp short loc_4014B7 ",icc,1
"xor ebx, ebx  | * | loc_40148C:  ",icc,1
"jmp short loc_4014B7  | * | mov rbp, 3FFFFFFFFFFFFFFFh ",icc,1
loc_40148C:   | * | loc_401496:  ,icc,1
"mov rbp, 3FFFFFFFFFFFFFFFh  | * | shl rbp, 2 ",icc,1
"loc_401496:   | * | mov rdi, rbp  ",icc,1
"shl rbp, 2  | * | mov [rsp+0A8h+var_A8], r10 ",icc,1
"mov rdi, rbp   | * | mov [rsp+0A8h+var_A0], rcx ",icc,1
"mov [rsp+0A8h+var_A8], r10  | * | call __Znwm  ",icc,1
"mov [rsp+0A8h+var_A0], rcx  | * | mov rcx, [rsp+0A8h+var_A0] ",icc,2
"call __Znwm   | * | mov rbx, rax ",icc,1
"mov rcx, [rsp+0A8h+var_A0]  | * | mov r10, [rsp+0A8h+var_A8] ",icc,1
"mov rbx, rax  | * | loc_4014B7:  ",icc,1
"mov r10, [rsp+0A8h+var_A8]  | * | neg r10 ",icc,1
"loc_4014B7:   | * | add r10, rcx ",icc,1
"neg r10  | * | and r10, 0FFFFFFFFFFFFFFFCh ",icc,1
"add r10, rcx  | * | add r10, rbx ",icc,1
"and r10, 0FFFFFFFFFFFFFFFCh  | * | jz short loc_4014C9 ",icc,1
"add r10, rbx  | * | mov [r10], r15d ",icc,1
jz short loc_4014C9  | * | loc_4014C9:  ,icc,1
"mov [r10], r15d  | * | mov r12, rcx ",icc,1
"loc_4014C9:   | * | mov rsi, cs:h ",icc,1
"mov r12, rcx  | * | sub r12, rsi ",icc,1
"mov rsi, cs:h  | * | sar r12, 2 ",icc,1
"sub r12, rsi  | * | test r12, r12 ",icc,1
"sar r12, 2  | * | jz short loc_4014F9 ",icc,1
"test r12, r12  | * | mov rdi, rbx ",icc,1
"jz short loc_4014F9  | * | lea rdx, ds:0[r12*4] ",icc,1
"mov rdi, rbx  | * | mov [rsp+0A8h+var_A0], rcx ",icc,1
"lea rdx, ds:0[r12*4]  | * | call _intel_fast_memmove ",icc,1
call _intel_fast_memmove  | * | loc_4014F9:  ,icc,1
"mov rcx, [rsp+0A8h+var_A0]  | * | lea rax, [rbx+r12*4+4] ",icc,1
"loc_4014F9:   | * | mov r12, cs:qword_67B198 ",icc,1
"lea rax, [rbx+r12*4+4]  | * | sub r12, rcx ",icc,1
"mov r12, cs:qword_67B198  | * | sar r12, 2 ",icc,1
"sub r12, rcx  | * | test r12, r12 ",icc,1
"sar r12, 2  | * | jz short loc_40152E ",icc,1
"test r12, r12  | * | mov rdi, rax ",icc,1
"jz short loc_40152E  | * | lea rdx, ds:0[r12*4] ",icc,1
"mov rdi, rax  | * | mov rsi, rcx ",icc,1
"lea rdx, ds:0[r12*4]  | * | mov [rsp+0A8h+var_98], rax ",icc,1
